CODGEO,NB,ANNEE
01152,1.9651069044,2017
01153,70.319311663,2017
01153,212.377096580552,2022
01155,8.0,2022
01155,22.152777778,2017
01156,36.817283951,2017
01156,2.15851243863693,2022
01157,1.0018626268,2017
01157,432.496388023117,2022
01158,5.93725799371745,2022
01158,34.180562689,2017
01159,549.18669418,2017
01159,28.2614511972512,2022
01160,496.53413121,2017
01160,387.47013288372,2022
01162,5.90769230769231,2022
01162,0.0,2017
01163,4.0635250216,2017
01163,368.643740426491,2022
01165,7.2992014387,2017
01165,3.0239396077571,2022
01166,3.9828792443,2017
01166,407.716240676313,2022
01167,109.35211268,2017
01167,1.0296658103685,2022
01169,86.7363835615242,2022
01169,2.9423076923,2017
01170,81.985902256,2017
01170,111.075811673624,2022
01171,140.90186916,2017
01171,18.6235632122392,2022
01173,101.14587868,2017
01173,262.355779450367,2022
01174,19.424581006,2017
01174,1.0,2022
01175,142.71683673,2017
01175,137.133199559959,2022
01177,9.6721311475,2017
01177,36.1967213114754,2022
01179,163.56798935,2017
01179,76.1966208668547,2022
01180,76.2078317037281,2022
01180,64.821741565,2017
01181,6.96544706903343,2022
01181,54.727272727,2017
01183,6.9252973163686,2022
01183,219.46759125,2017
01184,44.9277578881427,2022
01184,114.86276001,2017
01185,717.309116020378,2022
01185,20.090736145,2017
01187,8.101123813,2017
01187,1.0563668026326,2022
01188,28.803404363,2017
01188,80.8528603476976,2022
01189,59.2746963100478,2022
01189,7.131838565,2017
01190,17.8,2022
01190,5.0,2017
01191,3.82716049382716,2022
01191,15.0,2017
01192,264.1106038,2017
01192,216.670727553795,2022
01193,35.990990991,2017
01193,2.01511983522247,2022
01194,70.5743913080702,2022
01194,319.74930176,2017
01195,9.9231759863,2017
01195,305.261662064712,2022
01196,0.0,2017
01196,3.68995659254194,2022
01197,10.0,2017
01197,32.7489428090881,2022
01198,1.91729571788892,2022
01198,1.0111940299,2017
01199,188.28478821,2017
01199,10.6947938613196,2022
01200,43.177570093,2017
01200,17.7393097000427,2022
01202,354.18142008,2017
01202,66.9975767694188,2022
01203,61.583727592,2017
01203,5.91092732796695,2022
01204,2.962962963,2017
01204,2.02633929093646,2022
01206,50.4076993649239,2022
01206,56.0,2017
01207,0.976866865117144,2022
01207,35.0,2017
01208,0.0,2017
01208,23.1703703703704,2022
01209,84.7715269235975,2022
01209,3.7994858612,2017
01210,13.891780733365,2022
01210,38.659388646,2017
01211,0.0,2017
01211,283.460798701321,2022
01212,111.25588875,2017
01212,78.0131794691382,2022
01213,71.018925057,2017
01213,158.156526066643,2022
01214,7.08695652173913,2022
01214,10.857142857,2017
01215,5.7685762163,2017
01215,7.15217391304348,2022
01216,179.68516077,2017
01216,57.3703217534889,2022
01219,1.0243902439,2017
01219,9.9390243902439,2022
01224,402.0,2017
01224,189.923263325691,2022
01225,16.5617232392842,2022
01225,5.0044108679,2017
01227,29.2648768915778,2022
01227,22.190874161,2017
01228,66.5043116736112,2022
01228,65.424242424,2017
01229,133.04344824,2017
01229,2.14720182209158,2022
01230,0.0,2017
01230,52.4524020363355,2022
01231,89.64028777,2017
01231,180.694074013784,2022
01232,1.0097515422,2017
01232,376.43948407926,2022
01233,23.0,2017
01233,7.70802919708029,2022
01234,6.1065088757,2017
01234,0.988165680473373,2022
01235,2.0482951574,2017
01235,3.01898935389196,2022
01236,0.0,2017
01236,159.127966765391,2022
01237,196.0,2017
01237,16.2315717955481,2022
01238,267.77706775,2017
01238,252.880708447682,2022
01239,2.98445625617334,2022
01239,100.96924017,2017
01240,31.552548505,2017
01240,4.91837016056488,2022
01241,51.155482848,2017
01241,6.01064304885195,2022
01242,8.6666666667,2017
01242,19.1407407407407,2022
01243,0.0,2017
01243,7.14505428519611,2022
01244,166.837298,2017
01244,6.03531675376461,2022
01245,31.415053763,2017
01245,1.03593304742368,2022
01246,13.551949252555,2022
01246,1.0175505549,2017
01247,3.0500775335,2017
01247,1.97178630524752,2022
01248,4.6040192096,2017
01248,329.490942661389,2022
01249,181.21428668,2017
01249,86.1461169044048,2022
01250,11.132108233,2017
01250,275.092544226797,2022
01252,1.02133911472544,2022
01252,94.03307888,2017
01254,0.9841348537,2017
01254,349.653754717782,2022
01255,4.09365315892728,2022
01255,90.367851623,2017
01257,67.5663075636223,2022
01257,1.9601139601,2017
01258,113.748963545365,2022
01258,76.300274526,2017
01259,75.207196865,2017
01259,61.6550978986917,2022
01260,1.02416850203245,2022
01260,3.1045296167,2017
01261,0.0,2017
01261,70.69339448512,2022
01262,1109.9343722,2017
01262,584.899653266982,2022
01263,1.0208026901,2017
01263,378.575747402732,2022
01264,58.0569020445219,2022
01264,49.133858268,2017
01265,289.877042543839,2022
01265,335.46028503,2017
01266,646.497639898573,2022
01266,383.71240733,2017
01267,0.0,2017
01267,13.805491164967,2022
01268,44.0234947962697,2022
01268,21.512195122,2017
01269,260.26133169,2017
01269,300.49614332084,2022
01272,219.0,2017
01272,4.94083664411041,2022
01273,17.1143684,2017
01273,264.070456527511,2022
01274,33.785488959,2017
01274,68.1743079888424,2022
01275,3.33645314594319,2022
01275,0.0,2017
01276,78.3491633230431,2022
01276,0.0,2017
01277,5.0,2017
01277,14.4957983193277,2022
01279,0.0,2017
01279,4.3452380952381,2022
01280,13.0728476821192,2022
01280,13.0,2017
01281,126.73696375,2017
01281,136.080928724824,2022
01282,21.8156927020347,2022
01282,0.0,2017
01283,649.557629164455,2022
01283,2290.9790144,2017
01284,64.6270333736429,2022
01284,84.435737681,2017
01285,265.961492204542,2022
01285,111.0,2017
01286,29.716088328,2017
01286,157.665741870912,2022
01288,59.26189793,2017
01288,75.1215792322696,2022
01289,1425.35959632389,2022
01289,4.0078389198,2017
01290,9.8728563205,2017
01290,212.962623752622,2022
01291,162.0,2017
01291,2.76287884134438,2022
01293,5.0,2017
01293,30.9542483660131,2022
01294,8.85054099174343,2022
01294,174.10339567,2017
01295,84.1337583390842,2022
01295,50.663317763,2017
01296,3.1500385901,2017
01296,80.9757123224363,2022
01297,181.213265227099,2022
01297,0.0,2017
01298,0.88,2017
01298,18.2466666666667,2022
01299,72.0,2017
01299,68.7432175635185,2022
01301,441.0,2017
01301,507.594431873721,2022
01302,29.0,2017
01302,11.2,2022
01303,4.08563294710212,2022
01303,287.0,2017
01304,250.236011381956,2022
01304,10.635616537,2017
01305,15.295720866,2017
01305,12.7861227617322,2022
01306,11.903834635,2017
01306,136.161631681171,2022
01307,30.466507177,2017
01307,19.1394236274568,2022
01308,41.2924242579413,2022
01308,25.154894672,2017
01309,5.25974025974026,2022
01309,12.0,2017
01310,5.0350692254,2017
01310,18.1906345162358,2022
01311,5.1136363636,2017
01311,10.0,2022
01313,725.03797843,2017
01313,121.097385646329,2022
01314,80.6603666178885,2022
01314,194.0,2017
01317,39.3816994939443,2022
01317,47.127272727,2017
01318,6.1602675495394,2022
01318,5.0068870523,2017
01319,1.98607398144555,2022
01319,62.890276648,2017
01320,194.045334161921,2022
01320,615.48802204,2017
01321,0.0,2017
01321,97.4932508960999,2022
01322,739.83144124,2017
01322,447.987978477716,2022
01323,180.71708146,2017
01323,80.6509887122413,2022
01325,0.9697021457,2017
01325,2.91675304653109,2022
01328,5.0,2017
01328,1.07078134059517,2022
01329,3.90243902439024,2022
01329,1.9738562092,2017
01330,28.5166666666667,2022
01330,0.0,2017
01331,13.222857143,2017
01331,19.0,2022
01332,3.9465549065,2017
01332,2.16778365297062,2022
01333,502.995418862622,2022
01333,190.0,2017
01334,6.0,2017
01334,92.6436321472861,2022
01335,3.8805970149,2017
01335,18.8609711197448,2022
01336,1.02496474299801,2022
01336,212.98521938,2017
01337,146.081182434968,2022
01337,206.0,2017
01338,125.497052499013,2022
01338,207.0,2017
01339,1.92764446286084,2022
01339,130.19159912,2017
01342,4.0625976141,2017
01342,76.0023533941486,2022
01343,1.0,2017
01343,0.989639901980319,2022
01344,82.196702002,2017
01344,557.583454370511,2022
01345,189.079617704904,2022
01345,336.37890586,2017
01346,0.0,2017
01346,95.5524144020031,2022
01347,210.256484170652,2022
01347,0.0,2017
01348,164.68526909202,2022
01348,300.53519164,2017
01349,54.9710127555194,2022
01349,74.0,2017
01350,19.8309116926375,2022
01350,1.0,2017
01351,2.76080529405295,2022
01351,67.0,2017
01352,66.9677148482652,2022
01352,0.0,2017
01353,225.85247790319,2022
01353,7.9569072412,2017
01354,387.43025145,2017
01354,302.138804963471,2022
01355,2.0,2017
01355,0.999069603583801,2022
01356,43.004784689,2017
01356,38.0861244019139,2022
01357,52.587283797,2017
01357,15.1176840803713,2022
01358,39.7882070034155,2022
01358,0.0,2017
01359,44.187234043,2017
01359,31.484909880464,2022
01360,167.0,2017
01360,176.156243374181,2022
01361,205.11287254,2017
01361,188.103331941112,2022
01362,4.9819939618,2017
01362,1.99613050648832,2022
01363,2.97296939239898,2022
01363,0.9723476298,2017
01364,0.0,2017
01364,78.6366116537203,2022
01365,186.6611843,2017
01365,193.331576997221,2022
01366,110.808229159249,2022
01366,1.0,2017
01367,95.460379817,2017
01367,0.979425104494101,2022
01368,97.0,2017
01368,132.559839459826,2022
01369,45.0,2017
01369,5.03704697114166,2022
01370,106.07796846,2017
01370,184.139275196255,2022
01371,3.0,2017
01371,248.445727847122,2022
01372,69.0,2017
01372,42.6230130686908,2022
01373,1.8430289663,2017
01373,15.2059118384246,2022
01374,196.3670271498,2022
01374,193.13870543,2017
01375,80.8215063723514,2022
01375,1.0063938619,2017
01376,15.0,2017
01376,52.2269681992661,2022
01378,133.398236027953,2022
01378,8.8825786646,2017
01379,0.993171190842608,2022
01379,36.444599651,2017
01380,81.4762812219827,2022
01380,122.63939603,2017
01381,124.12580608959,2022
01381,9.0,2017
01382,13.8536543812311,2022
01382,1.0092999843,2017
01383,194.404387147752,2022
01383,0.0,2017
01384,369.651980222586,2022
01384,372.59799144,2017
01385,88.3656811960302,2022
01385,8.8515927545,2017
01386,215.918868228081,2022
01386,13.522315426,2017
01387,25.390625,2022
01387,34.047008547,2017
01388,158.112706581781,2022
01388,55.0,2017
01389,104.0,2017
01389,167.41188195607,2022
01390,126.585047388931,2022
01390,53.087570621,2017
01391,1.0,2017
01391,16.1144963627278,2022
01392,53.244615385,2017
01392,2.08070971624973,2022
01393,33.7684640900571,2022
01393,20.192740285,2017
01396,60.2229822546585,2022
01396,119.08501912,2017
01397,139.795672191191,2022
01397,116.58179959,2017
01398,162.28364834,2017
01398,3.98557834325107,2022
01399,30.8945703256186,2022
01399,153.0,2017
01400,28.0,2017
01400,14.3134328358209,2022
01401,28.9957060643781,2022
01401,28.174386624,2017
01402,59.0516363540283,2022
01402,6.100456621,2017
01403,127.33508987,2017
01403,110.202180720729,2022
01404,24.0,2017
01404,18.8592592592593,2022
01405,2.9277888066,2017
01405,138.5094200771,2022
01406,0.0,2017
01406,2.01149425287356,2022
01407,4.826900208636,2022
01407,134.59535958,2017
01408,0.0,2017
01408,59.3251205268339,2022
01410,4.16,2017
01410,1.80498592898393,2022
01411,24.447761194,2017
01411,42.4412769404952,2022
01412,79.0,2017
01412,2.78672703864276,2022
01415,2.96603451238195,2022
01415,0.0,2017
01416,21.196465696,2017
01416,10.7423708674508,2022
01418,62.4288748983167,2022
01418,2.0,2017
01419,219.509149520606,2022
01419,197.86791506,2017
01420,11.9794739620175,2022
01420,0.0,2017
01421,64.7331738466765,2022
01421,111.53909465,2017
01422,1.0022075055,2017
01422,1.03525117492132,2022
01423,65.0,2017
01423,148.335415085103,2022
01424,226.35952021,2017
01424,10.034408556838,2022
01425,0.0,2017
01425,55.2447375362249,2022
01426,14.6463686330785,2022
01426,13.100210088,2017
01427,63.4731115201289,2022
01427,138.05940566,2017
01428,1.03968253968254,2022
01428,15.476190476,2017
01429,144.335319140576,2022
01429,133.61103048,2017
01430,124.6539102,2017
01430,20.6048313704411,2022
01431,136.33415233,2017
01431,184.369004275676,2022
01432,39.839228296,2017
01432,30.8357170126863,2022
01433,38.5833457183931,2022
01433,30.943502233,2017
01434,91.868644068,2017
01434,104.959432773531,2022
01435,307.5527715108,2022
01435,197.72647195,2017
01436,5.8471198634,2017
01436,80.2089555268692,2022
01437,0.0,2017
01437,29.4618834080717,2022
01439,17.0,2017
01439,17.3541666666667,2022
01441,8.0,2017
01441,107.46046013973,2022
01443,3.9346215145,2017
01443,9.58121817867469,2022
01444,182.41717394,2017
01444,186.517413342057,2022
01445,0.0,2017
01445,2.02004549421522,2022
01446,92.763971072,2017
01446,4.29749088438135,2022
01447,59.158450359,2017
01447,138.4039346664,2022
01448,84.0704364025326,2022
01448,0.0,2017
01449,74.734590357516,2022
01449,99.814772373,2017
01450,751.447017295471,2022
01450,3.0061000272,2017
01451,31.9575868293758,2022
01451,93.0,2017
01452,103.806399135413,2022
01452,108.72984507,2017
01453,26.816803641,2017
01453,50.4449951341471,2022
01454,1.01543893358853,2022
01454,1.9628961609,2017
01456,0.0,2017
01456,7.0,2022
01457,6.0440759826,2017
01457,280.377510574229,2022
02001,71.552713948,2017
02001,50.8248021027704,2022
02002,0.0,2017
02002,42.7378510334241,2022
02003,190.31713007,2017
02003,88.2960273341962,2022
02004,1.9450549451,2017
02004,7.03783783783784,2022
02005,0.0,2017
02005,2.73891081954485,2022
02006,47.690839695,2017
02006,48.2030684678224,2022
02007,0.0,2017
02007,15.2542372881356,2022
02008,16.0632851622813,2022
02008,45.311418685,2017
02009,76.422222222,2017
02009,56.4841080201381,2022
02010,17.6257668711656,2022
02010,43.0,2017
02011,200.64035999,2017
02011,107.800349068261,2022
02012,0.0,2017
02012,7.69014084507042,2022
02013,0.0,2017
02013,39.0999136941077,2022
02014,80.270549381,2017
02014,75.3612139047322,2022
02015,2.9605263158,2017
02015,14.6153846153846,2022
02016,39.2592592592593,2022
02016,26.388888889,2017
02017,0.973373346734291,2022
02017,13.081178898,2017
02018,142.098116814408,2022
02018,237.42261275,2017
02019,1.0089571043,2017
02019,30.9048320206639,2022
02020,19.9849050772563,2022
02020,3.0074249815,2017
02021,19.550561798,2017
02021,18.4675324675325,2022
02022,62.8732324997073,2022
02022,0.0,2017
02023,14.5588235294118,2022
02023,6.0588235294,2017
02024,2.0,2017
02024,3.13333333333333,2022
02025,2.0,2017
02025,52.8538319387902,2022
02027,30.803738317757,2022
02027,0.0,2017
02028,256.977969037396,2022
02028,8.9930795848,2017
02029,64.601694915,2017
02029,63.6029765362674,2022
02030,12.1547123958651,2022
02030,0.0,2017
02031,3.9878603945,2017
02031,2.02617187561221,2022
02032,0.0,2017
02032,9.62337662337663,2022
02033,19.0,2017
02033,18.2761904761905,2022
02034,23.0,2017
02034,11.1538461538462,2022
02035,37.5153098951494,2022
02035,55.8,2017
02036,2.91666666666667,2022
02036,13.666666667,2017
02037,142.791936538697,2022
02037,0.6666666667,2017
02038,5.8965517241,2017
02038,1.96825396825397,2022
02039,24.7362669355605,2022
02039,0.0,2017
02040,20.7640449438202,2022
02040,28.0,2017
02041,43.0,2017
02041,174.760843380604,2022
02042,25.851910287,2017
02042,34.7599734446839,2022
02043,13.8,2017
02043,9.69230769230769,2022
02044,5.20833333333333,2022
02044,3.0,2017
02046,25.767857143,2017
02046,0.971564546604506,2022
02047,6.8205128205,2017
02047,2.0,2022
02048,14.21875,2022
02048,26.8,2017
02049,6.0326086957,2017
02049,69.7619818029167,2022
02050,30.690805489,2017
02050,57.2476452618432,2022
02051,21.1090860176881,2022
02051,72.745784037,2017
02052,3.79411764705882,2022
02052,2.0441176471,2017
02053,31.876371660374,2022
02053,1.0,2017
02054,43.0003750053504,2022
02054,57.275276545,2017
02055,16.4269662921348,2022
02055,0.0,2017
02056,0.0,2017
02056,10.4761904761905,2022
02057,137.0,2017
02057,237.294358634217,2022
02058,44.0,2017
02058,104.590543946892,2022
02059,14.0019906440898,2022
02059,284.0,2017
02060,17.158688927209,2022
02060,19.584615385,2017
02061,0.961025359220585,2022
02061,49.0,2017
02062,23.1729323308271,2022
02062,0.0,2017
02063,35.5980237466491,2022
02063,2.0105540897,2017
02064,4.0292511758,2017
02064,173.042634686708,2022
02065,57.535079692,2017
02065,58.1782261648414,2022
02066,6.2448979592,2017
02066,11.6938775510204,2022
02067,6.0568720379,2017
02067,7.96172248803828,2022
02068,4.71590909090909,2022
02068,22.238636364,2017
02069,14.523364486,2017
02069,10.7943925233645,2022
02070,78.0348083118425,2022
02070,58.762424428,2017
02071,76.450889478,2017
02071,2.95031939628726,2022
02072,15.2542372881356,2022
02072,0.0,2017
02073,1.07935317882435,2022
02073,59.015406025,2017
02074,85.558178752,2017
02074,1.00851573042272,2022
02075,3.0459183673,2017
02075,2.95408163265306,2022
02076,20.769230769,2017
02076,19.1025641025641,2022
02077,76.0,2017
02078,22.4024390243902,2022
02078,12.682926829,2017
02079,5.37878787878788,2022
02079,26.0,2017
02080,48.348348348,2017
02080,70.8302971605017,2022
02081,0.959636081505127,2022
02081,0.0,2017
02082,9.41666666666667,2022
02082,0.0,2017
02083,2.07660876859741,2022
02083,1.0,2017
02084,8.0,2017
02084,27.7753514220373,2022
02085,65.2898965579845,2022
02085,13.267123288,2017
02086,84.8916829690587,2022
02086,187.51491054,2017
02087,7.0588235294,2017
02087,3.0,2022
02088,2.0952380952,2017
02088,7.35,2022
02089,2.00729383527036,2022
02089,253.7591623,2017
02090,27.611111111,2017
02090,28.574358974359,2022
02091,10.6526315789474,2022
02091,12.273684211,2017
02093,222.0,2017
02093,9.52511118964457,2022
02094,1.9562363239,2017
02094,2.1385083487222,2022
02095,855.32767641366,2022
02095,570.36419262,2017
02096,1.9802955665,2017
02096,37.5904255319149,2022
02097,28.8128698248894,2022
02097,1.9846743295,2017
02098,63.0,2017
02098,19.3634007317942,2022
02099,13.882352941,2017
02099,20.0497737556561,2022
02100,27.797101449,2017
02100,28.2028985507246,2022
02101,22.9060741910269,2022
02101,0.0,2017
02102,1.01086956521739,2022
02102,0.0,2017
02103,71.9483483389945,2022
02103,251.39455373,2017
02104,7.2121212121,2017
02104,12.6060606060606,2022
02105,36.179104478,2017
02105,0.984455958549223,2022
02106,37.1035455683173,2022
02106,1.0,2017
02107,16.8380952380952,2022
02107,16.676190476,2017
02108,6.51428571428571,2022
02108,5.0,2017
02109,51.6403351268754,2022
02109,0.0,2017
02110,0.0,2017
02110,7.80029146124858,2022
02111,118.0,2017
02111,54.1258544907554,2022
02112,21.1978539160702,2022
02112,88.268658073,2017
02114,411.745556212016,2022
02114,391.0,2017
02115,0.0,2017
02115,28.1538461538462,2022
02116,19.7142857142857,2022
02116,10.068965517,2017
02117,13.1969696969697,2022
02117,7.1060606061,2017
02118,6.05,2017
02118,23.0,2022
02119,26.872645405,2017
02119,14.623076375847,2022
02120,20.78680203,2017
02120,33.8265306122449,2022
02121,0.0,2017
02121,43.4285714285714,2022
02122,7.0,2017
02122,4.0,2022
02123,27.0,2017
02123,12.1729914995855,2022
02124,115.980472961062,2022
02124,7.0,2017
02125,10.999085029,2017
02125,22.7375381056893,2022
02126,0.993103546869686,2022
02126,2.0,2017
02127,6.890625,2017
02127,22.8802083333333,2022
02128,140.30878775,2017
02128,3.94292485912546,2022
02129,4.0,2022
02129,2.0,2017
02130,0.0,2017
02130,17.6470588235294,2022
02131,155.119262361875,2022
02131,161.60851097,2017
02132,8.2436548223,2017
02132,23.9847715736041,2022
02133,2.0246305419,2017
02133,70.6600766118201,2022
02134,0.0,2017
02134,1.03311842552086,2022
02135,124.92088309,2017
02135,230.265505762732,2022
02136,24.80620155,2017
02136,23.25,2022
02137,0.0,2017
02137,16.1450381679389,2022
02138,34.0114285714286,2022
02138,28.0,2017
02139,4.0183486239,2017
02139,57.2642027309915,2022
02140,45.0,2017
02140,60.7281254546901,2022
02141,405.0,2017
02141,397.381812993089,2022
02142,13.1052631578947,2022
02142,31.0,2017
02143,30.8333333333333,2022
02143,26.0,2017
02144,21.6944444444444,2022
02144,12.083333333,2017
02145,104.90440093,2017
02145,62.2237010060185,2022
02146,12.707865169,2017
02146,15.5730337078652,2022
02148,0.0,2017
02148,56.9937696464958,2022
02149,1.0151515152,2017
02149,0.983333333333333,2022
02150,10.0,2022
02150,0.0,2017
02151,11.0,2017
02151,19.0,2022
02152,19.0,2017
02152,18.5730337078652,2022
02153,115.97700838,2017
02153,0.97868731417608,2022
02154,50.44109589,2017
02154,1.9839090684059,2022
02155,19.550561798,2017
02155,20.8832487309645,2022
02156,0.957907481413392,2022
02156,14.0,2017
02157,150.85618274,2017
02157,76.036787636561,2022
02158,1.0402930403,2017
02158,24.0771225800756,2022
02159,50.7559549861625,2022
02159,25.323676941,2017
02160,51.245284384,2017
02160,96.6948872440773,2022
02162,14.0118494486852,2022
02162,31.546099291,2017
02163,258.48883201,2017
02163,22.9146082657312,2022
02164,13.613417449,2017
02164,23.6677224797012,2022
02165,84.0,2017
02165,322.97959774686,2022
02166,57.348314607,2017
02166,29.9659162020945,2022
02167,0.999323084369731,2022
02167,121.75617978,2017
02168,244.111487189667,2022
02168,2519.6851487,2017
02169,0.0,2017
02169,13.1566265060241,2022
02170,6.0,2022
02170,0.9921875,2017
