codecommune;NSCOL15P;DIPLMIN;BEPC;CAPBEP;BAC;SUP2;SUP34;SUP5
1001;558;107;26;187;95;72;39;31
1002;179;22;7;48;39;26;20;16
1004;10149;2207;589;2800;1938;1237;740;639
1005;1234;294;55;371;221;148;86;59
1006;96;17;4;31;30;5;5;3
1007;1963;282;86;607;389;280;174;144
1008;570;78;24;186;111;90;43;39
1009;253;35;18;83;41;32;23;21
1010;790;172;45;268;155;76;46;28
1011;268;51;10;71;51;39;30;16
1012;246;63;13;68;38;33;21;10
1013;108;23;7;42;19;9;6;2
1014;2503;879;125;635;405;226;151;82
1015;513;88;24;163;92;63;47;37
1016;326;73;17;116;58;34;21;7
1017;326;87;18;102;65;30;14;10
1019;22;4;1;10;6;1;0;0
1021;994;143;49;264;202;150;110;76
1022;959;241;69;363;137;75;50;25
1023;49;9;3;21;5;5;3;3
1024;2274;368;104;774;422;313;193;100
1025;2943;580;129;873;557;415;234;154
1026;710;187;29;238;113;64;48;29
1027;2040;224;202;586;588;229;108;102
1028;449;96;20;152;84;47;29;20
1029;524;163;32;167;90;40;21;11
1030;635;125;37;186;136;60;46;46
1031;2602;897;121;615;467;232;178;92
1032;2211;373;152;643;442;269;172;160
1033;12087;3269;734;3498;1957;1150;817;662
1034;6830;1905;451;1836;1117;642;503;375
1035;251;43;15;77;42;25;29;21
1036;1020;165;50;307;190;132;107;68
1037;226;42;21;75;36;19;19;13
1038;552;120;20;178;104;72;36;23
1039;345;78;25;124;54;33;15;16
1040;346;75;8;122;73;41;23;5
1041;561;95;35;177;112;64;46;31
1042;204;32;8;68;40;31;15;9
1043;3290;429;179;730;547;477;364;564
1044;445;77;31;153;73;55;33;24
1045;190;33;4;56;28;26;25;17
1046;626;126;25;218;121;73;41;22
1047;692;105;23;190;130;119;69;57
1049;2278;459;109;627;389;318;177;198
1050;234;71;9;81;39;20;7;7
1051;77;15;4;28;17;10;3;0
1052;253;47;16;51;52;42;21;24
1053;30415;7901;1828;7664;5096;2959;2717;2250
1054;950;122;40;235;202;139;98;115
1056;254;60;6;74;46;41;13;14
1057;358;90;10;109;72;48;23;7
1058;596;124;38;191;115;63;38;27
1060;397;72;24;118;67;56;39;21
1061;846;164;40;268;145;112;68;49
1062;648;92;28;128;145;93;75;86
1063;398;97;32;114;70;33;32;19
1064;753;170;51;305;124;60;34;9
1065;1322;170;50;380;261;196;146;120
1066;56;10;7;21;7;0;8;4
1067;193;19;10;79;26;29;16;15
1068;581;146;23;176;114;59;34;29
1069;1113;148;43;379;226;148;90;78
1071;3359;343;134;806;584;366;448;678
1072;2328;389;138;591;378;359;225;248
1073;789;123;35;240;158;88;72;72
1074;1755;412;105;533;346;178;99;82
1075;944;191;41;331;158;116;70;38
1076;112;38;8;32;18;7;2;7
1077;147;19;6;54;33;17;12;5
1078;1059;172;44;274;179;100;109;182
1079;626;152;28;207;74;79;51;35
1080;490;112;24;157;76;62;40;19
1081;559;100;28;148;126;77;58;23
1082;392;65;15;130;64;43;43;32
1083;653;131;38;200;118;84;51;31
1084;592;134;28;186;94;71;47;30
1085;281;46;13;76;66;42;26;12
1087;207;34;13;63;26;36;21;14
1088;679;77;49;185;116;113;72;67
1089;1479;228;84;463;293;223;110;79
1090;251;35;11;84;49;32;21;19
1092;1141;180;49;334;230;166;108;74
1093;3726;1167;187;986;588;375;241;182
1094;567;127;47;175;108;58;37;17
1095;568;111;24;181;105;64;47;36
1096;730;149;35;242;131;103;49;22
1098;817;189;50;263;153;79;55;29
1099;1125;216;45;335;212;144;87;87
1100;113;26;6;37;24;13;4;3
1101;116;21;6;35;16;19;12;7
1102;679;159;23;234;125;77;44;16
1103;1259;147;38;291;180;153;186;265
1104;347;65;13;103;70;48;29;19
1105;1190;146;35;300;226;209;135;139
1106;130;24;7;51;19;15;9;4
1107;106;23;5;31;15;10;13;8
1108;922;277;48;262;140;94;62;39
1109;1540;224;60;451;289;172;158;186
1110;110;26;6;34;17;9;10;8
1111;92;12;5;27;25;11;7;5
1112;287;59;21;89;43;39;23;14
1113;596;114;22;179;122;78;44;36
1114;484;119;21;125;85;55;48;31
1115;954;168;43;300;215;139;60;29
1116;381;70;20;124;84;42;26;14
1117;100;12;6;34;13;15;13;8
1118;943;283;26;299;150;88;55;42
1121;86;11;4;35;18;12;2;5
1123;836;192;33;263;148;88;74;39
1124;512;127;29;168;92;56;27;12
1125;459;82;20;157;87;57;33;21
1127;382;65;20;129;57;58;36;18
1128;224;60;10;72;43;19;14;6
1129;208;56;18;64;26;18;11;13
1130;1575;294;63;527;315;204;104;68
1133;306;68;15;104;58;25;21;14
1134;1300;280;74;424;213;156;92;61
1135;1477;137;39;333;243;170;202;353
1136;625;109;28;200;118;98;50;22
1138;2226;739;98;710;318;175;109;76
1139;337;104;15;98;61;37;18;4
1140;581;133;22;165;113;79;53;16
1141;336;70;24;113;56;31;28;14
1142;3278;591;192;932;609;394;290;270
1143;6904;889;295;1164;1129;657;892;1878
1145;856;207;46;248;162;97;48;48
1146;289;57;10;92;51;40;20;19
1147;372;101;21;127;64;27;21;11
1148;1405;340;84;447;229;167;84;54
1149;774;96;42;221;143;112;89;71
1150;163;15;10;35;28;36;24;13
1151;871;218;48;269;151;102;45;37
1152;560;93;26;151;123;84;62;21
1153;1413;109;41;245;218;163;208;429
1155;109;24;7;33;18;20;6;0
1156;574;85;23;212;108;60;55;32
1157;1592;291;97;449;269;196;162;127
1158;713;106;28;204;123;76;76;101
1159;2513;561;143;776;430;321;143;140
1160;6995;1070;251;943;1073;572;1044;2042
1162;48;4;0;21;6;9;3;4
1163;1557;444;54;518;259;153;87;41
1165;1084;191;54;325;209;176;78;51
1166;1729;325;70;514;325;240;144;111
1167;491;98;29;161;87;56;35;24
1169;437;70;28;125;88;70;32;25
1170;714;156;31;229;135;94;44;25
1171;651;165;35;183;112;88;37;32
1173;9617;1367;405;2134;1718;1226;1270;1496
1174;131;18;7;38;30;17;11;9
1175;631;125;24;231;121;73;29;27
1177;134;24;3;35;24;20;18;10
1179;1429;368;80;451;236;145;87;62
1180;598;71;25;104;101;69;83;146
1181;904;180;48;276;175;127;58;40
1183;1028;204;65;334;189;118;78;40
1184;569;117;26;191;103;61;47;23
1185;3779;825;363;1050;656;403;307;175
1187;552;88;23;176;100;64;56;45
1188;460;125;18;130;75;57;39;15
1189;833;119;34;286;166;105;66;57
1190;71;23;7;18;9;6;3;5
1191;125;33;4;39;24;18;4;3
1192;1624;389;93;500;276;194;100;72
1193;188;32;10;64;32;21;17;14
1194;4692;1300;279;1256;807;493;326;231
1195;1267;195;64;345;242;207;124;91
1196;800;184;20;274;140;107;54;22
1197;269;24;13;74;54;45;28;31
1198;194;32;7;42;32;40;23;16
1199;1602;357;63;444;288;207;143;100
1200;150;31;11;46;21;26;10;5
1202;5374;1304;335;1648;923;569;328;266
1203;892;191;47;300;156;97;58;43
1204;515;64;26;156;102;89;43;35
1206;205;51;12;56;28;25;23;10
1207;227;37;14;51;51;33;19;22
1208;101;28;5;34;16;5;12;2
1209;514;94;22;148;104;62;48;35
1210;180;31;11;54;38;19;18;11
1211;1033;177;45;313;195;161;101;41
1212;539;159;27;195;89;41;23;6
1213;928;150;46;333;162;126;65;45
1214;117;13;4;36;18;20;18;10
1215;101;19;7;35;20;9;8;4
1216;696;158;51;210;105;67;63;41
1219;135;19;8;49;24;10;15;9
1224;2146;476;110;653;415;267;111;114
1225;289;51;18;72;51;44;34;20
1227;467;106;25;137;77;56;43;22
1228;479;108;15;136;89;62;37;33
1229;882;162;38;320;156;109;66;32
1230;232;51;11;83;48;28;9;2
1231;1494;318;90;480;266;200;94;45
1232;1692;426;86;508;301;212;96;64
1233;99;20;7;28;14;13;7;10
1234;141;20;11;54;22;15;7;11
1235;782;173;35;246;143;100;42;43
1236;713;129;29;221;137;93;70;33
1237;1155;248;56;356;230;151;63;51
1238;1823;280;82;510;293;304;184;170
1239;471;92;94;89;89;55;37;14
1240;478;103;14;167;82;60;35;17
1241;1018;186;55;265;185;136;113;79
1242;92;9;4;24;18;14;13;11
1243;885;140;45;224;155;161;87;73
1244;5557;1248;303;1408;924;699;426;548
1245;665;97;27;172;135;113;68;53
1246;1593;401;89;507;257;174;102;62
1247;262;27;1;68;66;43;24;33
1248;1494;192;62;447;273;220;150;150
1249;7094;1697;361;1685;1085;846;650;771
1250;1293;191;66;364;235;198;129;109
1252;560;105;34;151;95;79;54;42
1254;1445;163;58;388;262;268;161;145
1255;443;62;27;159;93;58;28;17
1257;264;36;13;89;56;42;13;15
1258;858;131;41;282;177;109;78;40
1259;486;79;22;146;96;91;30;21
1260;214;28;12;59;39;29;25;22
1261;474;61;15;120;98;77;59;43
1262;5085;1226;259;1236;916;623;422;403
1263;2760;590;150;788;454;373;235;170
1264;751;131;35;224;144;117;66;35
1265;2515;923;136;690;365;191;114;96
1266;1960;531;106;622;349;175;116;60
1267;744;159;43;236;134;100;48;24
1268;185;32;5;81;17;25;11;14
1269;2475;807;195;532;411;248;125;157
1272;1140;279;57;352;197;129;65;61
1273;1270;262;59;408;250;133;91;67
1274;447;152;24;140;66;28;20;17
1275;1832;200;102;439;306;259;212;314
1276;1137;226;48;309;203;169;104;78
1277;93;11;3;37;13;14;11;4
1279;73;12;5;21;13;12;8;2
1280;106;22;11;29;19;13;10;2
1281;3007;365;132;491;492;311;411;804
1282;202;53;12;40;31;34;23;7
1283;15964;6692;977;3594;2230;1179;661;631
1284;496;152;24;168;82;36;23;11
1285;857;114;22;222;147;151;100;101
1286;726;91;34;171;149;110;103;68
1288;1840;236;61;498;360;199;203;282
1289;4835;1059;327;1322;793;578;436;319
1290;916;189;131;187;200;95;93;22
1291;634;140;26;205;109;93;38;23
1293;111;14;4;34;25;10;13;11
1294;605;137;27;199;97;57;52;35
1295;428;49;24;149;71;74;35;27
1296;295;79;15;102;48;28;17;5
1297;573;76;22;182;100;69;59;66
1298;98;14;2;32;16;13;12;9
1299;385;61;12;114;76;55;34;33
1301;1880;367;86;594;346;242;154;91
1302;124;22;8;40;26;9;7;12
1303;1231;283;67;380;205;141;72;83
1304;2147;597;120;626;340;205;130;130
1305;1839;633;97;521;272;148;116;51
1306;1260;380;84;368;212;119;66;31
1307;649;187;35;201;92;62;38;35
1308;579;77;13;161;96;77;65;89
1309;64;10;1;26;12;7;3;5
1310;208;47;42;62;30;13;8;5
1311;36;2;1;13;5;7;4;3
1313;5488;540;171;861;854;633;840;1590
1314;1239;205;57;392;256;173;84;72
1317;227;30;8;81;53;26;18;12
1318;502;64;14;142;97;81;53;50
1319;342;80;14;99;64;43;28;14
1320;2721;659;131;846;450;344;170;122
1321;636;79;32;154;111;105;83;72
1322;3380;619;157;756;580;472;368;427
1323;735;216;37;223;121;74;45;18
1325;716;107;51;205;139;99;65;51
1328;441;143;14;109;76;54;27;18
1329;131;39;7;48;22;8;4;3
1330;142;32;8;37;28;12;20;5
1331;129;29;7;38;27;10;13;4
1332;549;112;26;169;100;72;40;31
1333;2432;444;127;655;452;356;202;196
1334;437;90;12;137;71;61;38;28
1335;255;38;8;81;47;45;24;14
1336;833;196;32;254;165;104;61;21
1337;931;223;43;304;164;117;52;28
1338;866;178;57;281;155;92;72;31
1339;1085;160;44;254;169;166;132;160
1342;393;42;18;119;73;57;45;39
1343;1257;269;52;409;223;165;88;51
1344;4335;734;248;1196;800;540;447;371
1345;1691;372;114;603;290;191;69;51
1346;616;143;30;210;107;63;36;27
1347;1403;224;67;364;224;208;160;154
1348;2125;540;128;641;373;222;126;95
1349;349;44;19;107;56;60;26;37
1350;1843;383;69;615;362;210;132;72
1351;1070;238;63;324;193;117;83;52
1352;412;115;20;126;74;39;20;18
1353;1158;168;53;289;194;223;113;117
1354;8583;1137;354;1561;1389;891;1053;2197
1355;347;81;14;108;61;49;23;11
1356;149;28;6;32;32;30;13;9
1357;365;132;15;123;47;32;6;9
1358;329;77;18;91;65;29;25;23
1359;182;44;25;39;46;11;6;10
1360;1275;177;34;326;217;170;137;214
1361;1064;95;49;279;189;199;134;119
1362;535;85;25;152;88;89;51;45
1363;1310;249;52;410;242;182;93;82
1364;565;146;24;190;95;71;27;12
1365;827;207;38;280;137;82;47;36
1366;694;109;37;234;124;99;57;34
1367;541;160;26;166;92;60;27;10
1368;566;114;29;173;113;81;35;21
1369;706;130;35;189;139;109;60;44
1370;1394;318;87;442;206;167;94;80
1371;892;136;39;289;157;131;77;63
1372;304;84;15;84;47;33;26;15
1373;795;223;40;272;112;79;34;35
1374;1334;206;73;367;263;200;138;86
1375;575;107;25;185;96;96;37;29
1376;2843;773;121;726;494;294;207;228
1378;1852;265;92;552;349;276;159;159
1379;535;103;34;185;103;68;28;13
1380;500;164;34;147;74;33;25;24
1381;625;118;32;218;109;78;42;28
1382;203;36;9;57;36;33;12;20
1383;1083;276;62;340;177;113;67;48
1384;1691;480;106;568;255;132;101;50
1385;738;114;134;146;170;90;67;17
1386;830;163;41;243;131;115;71;67
1387;167;27;3;57;42;23;7;8
1388;872;330;40;269;111;73;33;16
1389;1341;328;50;391;250;142;104;76
1390;936;197;41;262;204;120;65;47
1391;224;43;17;89;40;13;14;8
1392;482;69;22;171;80;73;49;17
1393;363;52;9;125;70;38;44;24
1396;728;261;36;236;104;50;26;15
1397;755;69;34;167;143;86;99;157
1398;941;168;51;302;164;133;64;59
1399;1461;149;62;318;246;138;230;318
1400;107;25;6;38;15;10;7;6
1401;1389;146;40;291;232;163;182;336
1402;515;117;26;188;68;71;28;16
1403;926;271;45;325;129;88;34;33
1404;107;25;9;31;18;11;8;5
1405;889;180;42;282;184;104;59;38
1406;140;50;6;33;25;8;9;8
1407;746;145;43;204;147;86;62;60
1408;493;89;28;165;92;70;33;16
1410;235;30;8;73;40;44;20;21
1411;202;56;10;56;43;23;6;7
1412;420;93;16;125;79;49;37;21
1415;348;115;16;104;47;34;19;12
1416;801;231;54;286;108;63;32;26
1418;772;105;26;213;139;105;69;115
1419;4271;416;175;869;704;430;586;1092
1420;1336;508;102;353;192;80;55;46
1421;538;99;29;207;104;59;25;16
1422;1017;159;45;326;167;161;94;64
1423;744;90;32;212;134;118;83;75
1424;1221;142;60;306;242;189;124;158
1425;217;42;10;74;37;23;19;12
1426;1896;384;80;573;341;267;138;113
1427;4863;1083;224;1070;808;701;481;497
1428;86;10;5;27;23;10;7;3
1429;484;89;26;154;98;65;36;17
1430;444;83;28;148;82;54;23;26
1431;903;133;43;297;168;123;77;61
1432;218;44;9;65;45;28;20;9
1433;224;85;10;70;33;15;3;6
1434;308;38;10;80;65;50;34;31
1435;1491;171;56;362;294;164;177;266
1436;367;61;14;73;55;53;49;62
1437;175;53;8;62;28;16;5;3
1439;74;22;2;23;13;8;5;1
1441;504;100;20;170;103;65;28;18
1443;3667;833;195;1046;601;468;278;246
1444;882;139;51;328;153;111;58;42
1445;462;78;22;145;97;65;37;17
1446;1056;179;61;307;208;137;101;63
1447;987;232;53;344;167;95;57;38
1448;289;29;17;97;65;43;24;14
1449;534;70;97;113;146;64;34;11
1450;2547;491;576;414;595;225;212;34
1451;4677;924;244;1430;822;646;361;250
1452;811;199;65;224;162;63;53;44
1453;579;150;35;157;109;64;36;27
1454;776;151;29;240;154;87;69;45
1456;56;11;3;14;11;8;3;7
1457;2167;619;106;673;378;197;130;64
2001;366;108;15;136;55;22;19;11
2002;428;107;23;137;78;43;25;15
2003;738;175;26;235;115;87;69;30
2004;140;59;5;40;18;9;4;6
2005;275;52;21;78;57;35;15;17
2006;201;39;17;75;37;18;13;4
2007;102;25;7;26;12;24;3;5
2008;194;47;10;47;35;24;22;8
2009;378;79;22;119;79;39;27;12
2010;121;28;13;48;8;13;9;2
2011;851;210;47;258;144;97;50;44
2012;54;11;1;17;4;8;5;9
2013;294;66;17;91;44;30;33;13
2014;543;121;38;165;103;59;39;17
2015;59;8;3;25;5;8;7;4
2016;157;33;7;56;30;20;7;4
2017;217;42;5;78;39;27;11;14
2018;1874;494;137;544;287;233;114;65
2019;279;82;15;92;47;19;14;10
2020;330;100;27;95;41;35;16;16
2021;66;16;9;22;4;10;4;2
2022;296;82;15;91;44;35;16;13
2023;79;11;6;26;18;7;8;2
2024;39;14;3;8;5;5;3;1
2025;267;59;19;85;39;30;22;13
2027;181;53;15;64;23;13;8;4
2028;1942;457;125;574;370;212;139;66
2029;275;59;17;77;45;31;26;19
2030;205;69;15;48;43;21;7;2
2031;498;186;34;142;74;26;19;18
2032;183;69;13;52;29;14;5;1
2033;85;19;9;21;19;7;4;6
2034;83;22;6;20;16;9;1;9
2035;187;47;13;69;23;24;9;3
2036;65;19;2;22;13;7;1;1
2037;1028;212;72;339;208;99;55;43
2038;44;24;1;15;5;0;0;0
2039;126;46;8;35;18;12;5;2
2040;125;37;10;24;28;7;10;9
2041;610;159;36;185;111;78;28;13
2042;299;100;16;79;51;27;14;12
2043;52;17;2;20;4;6;2;0
2044;21;8;3;6;3;0;0;1
2046;417;82;28;133;89;48;29;9
2047;91;33;5;25;19;2;5;2
2048;99;21;5;21;27;14;8;3
2049;556;112;29;191;74;81;50;18
2050;231;76;9;80;29;22;13;3
2051;298;90;16;78;58;24;17;16
2052;103;20;6;30;25;13;8;1
2053;439;108;30;107;92;47;31;24
2054;325;76;23;92;52;38;24;20
2055;80;23;5;23;18;6;2;3
2056;121;21;7;55;15;13;5;5
2057;1066;433;87;283;112;85;37;29
2058;576;167;30;179;94;62;25;19
2059;1999;730;109;700;277;103;55;25
2060;213;64;14;61;35;18;15;6
2061;175;45;13;63;26;19;5;4
2062;97;23;2;35;12;11;10;4
2063;276;56;31;81;47;29;25;6
2064;2996;1084;158;881;458;205;135;75
2065;430;125;30;143;70;37;18;8
2066;153;27;15;44;29;24;11;3
2067;163;51;12;50;27;10;7;4
2068;75;18;7;11;16;7;6;11
2069;81;31;7;26;10;1;3;2
2070;318;93;28;78;50;38;18;12
2071;473;122;23;139;90;52;29;17
2072;144;33;9;38;36;20;6;4
2073;489;132;22;164;81;49;29;12
2074;432;87;16;142;87;57;40;4
2075;151;25;8;54;12;30;11;10
2076;109;18;4;34;21;22;9;1
2077;283;72;9;93;45;31;25;8
2078;109;30;7;38;20;12;2;1
2079;121;39;11;36;18;6;8;3
2080;283;53;7;64;62;37;39;21
2081;320;77;26;96;50;38;21;12
2082;82;26;8;17;16;5;9;1
2083;547;136;22;182;94;52;42;19
2084;186;34;14;49;38;27;17;7
2085;691;125;46;212;139;97;53;19
2086;785;185;43;271;148;72;49;18
2087;23;4;1;8;4;4;2;1
2088;65;15;3;19;9;8;9;1
2089;893;265;40;275;136;81;56;40
2090;150;48;10;36;27;13;5;12
2091;79;19;4;21;12;11;4;7
2093;925;292;53;276;154;79;38;33
2094;321;58;22;97;64;43;22;16
2095;4105;1775;369;1145;523;140;89;65
2096;148;35;12;41;25;21;11;4
2097;194;50;22;58;37;16;5;7
2098;279;64;17;99;47;22;19;11
2099;171;27;16;54;33;19;13;9
2100;96;23;8;19;14;17;10;6
2101;138;45;5;35;27;14;8;4
2102;127;38;10;26;18;21;8;5
2103;983;328;85;302;150;59;39;20
2104;79;14;7;25;15;5;5;7
2105;142;44;14;39;23;11;4;6
2106;607;228;23;171;93;58;21;13
2107;72;28;5;15;12;6;5;1
2108;112;14;7;25;27;10;19;10
2109;371;88;34;115;71;38;17;9
2110;1680;562;90;496;267;138;81;46
2111;505;98;30;153;75;107;32;10
2112;418;110;22;148;55;44;24;15
2114;1212;393;61;351;174;123;60;50
2115;154;51;11;56;17;12;5;1
2116;110;40;10;30;13;7;6;3
2117;53;13;7;15;6;7;1;3
2118;90;35;1;37;8;4;2;2
2119;254;85;10;75;45;19;14;7
2120;144;45;3;48;23;15;7;4
2121;190;58;22;67;25;9;6;3
2122;41;10;2;13;8;5;1;2
2123;234;63;8;79;38;21;14;11
2124;504;147;37;138;80;39;39;24
2125;135;26;13;46;25;13;9;3
2126;351;143;31;81;50;15;20;11
2127;146;39;8;60;24;7;4;4
2128;1161;252;71;333;201;118;104;81
2129;15;2;0;1;2;3;3;4
2130;147;37;8;44;23;14;14;7
2131;1442;285;82;438;270;187;116;64
2132;141;21;7;38;28;20;19;9
2133;306;72;24;109;51;24;14;11
2134;655;178;49;213;97;60;35;21
2135;891;379;74;242;96;59;30;11
2136;96;37;8;17;17;8;3;7
2137;99;11;12;35;19;12;6;3
2138;141;28;5;42;28;19;13;6
2139;331;75;18;115;51;35;25;11
2140;326;68;15;119;65;31;18;10
2141;1393;559;140;357;173;101;40;23
2142;168;40;11;48;23;21;17;8
2143;140;32;16;44;27;11;7;3
2144;101;13;2;24;17;16;20;8
2145;411;88;22;142;65;54;27;13
2146;67;16;7;13;14;6;7;6
2148;192;66;7;60;28;15;11;5
2149;46;9;1;11;13;6;1;4
2150;49;10;3;22;5;4;5;1
2151;89;11;3;35;15;6;12;7
2152;68;21;1;19;14;5;2;6
2153;570;93;35;155;106;82;75;23
2154;258;56;22;67;40;27;27;20
2155;138;32;3;40;31;14;9;9
2156;178;48;14;52;19;24;9;12
2157;650;165;52;204;117;61;36;14
2158;196;37;12;66;24;21;25;10
2159;216;73;19;64;38;11;7;4
2160;391;175;19;97;57;25;10;8
2162;179;35;5;71;33;23;9;4
2163;1897;573;105;570;329;159;97;64
2164;238;77;14;76;35;27;6;2
2165;1233;345;61;419;189;106;84;29
2166;272;48;16;79;71;30;20;8
2167;628;138;34;216;117;68;38;18
2168;11188;3797;754;2809;1696;846;676;609
2169;63;18;6;17;9;8;3;2
2170;100;25;4;27;16;17;8;4
2171;64;14;3;22;11;10;5;0
2172;182;54;6;49;35;22;11;6
2173;8748;2957;460;2465;1425;595;531;316
2174;593;156;40;159;112;67;40;19
2175;112;24;4;48;14;11;6;5
2176;140;27;8;48;32;16;6;4
2177;103;17;3;27;25;18;8;5
2178;77;15;5;23;12;6;8;8
2179;288;67;19;102;48;23;13;16
2180;500;137;33;150;83;50;34;13
2181;62;29;5;15;6;4;3;0
2182;98;35;5;29;17;11;1;0
2183;139;22;7;42;26;15;17;9
2184;278;110;17;62;39;33;10;7
2185;287;56;16;97;59;35;16;8
2186;1087;345;47;307;169;85;73;60
2187;836;150;54;259;157;82;107;26
2188;119;32;8;44;20;8;3;5
2189;276;98;20;95;44;15;2;2
2190;404;86;17;145;82;30;29;16
2191;386;97;22;110;74;39;31;14
2192;265;55;17;86;47;32;20;9
2193;50;18;3;19;6;3;1;0
2194;160;65;11;35;26;8;7;8
2195;655;128;27;219;117;86;46;31
2196;239;59;14;69;35;31;23;9
2197;393;78;25;114;92;46;30;8
2198;172;45;7;60;31;14;11;4
2199;456;123;24;149;82;41;29;8
2200;95;19;8;32;16;9;7;5
2201;358;148;19;84;49;27;19;12
2203;953;341;50;262;154;68;51;28
2204;58;22;2;12;11;7;2;2
2205;164;39;6;49;34;18;13;4
2206;55;19;3;21;3;6;3;0
2207;151;33;7;33;27;26;18;7
2208;202;50;13;61;33;27;12;7
2209;509;152;33;165;83;36;22;16
2210;265;60;10;99;46;33;16;1
2211;213;68;13;53;39;23;9;7
2212;534;151;36;178;95;42;24;7
2213;249;65;21;77;49;18;8;11
2214;43;13;1;11;10;5;3;0
2215;583;157;40;147;118;60;35;26
2216;240;55;16;80;47;16;16;10
2217;778;219;48;187;143;86;54;40
2218;448;110;27;144;77;54;21;16
2219;130;38;7;35;25;13;8;4
2220;305;44;29;100;58;37;19;18
2221;110;31;4;35;22;7;7;3
2222;24;7;3;8;1;2;1;1
2223;225;56;12;72;44;27;9;6
2224;242;81;15;72;29;24;13;8
2225;65;18;4;20;9;4;5;6
2226;1380;444;74;431;209;124;72;26
2227;105;25;2;34;22;13;7;1
2228;245;76;10;77;35;19;20;7
2229;52;7;7;13;12;6;5;2
2230;142;30;5;33;18;25;19;12
2231;636;129;44;207;127;63;47;19
2232;294;164;10;62;29;10;11;8
2233;106;26;9;28;26;7;9;1
2234;66;15;7;15;10;7;6;4
2235;90;25;4;31;16;10;1;2
2236;252;68;17;80;48;15;18;6
2237;1136;413;91;293;178;90;43;28
2238;1314;365;49;398;256;112;80;54
2239;826;181;45;269;153;100;50;28
2240;175;55;14;49;28;19;10;1
2241;83;19;10;18;17;10;6;3
2242;483;112;30;162;83;43;35;18
2243;2201;652;126;730;331;181;115;66
2244;40;6;3;16;10;4;1;1
2245;1163;304;51;391;179;110;81;47
2246;454;114;28;151;77;55;20;9
2248;112;35;11;32;17;11;5;0
2249;70;21;2;16;7;11;6;7
2250;52;12;3;11;12;6;3;5
2251;23;8;3;3;2;4;2;0
2252;56;15;5;23;4;3;5;1
2253;260;55;9;70;51;32;25;19
2254;91;13;1;28;25;15;4;6
2255;100;24;7;32;21;12;3;1
2256;92;26;6;25;15;13;5;2
2257;326;71;9;91;59;48;28;19
2258;289;58;31;88;69;22;12;9
2259;307;60;33;81;67;36;20;8
2260;466;133;27;162;85;40;12;7
2261;289;40;21;100;63;33;19;13
2262;163;33;9;56;25;21;14;4
2263;83;27;1;30;8;6;7;4
2264;569;187;41;173;91;44;18;14
2265;83;45;3;18;7;5;2;2
2266;41;10;5;6;12;4;3;1
2267;202;38;13;61;44;26;7;14
2268;472;97;26;146;97;64;28;14
2269;110;20;9;30;19;14;10;8
2270;114;35;7;26;25;12;3;7
2271;93;25;6;23;12;13;7;7
2272;54;10;3;12;11;8;6;3
2273;164;62;9;36;25;17;9;5
2274;150;38;14;38;30;11;11;8
2275;238;117;13;56;37;7;7;1
2276;92;23;7;23;15;10;10;4
2277;232;75;14;82;32;13;11;4
2278;28;5;5;5;5;4;4;1
2279;407;104;29;116;60;51;23;23
2280;287;53;23;93;56;30;17;15
2281;194;40;11;66;36;20;12;8
2282;303;69;20;101;66;27;16;4
2283;210;68;13;56;41;19;8;5
2284;78;26;7;20;9;7;3;6
2286;642;244;57;194;79;42;17;9
2287;807;174;45;253;136;113;51;35
2288;262;85;18;75;44;20;15;5
2289;318;61;19;105;59;40;21;13
2290;2095;504;132;624;393;187;163;93
2291;305;82;17;113;46;26;13;8
2292;969;308;48;297;142;98;56;21
2293;401;130;15;115;67;44;23;7
2294;169;41;9;52;31;13;17;6
2295;650;226;56;187;102;48;17;14
2296;935;266;48;260;163;98;46;53
2297;89;26;2;39;11;3;7;1
2298;1152;428;102;342;167;71;32;9
2299;418;130;24;129;77;40;8;10
2302;225;47;13;73;40;30;7;16
2303;488;69;24;87;100;64;66;78
2304;2074;706;122;644;308;145;84;65
2305;2326;868;169;763;269;143;65;49
2306;410;147;15;128;52;36;21;12
2307;1566;462;83;488;237;119;102;75
2308;374;127;24;107;52;30;20;14
2309;460;96;26;145;92;50;31;19
2310;205;65;13;68;25;20;6;8
2311;98;17;4;27;15;16;11;8
2312;780;242;60;192;125;99;41;21
2313;350;102;24;122;58;22;14;7
2315;1222;389;91;347;182;104;74;35
2316;114;24;16;31;17;14;5;6
2317;168;46;21;44;14;19;17;9
2318;1042;327;73;308;174;76;53;31
2319;348;133;23;79;54;29;21;9
2320;199;27;13;62;34;41;16;5
2321;646;166;58;161;118;69;43;31
2322;290;73;19;85;39;33;26;15
2323;88;23;6;22;12;17;4;4
2324;192;52;5;54;35;26;12;8
2326;383;86;24;111;63;47;34;17
2327;117;40;14;26;16;11;6;4
2328;405;59;30;126;74;59;33;25
2329;299;75;17;68;44;36;43;16
2330;362;68;22;84;66;51;44;28
2331;95;35;7;27;17;7;2;0
2332;192;53;11;67;23;17;10;11
2333;113;35;5;32;20;12;7;1
2334;2195;757;154;665;334;168;78;40
2335;142;36;8;49;18;16;9;6
2336;704;142;39;208;143;89;61;21
2337;138;39;10;38;25;14;7;6
2338;191;51;11;49;34;26;11;8
2339;486;112;37;165;93;34;31;13
2340;3959;1378;268;1206;558;306;157;87
2341;213;52;21;80;30;19;9;1
2342;109;23;5;30;30;15;4;1
