CodeCommune;NomCommune;Année;NombreCrimes;Population
24551;Thiviers;2017;8673.0;2877.0
24551;Thiviers;2022;11460.0;2889.0
24552;Thonac;2017;2304.0;252.0
24552;Thonac;2022;2358.0;268.0
24553;Tocane-Saint-Apre;2017;8325.0;1691.0
24553;Tocane-Saint-Apre;2022;8725.0;1757.0
24554;La Tour-Blanche-Cercles;2017;4840.0;595.0
24554;La Tour-Blanche-Cercles;2022;2775.0;549.0
24555;Tourtoirac;2017;2568.0;644.0
24555;Tourtoirac;2022;2544.0;638.0
24557;Trélissac;2017;53032.0;6658.0
24557;Trélissac;2022;79948.0;7319.0
24558;Trémolat;2017;4501.0;652.0
24558;Trémolat;2022;3130.0;629.0
24559;Tursac;2017;2082.0;339.0
24559;Tursac;2022;1992.0;339.0
24560;Urval;2017;1232.0;114.0
24560;Urval;2022;1243.0;115.0
24562;Vallereuil;2017;2376.0;288.0
24562;Vallereuil;2022;2128.0;261.0
24563;Valojoulx;2017;2680.0;271.0
24563;Valojoulx;2022;3408.0;286.0
24564;Vanxains;2017;2816.0;700.0
24564;Vanxains;2022;2067.0;692.0
24565;Varaignes;2017;3344.0;403.0
24565;Varaignes;2022;2534.0;357.0
24566;Varennes;2017;3248.0;467.0
24566;Varennes;2022;3234.0;460.0
24567;Vaunac;2017;3113.0;273.0
24567;Vaunac;2022;2450.0;240.0
24568;Vélines;2017;4524.0;1102.0
24568;Vélines;2022;3156.0;1058.0
24569;Vendoire;2017;1360.0;134.0
24569;Vendoire;2022;1320.0;135.0
24570;Verdon;2017;528.0;47.0
24570;Verdon;2022;481.0;36.0
24571;Vergt;2017;4989.0;1672.0
24571;Vergt;2022;5193.0;1750.0
24572;Vergt-de-Biron;2017;2352.0;194.0
24572;Vergt-de-Biron;2022;1134.0;188.0
24573;Verteillac;2017;3365.0;672.0
24573;Verteillac;2022;3294.0;546.0
24574;Veyrignac;2017;2338.0;335.0
24574;Veyrignac;2022;3310.0;325.0
24575;Veyrines-de-Domme;2017;2724.0;230.0
24575;Veyrines-de-Domme;2022;2574.0;235.0
24576;Veyrines-de-Vergt;2017;2385.0;256.0
24576;Veyrines-de-Vergt;2022;2706.0;247.0
24577;Vézac;2017;3100.0;587.0
24577;Vézac;2022;3066.0;512.0
24580;Villac;2017;2096.0;266.0
24580;Villac;2022;2466.0;285.0
24581;Villamblard;2017;4365.0;886.0
24581;Villamblard;2022;4445.0;870.0
24582;Villars;2017;3736.0;463.0
24582;Villars;2022;3648.0;464.0
24584;Villefranche-de-Lonchat;2017;3892.0;973.0
24584;Villefranche-de-Lonchat;2022;3832.0;956.0
24585;Villefranche-du-Périgord;2017;3520.0;693.0
24585;Villefranche-du-Périgord;2022;2664.0;671.0
24586;Villetoureix;2017;2733.0;906.0
24586;Villetoureix;2022;2706.0;893.0
24587;Vitrac;2017;4818.0;800.0
24587;Vitrac;2022;3352.0;857.0
25001;Abbans-Dessous;2017;2112.0;263.0
25001;Abbans-Dessous;2022;2952.0;247.0
25002;Abbans-Dessus;2017;2128.0;304.0
25002;Abbans-Dessus;2022;1160.0;283.0
25003;Abbenans;2017;3520.0;342.0
25003;Abbenans;2022;3200.0;321.0
25004;Abbévillers;2017;6186.0;1040.0
25004;Abbévillers;2022;5450.0;1099.0
25005;Accolans;2017;1089.0;96.0
25005;Accolans;2022;968.0;88.0
25006;Adam-lès-Passavant;2017;1183.0;89.0
25006;Adam-lès-Passavant;2022;1056.0;88.0
25007;Adam-lès-Vercel;2017;1224.0;103.0
25007;Adam-lès-Vercel;2022;840.0;103.0
25008;Aibre;2017;2385.0;473.0
25008;Aibre;2022;4176.0;449.0
25009;Aïssey;2017;1400.0;169.0
25009;Aïssey;2022;978.0;165.0
25011;Allenjoie;2017;5131.0;735.0
25011;Allenjoie;2022;2952.0;735.0
25012;Les Alliés;2017;1500.0;158.0
25012;Les Alliés;2022;2052.0;171.0
25013;Allondans;2017;1757.0;253.0
25013;Allondans;2022;1225.0;237.0
25014;Amagney;2017;4842.0;856.0
25014;Amagney;2022;5646.0;937.0
25015;Amancey;2017;4074.0;687.0
25015;Amancey;2022;5033.0;731.0
25016;Amathay-Vésigneux;2017;1141.0;163.0
25016;Amathay-Vésigneux;2022;1190.0;173.0
25017;Amondans;2017;1157.0;87.0
25017;Amondans;2022;1232.0;86.0
25018;Anteuil;2017;3330.0;652.0
25018;Anteuil;2022;3025.0;600.0
25019;Appenans;2017;1508.0;376.0
25019;Appenans;2022;3456.0;385.0
25020;Arbouans;2017;2790.0;945.0
25020;Arbouans;2022;898.0;891.0
25021;Arc-et-Senans;2017;4890.0;1624.0
25021;Arc-et-Senans;2022;4857.0;1621.0
25022;Arcey;2017;5752.0;1441.0
25022;Arcey;2022;7420.0;1491.0
25024;Arçon;2017;5034.0;841.0
25024;Arçon;2022;6552.0;955.0
25025;Arc-sous-Cicon;2017;3350.0;665.0
25025;Arc-sous-Cicon;2022;5880.0;751.0
25026;Arc-sous-Montenot;2017;1980.0;195.0
25026;Arc-sous-Montenot;2022;3150.0;228.0
25029;Aubonne;2017;1190.0;240.0
25029;Aubonne;2022;2008.0;260.0
25030;Audeux;2017;2592.0;433.0
25030;Audeux;2022;3400.0;422.0
25031;Audincourt;2017;176566.0;13387.0
25031;Audincourt;2022;181272.0;14009.0
25032;Autechaux;2017;2496.0;420.0
25032;Autechaux;2022;2574.0;431.0
25033;Autechaux-Roide;2017;2640.0;523.0
25033;Autechaux-Roide;2022;2028.0;497.0
25035;Les Auxons;2017;10256.0;2544.0
25035;Les Auxons;2022;5020.0;2522.0
25036;Avanne-Aveney;2017;4522.0;2255.0
25036;Avanne-Aveney;2022;2235.0;2237.0
25038;Avilley;2017;1162.0;163.0
25038;Avilley;2022;1727.0;153.0
25039;Avoudrey;2017;3600.0;909.0
25039;Avoudrey;2022;2823.0;954.0
25040;Badevel;2017;4962.0;817.0
25040;Badevel;2022;3204.0;808.0
25041;Bannans;2017;4081.0;369.0
25041;Bannans;2022;2944.0;378.0
25042;Le Barboux;2017;2928.0;238.0
25042;Le Barboux;2022;2250.0;238.0
25043;Bart;2017;8060.0;1980.0
25043;Bart;2022;4020.0;2015.0
25044;Bartherans;2017;676.0;55.0
25044;Bartherans;2022;767.0;60.0
25045;Battenans-les-Mines;2017;798.0;54.0
25045;Battenans-les-Mines;2022;585.0;42.0
25046;Battenans-Varin;2017;1014.0;76.0
25046;Battenans-Varin;2022;1078.0;79.0
25047;Baume-les-Dames;2017;30894.0;5063.0
25047;Baume-les-Dames;2022;24955.0;5064.0
25048;Bavans;2017;14644.0;3640.0
25048;Bavans;2022;28680.0;3566.0
25049;Belfays;2017;1820.0;138.0
25049;Belfays;2022;1215.0;131.0
25050;Le Bélieu;2017;3101.0;450.0
25050;Le Bélieu;2022;2540.0;512.0
25051;Belleherbe;2017;2428.0;625.0
25051;Belleherbe;2022;5589.0;626.0
25052;Belmont;2017;792.0;67.0
25052;Belmont;2022;770.0;75.0
25053;Belvoir;2017;1080.0;104.0
25053;Belvoir;2022;1196.0;90.0
25054;Berche;2017;3367.0;495.0
25054;Berche;2022;3246.0;543.0
25055;Berthelange;2017;2560.0;330.0
25055;Berthelange;2022;3249.0;358.0
25056;Besançon;2017;1630524.0;115934.0
25056;Besançon;2022;1668772.0;120057.0
25057;Bethoncourt;2017;34212.0;5647.0
25057;Bethoncourt;2022;31848.0;5288.0
25058;Beure;2017;5456.0;1349.0
25058;Beure;2022;2760.0;1342.0
25059;Beutal;2017;1704.0;277.0
25059;Beutal;2022;2403.0;269.0
25060;Val-d'Usiers;2017;6090.0;679.0
25060;Val-d'Usiers;2022;2114.0;2128.0
25061;Bief;2017;1320.0;114.0
25061;Bief;2022;1254.0;111.0
25062;Le Bizot;2017;3399.0;309.0
25062;Le Bizot;2022;3300.0;304.0
25063;Blamont;2017;4904.0;1221.0
25063;Blamont;2022;2448.0;1236.0
25065;Blarians;2017;767.0;57.0
25065;Blarians;2022;702.0;55.0
25066;Blussangeaux;2017;924.0;84.0
25066;Blussangeaux;2022;1066.0;78.0
25067;Blussans;2017;1755.0;194.0
25067;Blussans;2022;2090.0;188.0
25070;Bolandoz;2017;3790.0;372.0
25070;Bolandoz;2022;3740.0;379.0
25071;Bondeval;2017;2838.0;472.0
25071;Bondeval;2022;3353.0;481.0
25072;Bonnal;2017;442.0;29.0
25072;Bonnal;2022;260.0;19.0
25073;Bonnay;2017;6728.0;837.0
25073;Bonnay;2022;4980.0;828.0
25074;Bonnétage;2017;2661.0;917.0
25074;Bonnétage;2022;4965.0;1001.0
25075;Bonnevaux;2017;3032.0;385.0
25075;Bonnevaux;2022;2466.0;420.0
25077;La Bosse;2017;888.0;74.0
25077;La Bosse;2022;960.0;86.0
25078;Bouclans;2017;8632.0;1073.0
25078;Bouclans;2022;3180.0;1057.0
25079;Boujailles;2017;2532.0;428.0
25079;Boujailles;2022;3616.0;459.0
25082;Bourguignon;2017;6510.0;914.0
25082;Bourguignon;2022;2652.0;880.0
25083;Bournois;2017;1528.0;192.0
25083;Bournois;2022;1330.0;189.0
25084;Boussières;2017;4408.0;1123.0
25084;Boussières;2022;5940.0;1200.0
25085;Bouverans;2017;2880.0;364.0
25085;Bouverans;2022;2940.0;441.0
25086;Braillans;2017;1980.0;205.0
25086;Braillans;2022;1854.0;205.0
25087;Branne;2017;1548.0;175.0
25087;Branne;2022;1820.0;181.0
25088;Breconchaux;2017;1152.0;93.0
25088;Breconchaux;2022;860.0;87.0
25089;Bremondans;2017;935.0;86.0
25089;Bremondans;2022;1313.0;102.0
25090;Brères;2017;780.0;62.0
25090;Brères;2022;720.0;75.0
25091;Les Bréseux;2017;3864.0;477.0
25091;Les Bréseux;2022;3840.0;487.0
25092;La Bretenière;2017;852.0;71.0
25092;La Bretenière;2022;980.0;70.0
25093;Bretigney;2017;781.0;73.0
25093;Bretigney;2022;912.0;76.0
25094;Bretigney-Notre-Dame;2017;1443.0;110.0
25094;Bretigney-Notre-Dame;2022;1440.0;119.0
25095;Bretonvillers;2017;1932.0;276.0
25095;Bretonvillers;2022;2312.0;285.0
25096;Brey-et-Maison-du-Bois;2017;1287.0;102.0
25096;Brey-et-Maison-du-Bois;2022;1539.0;179.0
25097;Brognard;2017;962.0;481.0
25097;Brognard;2022;1428.0;477.0
25098;Buffard;2017;795.0;169.0
25098;Buffard;2022;1737.0;190.0
25099;Bugny;2017;2170.0;217.0
25099;Bugny;2022;2629.0;248.0
25100;Bulle;2017;2135.0;433.0
25100;Bulle;2022;2964.0;500.0
25101;Burgille;2017;3850.0;565.0
25101;Burgille;2022;2865.0;568.0
25102;Burnevillers;2017;598.0;45.0
25102;Burnevillers;2022;588.0;48.0
25103;Busy;2017;3140.0;630.0
25103;Busy;2022;4634.0;675.0
25104;By;2017;994.0;78.0
25104;By;2022;860.0;83.0
25105;Byans-sur-Doubs;2017;3258.0;560.0
25105;Byans-sur-Doubs;2022;3744.0;619.0
25106;Cademène;2017;1050.0;71.0
25106;Cademène;2022;670.0;66.0
25107;Cendrey;2017;1528.0;191.0
25107;Cendrey;2022;2364.0;200.0
25108;Cernay-l'Église;2017;3030.0;302.0
25108;Cernay-l'Église;2022;3150.0;318.0
25109;Cessey;2017;1685.0;333.0
25109;Cessey;2022;2576.0;321.0
25110;Chaffois;2017;3896.0;985.0
25110;Chaffois;2022;3093.0;1032.0
25111;Chalèze;2017;1870.0;370.0
25111;Chalèze;2022;3016.0;375.0
25112;Chalezeule;2017;3873.0;1292.0
25112;Chalezeule;2022;7974.0;1326.0
25113;Chamesey;2017;1876.0;136.0
25113;Chamesey;2022;1540.0;139.0
25114;Chamesol;2017;3770.0;378.0
25114;Chamesol;2022;3860.0;386.0
25115;Champagney;2017;2256.0;286.0
25115;Champagney;2022;2466.0;271.0
25116;Champlive;2017;1518.0;248.0
25116;Champlive;2022;1476.0;250.0
25117;Champoux;2017;819.0;91.0
25117;Champoux;2022;900.0;90.0
25119;Champvans-les-Moulins;2017;2784.0;340.0
25119;Champvans-les-Moulins;2022;2862.0;317.0
25120;Chantrans;2017;1995.0;405.0
25120;Chantrans;2022;3900.0;385.0
25121;Chapelle-des-Bois;2017;1771.0;253.0
25121;Chapelle-des-Bois;2022;2600.0;259.0
25122;Chapelle-d'Huin;2017;3570.0;514.0
25122;Chapelle-d'Huin;2022;3717.0;534.0
25124;Charmauvillers;2017;2000.0;250.0
25124;Charmauvillers;2022;2520.0;283.0
25125;Charmoille;2017;2656.0;330.0
25125;Charmoille;2022;3220.0;319.0
25126;Charnay;2017;3808.0;474.0
25126;Charnay;2022;4266.0;471.0
25127;Charquemont;2017;10624.0;2668.0
25127;Charquemont;2022;14175.0;2867.0
25129;Chassagne-Saint-Denis;2017;1392.0;114.0
25129;Chassagne-Saint-Denis;2022;1080.0;129.0
25130;Châteauvieux-les-Fossés;2017;169.0;13.0
25130;Châteauvieux-les-Fossés;2022;140.0;9.0
25131;Châtelblanc;2017;1500.0;120.0
25131;Châtelblanc;2022;1308.0;110.0
25132;Châtillon-Guyotte;2017;1270.0;129.0
25132;Châtillon-Guyotte;2022;1820.0;141.0
25133;Châtillon-le-Duc;2017;6141.0;2054.0
25133;Châtillon-le-Duc;2022;;2025.0
25136;Chaucenne;2017;4128.0;511.0
25136;Chaucenne;2022;3102.0;513.0
25138;Les Terres-de-Chaux;2017;1420.0;135.0
25138;Les Terres-de-Chaux;2022;1488.0;130.0
25139;La Chaux;2017;4224.0;558.0
25139;La Chaux;2022;4872.0;611.0
25141;Chaux-lès-Passavant;2017;1390.0;133.0
25141;Chaux-lès-Passavant;2022;1573.0;121.0
25142;Chaux-Neuve;2017;2496.0;318.0
25142;Chaux-Neuve;2022;1312.0;333.0
25143;Chay;2017;1278.0;213.0
25143;Chay;2022;1407.0;197.0
25145;Chazot;2017;1180.0;120.0
25145;Chazot;2022;1170.0;117.0
25147;Chemaudin et Vaux;2017;9450.0;1937.0
25147;Chemaudin et Vaux;2022;2114.0;2114.0
25148;La Chenalotte;2017;4383.0;499.0
25148;La Chenalotte;2022;4635.0;532.0
25149;Chenecey-Buillon;2017;2080.0;515.0
25149;Chenecey-Buillon;2022;2510.0;496.0
25150;Chevigney-sur-l'Ognon;2017;1710.0;292.0
25150;Chevigney-sur-l'Ognon;2022;1740.0;294.0
25151;Chevigney-lès-Vercel;2017;1270.0;128.0
25151;Chevigney-lès-Vercel;2022;1380.0;140.0
25152;La Chevillotte;2017;1001.0;147.0
25152;La Chevillotte;2022;1368.0;143.0
25153;Chevroz;2017;1430.0;131.0
25153;Chevroz;2022;1360.0;140.0
25154;Chouzelot;2017;807.0;269.0
25154;Chouzelot;2022;1032.0;253.0
25155;Cléron;2017;2205.0;309.0
25155;Cléron;2022;1770.0;292.0
25156;Pays-de-Clerval;2017;4924.0;1229.0
25156;Pays-de-Clerval;2022;4584.0;1161.0
25157;La Cluse-et-Mijoux;2017;2624.0;1307.0
25157;La Cluse-et-Mijoux;2022;5292.0;1317.0
25159;Colombier-Fontaine;2017;3900.0;1267.0
25159;Colombier-Fontaine;2022;3585.0;1215.0
25160;Les Combes;2017;8041.0;737.0
25160;Les Combes;2022;4596.0;770.0
25161;Consolation-Maisonnettes;2017;374.0;33.0
25161;Consolation-Maisonnettes;2022;325.0;24.0
25162;Corcelles-Ferrières;2017;1592.0;200.0
25162;Corcelles-Ferrières;2022;2130.0;214.0
25163;Corcelle-Mieslot;2017;1404.0;109.0
25163;Corcelle-Mieslot;2022;1000.0;94.0
25164;Corcondray;2017;1152.0;144.0
25164;Corcondray;2022;1015.0;146.0
25166;Côtebrune;2017;1078.0;80.0
25166;Côtebrune;2022;1131.0;82.0
25170;Courcelles-lès-Montbéliard;2017;1222.0;1277.0
25170;Courcelles-lès-Montbéliard;2022;2810.0;1387.0
25171;Courcelles;2017;972.0;106.0
25171;Courcelles;2022;1284.0;105.0
25172;Courchapon;2017;2255.0;218.0
25172;Courchapon;2022;2360.0;242.0
25173;Cour-Saint-Maurice;2017;1580.0;156.0
25173;Cour-Saint-Maurice;2022;2072.0;148.0
25174;Courtefontaine;2017;2480.0;246.0
25174;Courtefontaine;2022;2717.0;247.0
25175;Courtetain-et-Salans;2017;756.0;84.0
25175;Courtetain-et-Salans;2022;1183.0;91.0
25176;Courvières;2017;1575.0;315.0
25176;Courvières;2022;2889.0;319.0
25177;Crosey-le-Grand;2017;1976.0;152.0
25177;Crosey-le-Grand;2022;1584.0;148.0
25178;Crosey-le-Petit;2017;1551.0;135.0
25178;Crosey-le-Petit;2022;1464.0;121.0
25179;Le Crouzet;2017;741.0;59.0
25179;Le Crouzet;2022;854.0;56.0
25180;Crouzet-Migette;2017;1416.0;116.0
25180;Crouzet-Migette;2022;1276.0;117.0
25181;Cubrial;2017;1048.0;136.0
25181;Cubrial;2022;1639.0;148.0
25182;Cubry;2017;1131.0;88.0
25182;Cubry;2022;990.0;102.0
25183;Cusance;2017;621.0;69.0
25183;Cusance;2022;1001.0;76.0
25184;Cuse-et-Adrisans;2017;1415.0;284.0
25184;Cuse-et-Adrisans;2022;1995.0;280.0
25185;Cussey-sur-Lison;2017;825.0;65.0
25185;Cussey-sur-Lison;2022;884.0;68.0
25186;Cussey-sur-l'Ognon;2017;1029.0;1045.0
25186;Cussey-sur-l'Ognon;2022;4224.0;1049.0
25187;Dambelin;2017;2450.0;495.0
25187;Dambelin;2022;3006.0;506.0
25188;Dambenois;2017;3700.0;754.0
25188;Dambenois;2022;3690.0;727.0
25189;Dammartin-les-Templiers;2017;1442.0;197.0
25189;Dammartin-les-Templiers;2022;1950.0;207.0
25190;Dampierre-les-Bois;2017;4962.0;1635.0
25190;Dampierre-les-Bois;2022;4731.0;1565.0
25191;Dampierre-sur-le-Doubs;2017;3220.0;457.0
25191;Dampierre-sur-le-Doubs;2022;1812.0;452.0
25192;Dampjoux;2017;1760.0;172.0
25192;Dampjoux;2022;1837.0;164.0
25193;Damprichard;2017;9430.0;1903.0
25193;Damprichard;2022;9145.0;1825.0
25194;Dannemarie;2017;798.0;113.0
25194;Dannemarie;2022;826.0;120.0
25195;Dannemarie-sur-Crète;2017;4344.0;1473.0
25195;Dannemarie-sur-Crète;2022;3098.0;1503.0
25196;Dasle;2017;4269.0;1417.0
25196;Dasle;2022;4137.0;1370.0
25197;Deluz;2017;3738.0;615.0
25197;Deluz;2022;3738.0;627.0
25198;Désandans;2017;2960.0;734.0
25198;Désandans;2022;3580.0;717.0
25199;Déservillers;2017;3751.0;339.0
25199;Déservillers;2022;3390.0;336.0
25200;Devecey;2017;4332.0;1451.0
25200;Devecey;2022;3987.0;1314.0
25201;Dommartin;2017;4858.0;710.0
25201;Dommartin;2022;2367.0;819.0
25202;Dompierre-les-Tilleuls;2017;2670.0;267.0
25202;Dompierre-les-Tilleuls;2022;1794.0;291.0
25203;Domprel;2017;1914.0;180.0
25203;Domprel;2022;2136.0;173.0
25204;Doubs;2017;11872.0;3021.0
25204;Doubs;2022;13088.0;3309.0
25207;Dung;2017;2600.0;637.0
25207;Dung;2022;3065.0;621.0
25208;Durnes;2017;1947.0;177.0
25208;Durnes;2022;1719.0;198.0
25209;Échay;2017;1152.0;129.0
25209;Échay;2022;1560.0;115.0
25210;Échenans;2017;1738.0;155.0
25210;Échenans;2022;1793.0;163.0
25211;Échevannes;2017;979.0;89.0
25211;Échevannes;2022;870.0;87.0
25212;École-Valentin;2017;7626.0;2609.0
25212;École-Valentin;2022;10648.0;2620.0
25213;Les Écorces;2017;6426.0;718.0
25213;Les Écorces;2022;5292.0;766.0
25214;Écot;2017;1518.0;503.0
25214;Écot;2022;2455.0;497.0
25215;L'Écouvotte;2017;1116.0;92.0
25215;L'Écouvotte;2022;644.0;97.0
25216;Écurcey;2017;2970.0;268.0
25216;Écurcey;2022;2893.0;266.0
25217;Émagny;2017;1773.0;594.0
25217;Émagny;2022;2448.0;620.0
25218;Épenouse;2017;1628.0;151.0
25218;Épenouse;2022;1336.0;167.0
25219;Épenoy;2017;3155.0;630.0
25219;Épenoy;2022;4480.0;643.0
25220;Épeugney;2017;3564.0;586.0
25220;Épeugney;2022;4856.0;599.0
25221;Esnans;2017;858.0;68.0
25221;Esnans;2022;704.0;65.0
25222;Étalans;2017;4596.0;1550.0
25222;Étalans;2022;3236.0;1648.0
25223;Éternoz;2017;1685.0;338.0
25223;Éternoz;2022;2268.0;325.0
25224;Étouvans;2017;4932.0;825.0
25224;Étouvans;2022;4140.0;824.0
25225;Étrabonne;2017;1351.0;191.0
25225;Étrabonne;2022;2046.0;184.0
25226;Étrappe;2017;1704.0;213.0
25226;Étrappe;2022;1881.0;204.0
25227;Étray;2017;2620.0;261.0
25227;Étray;2022;3456.0;290.0
25228;Étupes;2017;14916.0;3727.0
25228;Étupes;2022;22290.0;3711.0
25229;Évillers;2017;3916.0;366.0
25229;Évillers;2022;3144.0;390.0
25230;Exincourt;2017;22610.0;3222.0
25230;Exincourt;2022;19470.0;3273.0
25231;Eysson;2017;1254.0;116.0
25231;Eysson;2022;1680.0;123.0
25232;Faimbe;2017;1320.0;107.0
25232;Faimbe;2022;980.0;100.0
25233;Fallerans;2017;1692.0;284.0
25233;Fallerans;2022;2850.0;294.0
25234;Ferrières-le-Lac;2017;2210.0;172.0
25234;Ferrières-le-Lac;2022;1183.0;168.0
25235;Ferrières-les-Bois;2017;2544.0;320.0
25235;Ferrières-les-Bois;2022;3230.0;326.0
25236;Fertans;2017;1813.0;256.0
25236;Fertans;2022;2781.0;314.0
25237;Fesches-le-Châtel;2017;6597.0;2189.0
25237;Fesches-le-Châtel;2022;4328.0;2147.0
25238;Fessevillers;2017;1272.0;158.0
25238;Fessevillers;2022;1280.0;159.0
25239;Feule;2017;1800.0;180.0
25239;Feule;2022;1850.0;189.0
25240;Les Fins;2017;9225.0;3100.0
25240;Les Fins;2022;15545.0;3062.0
25241;Flagey;2017;1590.0;161.0
25241;Flagey;2022;1781.0;132.0
25242;Flagey-Rigney;2017;1210.0;112.0
25242;Flagey-Rigney;2022;1536.0;133.0
25243;Flangebouche;2017;5418.0;779.0
25243;Flangebouche;2022;3304.0;833.0
25244;Fleurey;2017;1008.0;85.0
25244;Fleurey;2022;1020.0;85.0
25245;Fontain;2017;7734.0;1301.0
25245;Fontain;2022;4844.0;1200.0
25246;Fontaine-lès-Clerval;2017;1752.0;299.0
25246;Fontaine-lès-Clerval;2022;1584.0;259.0
25247;Fontenelle-Montby;2017;1209.0;92.0
25247;Fontenelle-Montby;2022;902.0;81.0
25248;Les Fontenelles;2017;3402.0;568.0
25248;Les Fontenelles;2022;1578.0;538.0
25249;Fontenotte;2017;744.0;62.0
25249;Fontenotte;2022;806.0;63.0
25251;Fourbanne;2017;1730.0;173.0
25251;Fourbanne;2022;1512.0;161.0
25252;Fourcatier-et-Maison-Neuve;2017;1391.0;112.0
25252;Fourcatier-et-Maison-Neuve;2022;1547.0;124.0
25253;Fourg;2017;2912.0;380.0
25253;Fourg;2022;2280.0;373.0
25254;Les Fourgs;2017;5380.0;1381.0
25254;Les Fourgs;2022;8484.0;1429.0
25255;Fournet-Blancheroche;2017;3294.0;357.0
25255;Fournet-Blancheroche;2022;2450.0;351.0
25256;Frambouhans;2017;5352.0;904.0
25256;Frambouhans;2022;5334.0;878.0
25257;Franey;2017;2750.0;272.0
25257;Franey;2022;3471.0;267.0
25258;Franois;2017;6948.0;2340.0
25258;Franois;2022;6780.0;2250.0
25259;Frasne;2017;9750.0;1936.0
25259;Frasne;2022;11646.0;1958.0
25261;Froidevaux;2017;720.0;75.0
25261;Froidevaux;2022;1120.0;80.0
25262;Fuans;2017;1968.0;483.0
25262;Fuans;2022;2802.0;472.0
25263;Gellin;2017;1687.0;242.0
25263;Gellin;2022;2630.0;264.0
25264;Gémonval;2017;924.0;85.0
25264;Gémonval;2022;1079.0;82.0
25265;Geneuille;2017;5368.0;1331.0
25265;Geneuille;2022;5128.0;1264.0
25266;Geney;2017;1080.0;119.0
25266;Geney;2022;1098.0;125.0
25267;Gennes;2017;3400.0;681.0
25267;Gennes;2022;5440.0;676.0
25268;Germéfontaine;2017;1677.0;122.0
25268;Germéfontaine;2022;1582.0;117.0
25269;Germondans;2017;826.0;60.0
25269;Germondans;2022;840.0;59.0
25270;Gevresin;2017;1298.0;118.0
25270;Gevresin;2022;1420.0;153.0
25271;Gilley;2017;4908.0;1656.0
25271;Gilley;2022;7068.0;1805.0
25273;Glamondans;2017;2354.0;217.0
25273;Glamondans;2022;2388.0;196.0
25274;Glay;2017;2046.0;340.0
25274;Glay;2022;2373.0;340.0
25275;Glère;2017;2453.0;225.0
25275;Glère;2022;1110.0;180.0
25276;Gondenans-Montby;2017;1750.0;175.0
25276;Gondenans-Montby;2022;1826.0;163.0
25277;Gondenans-les-Moulins;2017;1050.0;72.0
25277;Gondenans-les-Moulins;2022;1040.0;83.0
25278;Gonsans;2017;4004.0;567.0
25278;Gonsans;2022;3948.0;559.0
25279;Gouhelans;2017;1254.0;118.0
25279;Gouhelans;2022;1071.0;118.0
25280;Goumois;2017;1162.0;162.0
25280;Goumois;2022;1224.0;167.0
25281;Goux-lès-Dambelin;2017;1995.0;285.0
25281;Goux-lès-Dambelin;2022;2200.0;272.0
25283;Goux-sous-Landet;2017;847.0;71.0
25283;Goux-sous-Landet;2022;660.0;60.0
25284;Grand-Charmont;2017;28205.0;5699.0
25284;Grand-Charmont;2022;46856.0;5865.0
25285;Grand'Combe-Châteleu;2017;4476.0;1489.0
25285;Grand'Combe-Châteleu;2022;6024.0;1507.0
25286;Grand'Combe-des-Bois;2017;1794.0;133.0
25286;Grand'Combe-des-Bois;2022;1586.0;122.0
25287;Grandfontaine;2017;1587.0;1647.0
25287;Grandfontaine;2022;7188.0;1810.0
25288;Fournets-Luisans;2017;3420.0;699.0
25288;Fournets-Luisans;2022;5145.0;738.0
25289;Grandfontaine-sur-Creuse;2017;720.0;72.0
25289;Grandfontaine-sur-Creuse;2022;980.0;73.0
25290;La Grange;2017;1116.0;94.0
25290;La Grange;2022;960.0;97.0
25293;Granges-Narboz;2017;2388.0;1226.0
25293;Granges-Narboz;2022;9268.0;1355.0
25295;Les Grangettes;2017;2740.0;278.0
25295;Les Grangettes;2022;2790.0;323.0
25296;Les Gras;2017;6488.0;797.0
25296;Les Gras;2022;4740.0;804.0
25297;Le Gratteris;2017;2148.0;186.0
25297;Le Gratteris;2022;1932.0;163.0
25298;Grosbois;2017;2350.0;238.0
25298;Grosbois;2022;1764.0;257.0
25299;Guillon-les-Bains;2017;1248.0;109.0
25299;Guillon-les-Bains;2022;1210.0;109.0
25300;Guyans-Durnes;2017;2475.0;280.0
25300;Guyans-Durnes;2022;2790.0;317.0
25301;Guyans-Vennes;2017;5754.0;829.0
25301;Guyans-Vennes;2022;4280.0;847.0
25303;Hauterive-la-Fresse;2017;2664.0;225.0
25303;Hauterive-la-Fresse;2022;2475.0;227.0
25304;Hérimoncourt;2017;29120.0;3632.0
25304;Hérimoncourt;2022;25025.0;3530.0
25305;L'Hôpital-du-Grosbois;2017;3558.0;598.0
25305;L'Hôpital-du-Grosbois;2022;1776.0;605.0
25306;L'Hôpital-Saint-Lieffroy;2017;1130.0;114.0
25306;L'Hôpital-Saint-Lieffroy;2022;861.0;122.0
25307;Les Hôpitaux-Neufs;2017;2655.0;921.0
25307;Les Hôpitaux-Neufs;2022;5562.0;947.0
25308;Les Hôpitaux-Vieux;2017;2646.0;450.0
25308;Les Hôpitaux-Vieux;2022;1852.0;463.0
25309;Houtaud;2017;4296.0;1094.0
25309;Houtaud;2022;7068.0;1197.0
25310;Huanne-Montmartin;2017;984.0;87.0
25310;Huanne-Montmartin;2022;1122.0;105.0
25311;Hyémondans;2017;2178.0;201.0
25311;Hyémondans;2022;1712.0;203.0
