CodeCommune;NSCOL15P;DIPLMIN;BEPC;CAPBEP;BAC;SUP2;SUP34;SUP5
01001;630;97;33;186;127;86;61;40
01002;188;18;6;40;41;29;28;25
01004;10828;2278;646;2950;2038;1287;844;784
01005;1418;250;78;414;273;199;111;93
01006;100;20;8;28;16;12;11;6
01007;2056;299;91;637;407;292;181;150
01008;585;80;25;193;113;92;44;39
01009;251;35;18;82;39;31;23;21
01010;817;141;42;292;167;88;52;34
01011;276;42;13;73;54;45;28;22
01012;246;52;10;71;45;28;27;12
01013;120;17;2;42;26;15;8;9
01014;2560;803;108;686;430;271;155;107
01015;533;92;25;170;95;65;48;38
01016;335;65;21;117;57;43;25;7
01017;326;55;30;100;66;45;17;12
01019;23;3;1;11;7;1;0;0
01021;1073;158;52;288;216;161;116;81
01022;930;197;48;327;161;93;66;38
01023;57;10;3;24;6;6;3;4
01024;2417;371;104;743;458;378;228;135
01025;2947;588;130;876;555;413;233;153
01026;755;198;31;252;121;69;51;31
01027;1985;231;172;576;536;243;116;111
01028;433;81;15;154;84;44;35;21
01029;537;92;25;207;99;60;33;20
01030;620;123;36;182;132;58;45;44
01031;2630;822;120;626;453;270;207;132
01032;2277;383;154;664;456;278;177;165
01033;11927;2896;676;3340;2026;1257;858;875
01034;7077;1872;446;1812;1196;715;546;490
01035;241;38;12;61;44;32;29;26
01036;1056;127;57;274;219;145;129;104
01037;239;30;14;71;54;29;23;18
01038;569;93;20;174;116;85;45;36
01040;348;54;14;124;81;40;28;6
01041;565;97;35;178;113;65;46;31
01042;213;23;9;72;49;27;19;15
01043;3498;458;193;778;580;507;386;596
01044;454;80;32;156;74;55;33;24
01045;192;34;4;57;28;26;25;17
01046;633;90;28;198;139;92;48;38
01047;888;103;26;215;191;144;105;105
01049;2377;404;108;635;424;346;218;244
01050;258;61;9;77;63;27;12;9
01051;76;10;7;19;17;11;8;3
01052;251;35;15;62;49;40;21;30
01053;30950;7536;1998;7445;5311;3116;3013;2531
01054;1061;138;45;263;225;154;109;127
01056;257;44;10;69;50;37;25;22
01057;369;74;19;120;63;45;35;14
01058;612;106;38;183;133;68;47;37
01060;419;64;25;119;79;54;47;31
01061;856;124;41;280;182;105;75;48
01062;701;101;31;139;156;100;81;92
01063;429;87;21;123;77;50;44;27
01064;798;119;66;318;144;85;46;19
01065;1388;181;53;400;274;204;151;125
01066;69;12;9;26;9;0;10;5
01067;197;19;10;80;26;29;16;16
01068;596;161;26;175;101;68;30;35
01069;1131;157;45;388;227;149;88;77
01071;3737;314;141;754;638;467;538;885
01072;2428;406;144;618;394;375;234;258
01073;788;126;35;240;157;88;71;71
01074;1863;357;87;577;364;219;126;133
01075;1047;186;46;323;203;139;79;71
01076;111;26;10;38;15;9;7;6
01077;143;13;3;50;27;17;14;18
01078;1180;140;41;299;227;123;145;205
01079;631;153;28;208;75;80;52;36
01080;490;80;34;148;100;57;44;25
01081;560;101;28;148;126;77;57;22
01082;402;54;26;113;81;50;49;28
01083;717;100;28;232;158;94;72;34
01084;649;112;24;203;119;91;68;32
01085;292;38;14;77;67;48;25;22
01087;209;26;12;53;38;28;32;20
01088;686;81;51;188;115;113;71;66
01089;1586;245;90;497;314;238;118;84
01090;266;38;11;90;52;33;22;20
01092;1190;188;52;348;240;173;112;77
01093;3961;969;215;1006;703;445;334;288
01094;583;132;49;179;110;59;38;17
01095;629;110;37;175;120;99;49;39
01096;755;155;36;251;134;106;50;23
01098;870;200;53;280;163;84;59;31
01099;1210;198;45;335;265;157;99;112
01100;110;25;6;36;23;13;4;3
01101;118;15;1;28;23;23;17;13
01102;702;167;24;242;127;79;45;17
01103;1561;181;47;360;223;190;231;329
01104;341;50;11;90;74;48;38;30
01105;1357;166;40;342;258;239;154;158
01106;132;25;7;52;20;16;9;4
01107;103;20;1;28;16;12;18;8
01108;943;209;40;260;183;103;98;51
01109;1570;229;61;460;295;176;160;190
01110;129;30;7;40;20;10;11;9
01111;100;13;5;30;28;12;7;5
01112;335;47;19;92;65;53;32;26
01113;592;114;22;178;121;78;44;36
01114;498;85;24;107;115;76;44;47
01115;970;127;36;299;225;141;93;49
01116;380;71;20;124;84;42;26;14
01117;101;12;6;35;13;15;13;8
01118;999;206;41;322;179;108;74;71
01121;89;11;4;36;18;12;2;5
01123;851;154;35;267;136;112;88;59
01124;538;114;21;172;118;61;28;24
01125;447;81;20;154;85;55;32;20
01127;382;65;20;129;57;57;36;18
01128;224;47;15;76;42;24;15;5
01129;221;45;12;67;29;25;19;23
01130;1698;259;79;527;379;232;140;82
01133;312;56;20;100;59;31;32;14
01134;1374;265;73;414;258;168;126;69
01135;1578;146;41;356;259;182;216;378
01136;680;119;31;218;128;107;54;24
01138;2525;696;146;832;394;206;136;117
01139;346;88;14;101;79;33;20;12
01140;590;123;27;154;107;77;60;43
01141;337;41;21;96;68;41;45;24
01142;3333;541;191;855;625;467;323;331
01143;7284;709;262;1042;1192;709;1051;2318
01145;895;220;48;260;168;100;50;49
01146;310;45;16;104;66;39;26;13
01147;383;65;18;129;88;46;22;15
01148;1462;348;76;418;254;199;88;79
01149;792;81;39;220;151;122;85;93
01150;162;15;10;35;28;36;24;13
01151;867;165;40;260;182;117;51;52
01152;588;68;22;159;109;106;71;54
01153;1432;114;42;251;222;164;210;429
01155;113;16;3;33;25;25;9;2
01156;625;92;25;231;118;65;60;35
01157;1760;262;83;424;336;256;218;181
01158;743;75;30;192;148;77;94;126
01159;2585;578;147;798;442;330;147;144
01160;7774;1192;278;1048;1192;634;1160;2270
01162;45;4;0;20;6;9;3;4
01163;1543;336;56;532;288;174;109;47
01165;1106;147;57;331;238;178;90;65
01166;1810;252;78;476;353;281;193;176
01167;511;105;30;165;91;57;36;26
01169;470;76;31;135;94;74;34;25
01170;726;158;32;234;138;95;46;25
01171;638;164;35;179;109;84;36;31
01173;9580;1356;322;1929;1737;1255;1283;1699
01174;131;17;3;36;26;21;19;9
01175;604;123;24;221;115;69;27;26
01177;140;25;3;36;25;21;19;10
01179;1461;315;87;459;252;174;116;59
01180;623;39;25;84;94;58;118;205
01181;931;224;49;271;170;122;56;39
01183;1093;153;52;325;230;141;114;79
01184;557;96;34;159;113;69;50;35
01185;3790;725;168;1162;615;419;397;303
01187;509;79;20;162;93;60;53;42
01188;477;89;22;129;109;68;34;26
01189;828;119;34;285;164;104;66;57
01190;73;15;4;23;14;6;7;5
01191;122;22;2;42;27;20;4;5
01192;1655;322;89;496;298;213;125;112
01193;179;31;9;60;30;20;16;13
01194;4772;1101;264;1327;808;540;391;340
01195;1374;197;60;363;249;220;175;110
01196;890;130;39;309;182;118;63;49
01197;286;25;9;66;52;51;44;39
01198;190;32;7;41;31;39;23;16
01199;1592;360;62;443;284;204;140;99
01200;163;33;10;49;31;22;12;7
01202;5476;1136;298;1593;1007;644;443;353
01203;960;177;46;291;169;148;86;44
01204;532;66;27;161;105;92;45;36
01206;206;36;14;52;31;35;32;8
01207;233;25;7;47;56;34;34;30
01208;111;25;6;39;16;10;8;6
01209;562;102;24;162;115;68;53;39
01210;183;31;11;54;38;19;18;11
01211;1050;183;47;319;198;162;101;41
01212;522;127;21;191;105;48;21;8
01213;1003;164;50;361;174;136;70;49
01214;130;9;7;39;26;15;19;13
01215;113;15;7;35;25;14;11;6
01216;710;143;43;219;111;71;79;44
01219;131;19;8;48;23;10;15;9
01224;2351;394;118;663;504;322;170;180
01225;299;37;20;63;54;49;43;33
01227;500;76;30;168;82;62;44;39
01228;509;114;16;144;95;66;39;35
01229;904;174;40;329;157;106;65;33
01230;233;52;11;84;47;27;8;2
01231;1505;328;91;485;265;199;93;46
01232;1728;367;74;510;316;242;130;89
01233;104;14;8;30;19;7;12;14
01234;137;20;11;52;22;15;7;11
01235;823;131;44;255;181;99;55;57
01236;739;134;31;229;142;97;72;35
01237;1219;242;42;339;253;164;106;72
01238;1945;267;76;494;322;337;216;233
01239;482;57;27;133;79;76;54;56
01240;494;66;23;171;98;76;38;22
01241;1064;194;58;279;193;141;118;81
01242;97;9;4;25;19;15;13;11
01243;935;148;48;237;164;170;91;77
01244;5808;1130;364;1391;1041;767;493;624
01245;696;100;27;179;143;119;71;56
01246;1617;340;75;495;300;211;125;72
01247;226;22;6;57;54;39;21;28
01248;1645;169;62;443;287;269;183;232
01249;7279;1382;352;1632;1195;931;782;1004
01250;1317;159;60;344;256;206;149;143
01252;578;108;35;156;98;82;56;43
01254;1565;178;63;422;283;289;174;156
01255;473;65;29;169;100;62;30;18
01257;270;38;13;92;57;43;13;15
01258;881;102;47;248;185;144;95;60
01259;500;64;19;144;111;93;47;23
01260;221;21;7;60;52;31;36;14
01261;505;66;16;128;104;82;63;46
01262;5041;1221;257;1227;906;616;417;397
01263;2812;483;170;762;505;384;320;188
01264;737;131;34;220;141;114;63;34
01265;2616;840;144;695;433;237;142;126
01266;2053;560;110;656;364;180;120;62
01267;756;139;34;234;142;108;52;46
01268;178;31;5;78;17;23;11;14
01269;2475;806;194;533;411;249;125;158
01272;1165;247;62;356;218;126;84;72
01273;1311;212;60;435;258;146;109;91
01274;439;147;24;139;65;27;20;17
01275;1857;195;69;365;324;262;235;408
01276;1162;200;39;283;216;187;131;107
01277;90;11;3;36;13;14;11;4
01279;60;10;4;17;10;10;7;2
01280;108;13;7;33;24;12;13;6
01281;3216;388;140;528;528;333;440;858
01282;200;53;12;40;31;34;23;7
01283;15820;6244;994;3544;2282;1232;827;697
01284;550;120;31;205;98;49;39;7
01285;914;83;33;192;154;165;117;171
01286;746;95;35;176;152;112;105;70
01288;2004;241;84;477;373;229;269;329
01289;4867;955;263;1295;895;597;495;369
01290;1016;127;45;269;187;156;103;129
01291;649;119;23;203;135;91;49;30
01293;116;11;6;38;23;15;13;12
01294;617;108;40;162;118;82;59;48
01295;453;62;19;137;81;81;42;31
01296;297;51;7;95;81;35;19;8
01297;641;85;24;203;112;77;65;74
01298;119;17;2;39;19;16;15;11
01299;411;44;16;124;90;59;30;49
01301;1982;290;89;597;396;287;196;127
01302;141;16;6;58;26;12;14;7
01303;1297;218;55;394;243;176;104;108
01304;2116;455;124;625;411;201;154;147
01305;1797;625;94;507;264;144;113;50
01306;1270;385;85;370;212;120;67;31
01307;645;186;34;200;92;62;37;34
01308;573;78;13;160;94;77;64;87
01309;66;7;1;26;15;8;3;5
01310;202;50;13;67;28;18;16;8
01311;35;2;1;13;5;7;4;3
01313;6118;520;183;899;964;639;962;1952
01314;1270;191;59;332;284;191;122;90
01317;231;31;8;82;54;26;18;12
01318;516;67;15;147;99;83;54;51
01319;336;66;16;90;69;48;28;18
01320;2868;556;132;859;535;399;249;136
01321;636;81;32;153;111;105;82;72
01322;3631;677;173;813;620;501;391;456
01323;778;224;46;226;124;75;56;26
01325;801;113;29;223;159;120;71;86
01328;467;106;4;103;94;70;38;51
01329;128;17;2;60;26;12;6;5
01330;147;28;5;41;27;20;16;11
01331;148;23;9;39;33;18;16;10
01332;593;120;28;183;108;78;44;33
01333;2522;414;115;606;508;355;253;271
01334;476;76;6;136;93;79;48;39
01335;269;39;8;85;49;48;26;14
01336;876;165;40;259;175;125;85;28
01337;969;175;40;323;185;128;61;56
01338;921;151;59;276;197;101;87;50
01339;1144;168;47;269;179;174;139;168
01342;389;32;16;108;86;53;42;52
01343;1331;214;54;429;276;188;112;58
01344;4584;778;262;1265;845;570;472;392
01345;1675;290;117;595;326;187;93;68
01346;625;132;14;217;114;77;45;27
01347;1547;191;61;389;266;254;181;205
01348;2261;575;137;683;397;235;134;101
01349;379;41;14;109;66;54;48;48
01350;1935;314;74;636;385;248;172;107
01351;1136;198;59;328;236;144;107;63
01352;422;85;14;130;93;49;29;23
01353;1217;179;56;306;203;233;118;122
01354;9882;1152;406;1824;1632;969;1208;2691
01355;359;57;15;127;64;47;30;20
01356;139;26;6;30;30;28;12;9
01357;377;95;19;103;78;35;22;23
01358;327;55;18;100;62;33;24;34
01359;189;27;9;56;55;21;10;12
01360;1424;149;45;317;267;169;169;309
01361;1320;118;61;347;234;247;165;147
01362;580;66;21;168;107;85;62;70
01363;1362;260;54;427;252;189;97;85
01364;581;149;24;196;98;74;28;12
01365;855;184;46;247;157;120;57;45
01366;752;98;33;200;159;126;62;73
01367;534;128;30;167;102;55;35;18
01368;606;106;25;179;134;87;52;23
01369;750;121;30;200;127;123;87;61
01370;1364;312;84;434;202;163;91;78
01371;908;112;24;244;211;124;97;96
01372;318;52;13;92;64;33;30;33
01373;807;188;55;267;111;101;52;34
01374;1396;217;77;385;275;208;144;90
01375;575;108;25;186;95;95;37;29
01376;2949;633;147;677;506;331;297;356
01378;1994;289;100;595;376;295;170;170
01379;538;94;33;174;119;66;30;22
01380;460;116;28;160;79;32;26;19
01381;638;104;22;198;118;93;67;37
01382;232;27;11;66;42;47;19;20
01383;1158;293;66;363;190;122;72;52
01384;1628;466;102;545;244;126;97;48
01385;725;91;34;213;133;94;93;65
01386;835;127;46;234;151;115;84;78
01387;171;22;5;57;43;22;12;9
01388;887;267;52;278;132;80;51;27
01389;1413;327;42;404;276;157;109;98
01390;916;187;41;265;204;122;59;38
01391;237;48;10;86;42;23;17;11
01392;494;72;23;176;82;74;50;17
01393;410;47;17;115;89;58;53;32
01396;765;212;37;246;136;64;45;26
01397;749;69;34;167;142;85;98;155
01398;1009;126;41;288;211;161;95;87
01399;1671;164;65;307;304;168;241;422
01400;106;20;10;28;14;16;9;8
01401;1520;151;50;308;261;136;196;418
01402;507;117;26;184;66;69;28;16
01403;1002;247;58;340;170;95;58;32
01404;116;13;5;34;29;16;11;9
01405;915;186;43;289;189;107;61;39
01406;140;50;6;33;25;8;9;8
01407;752;146;43;206;148;87;62;60
01408;487;88;28;164;90;68;33;16
01410;224;30;8;71;37;41;19;19
01411;210;41;7;75;37;28;13;8
01412;433;60;20;120;101;67;36;30
01415;429;135;26;111;72;38;28;19
01416;787;227;54;282;106;61;32;26
01418;827;84;37;171;169;126;85;156
01419;4380;429;179;898;721;440;599;1113
01420;1327;331;118;356;310;105;70;36
01421;550;101;29;212;106;60;25;16
01422;1025;164;46;329;166;162;94;64
01423;813;92;37;170;141;132;112;130
01424;1350;160;72;302;242;222;167;184
01425;218;27;17;56;46;28;30;15
01426;1900;336;71;573;364;264;168;123
01427;4966;1092;231;1098;827;718;491;508
01428;86;10;5;27;23;10;7;3
01429;515;98;28;165;103;67;37;18
01430;482;56;19;175;102;67;28;35
01431;920;138;44;302;171;125;78;62
01432;247;48;11;73;51;31;23;10
01433;224;88;7;67;41;12;4;5
01434;344;42;11;89;73;57;39;34
01435;1473;170;56;358;290;162;174;262
01436;382;35;9;78;58;44;69;89
01437;159;48;7;56;26;15;5;3
01439;81;15;2;26;16;13;8;0
01441;513;81;23;174;102;70;36;26
01443;3843;886;205;1098;631;481;288;254
01444;902;143;52;335;156;113;59;43
01445;443;77;21;141;92;61;35;16
01446;1120;194;65;326;220;143;105;67
01447;1035;243;56;361;175;99;60;40
01448;305;31;17;102;69;46;26;15
01449;540;54;21;137;119;87;65;57
01450;2686;375;104;715;513;392;267;319
01451;4925;800;235;1419;925;707;496;342
01452;846;207;68;234;170;66;56;46
01453;578;127;26;156;109;60;57;44
01454;798;150;31;249;160;91;71;47
01456;57;11;3;14;11;8;3;7
01457;2390;591;112;702;457;263;166;99
02001;370;99;14;123;76;28;19;11
02002;428;86;28;123;91;55;29;15
02003;761;157;36;232;142;86;67;42
02004;145;49;6;37;29;9;6;8
02005;283;39;25;85;54;32;26;22
02006;206;40;17;77;38;18;13;4
02007;94;18;5;25;14;14;5;11
02008;218;47;14;55;48;25;17;11
02009;372;79;22;116;78;39;27;12
02010;129;26;10;48;16;18;8;3
02011;902;159;49;251;176;136;74;57
02012;60;12;1;19;4;9;5;10
02013;284;64;16;88;42;29;33;12
02014;526;99;33;146;109;65;48;26
02015;59;5;3;26;6;5;10;5
02016;146;30;7;52;27;19;7;4
02017;206;34;7;71;31;25;20;17
02018;1917;470;131;533;339;219;132;94
02019;278;84;18;79;51;22;17;7
02020;347;87;25;93;61;41;24;16
02021;65;11;6;17;7;14;4;4
02022;299;66;14;99;43;40;18;20
02023;76;11;6;25;17;7;8;2
02024;39;4;3;16;6;4;3;2
02025;267;45;11;80;43;41;26;19
02027;167;49;13;60;21;13;8;4
02028;1945;459;125;575;370;212;139;66
02029;266;58;17;75;43;29;25;19
02030;197;52;14;45;54;14;11;7
02031;503;189;34;143;74;26;19;18
02032;186;58;9;57;34;16;10;3
02033;82;18;9;20;18;7;4;6
02034;85;16;3;30;13;16;2;4
02035;190;48;13;70;23;24;9;3
02036;55;17;2;18;11;6;1;1
02037;1000;208;70;331;202;96;53;41
02038;52;18;3;11;15;2;2;2
02039;134;43;5;43;23;12;6;3
02040;124;37;10;24;28;7;10;9
02041;632;141;39;170;131;83;44;23
02042;294;90;21;65;61;27;18;12
02043;47;16;2;18;4;6;2;0
02044;17;3;4;5;2;2;0;0
02046;422;84;28;135;90;48;29;9
02047;97;28;7;35;13;5;2;7
02048;95;14;6;24;27;11;6;6
02049;557;112;29;191;74;81;50;18
02050;229;62;10;68;50;20;16;3
02051;303;90;16;80;59;25;17;16
02052;96;19;6;28;23;12;8;1
02053;443;76;36;114;87;65;35;30
02054;382;68;17;108;83;55;26;26
02055;74;21;5;21;16;6;2;3
02056;130;16;1;57;23;18;10;5
02057;1041;355;78;278;144;69;49;68
02058;587;133;38;186;100;76;32;21
02059;1982;699;106;652;326;113;55;30
02060;204;62;14;58;33;16;15;6
02061;175;37;9;63;28;26;9;4
02062;100;18;3;34;17;13;8;6
02063;277;57;31;81;47;29;25;6
02064;2884;883;147;852;537;224;144;97
02065;428;108;20;149;69;43;26;12
02066;143;25;14;41;27;22;11;3
02067;158;50;14;43;24;13;9;6
02068;60;14;6;8;13;6;5;8
02069;77;29;7;25;10;1;3;2
02070;329;78;21;102;58;37;24;9
02071;481;92;28;140;104;54;32;30
02072;135;19;11;36;36;17;8;8
02073;506;142;18;153;90;58;31;15
02074;422;85;16;139;84;56;39;4
02075;147;25;8;52;12;30;11;10
02076;100;16;4;32;19;20;9;1
02078;114;32;7;40;20;12;2;1
02079;124;37;16;29;18;9;14;1
02080;265;50;7;60;59;34;36;20
02081;321;61;17;109;59;27;25;22
02082;84;21;8;16;16;9;9;5
02083;568;145;19;172;96;65;42;28
02084;181;30;13;48;34;25;18;13
02085;666;121;44;205;132;94;51;18
02086;755;181;41;260;140;69;47;17
02087;26;4;1;9;4;5;2;1
02088;59;13;4;14;5;9;9;4
02089;893;266;40;275;135;80;56;40
02090;142;32;6;36;32;19;8;9
02091;69;16;4;18;11;10;4;6
02093;930;262;43;265;157;92;59;51
02094;334;60;22;101;66;45;23;16
02095;4148;1791;373;1157;530;142;89;65
02096;139;23;8;47;28;14;15;3
02097;187;53;10;53;36;20;6;9
02098;290;48;12;103;57;30;24;16
02099;153;24;14;49;30;17;11;8
02100;98;23;8;19;14;17;10;6
02101;132;41;5;34;21;14;15;3
02102;133;32;10;24;30;19;7;10
02103;978;283;86;282;183;89;36;19
02104;75;14;7;23;15;5;5;7
02105;137;39;8;41;24;14;5;6
02106;601;167;31;168;106;49;25;55
02107;72;29;5;15;12;6;5;1
02108;112;15;5;22;27;12;21;10
02109;363;87;33;112;69;37;17;9
02110;1688;424;148;497;281;140;107;91
02111;509;98;29;147;91;82;48;15
02112;430;99;32;137;71;49;22;20
02114;1266;345;89;316;215;114;86;101
02115;139;46;10;51;15;11;5;1
02116;113;39;7;28;18;9;5;6
02117;53;13;7;15;6;7;1;3
02118;98;34;4;33;14;3;7;3
02119;251;52;17;87;49;19;8;20
02120;145;45;4;47;24;13;8;5
02121;176;50;13;60;26;15;7;5
02122;43;10;4;9;7;6;3;4
02123;232;46;15;74;45;18;26;7
02124;504;147;37;138;80;39;39;24
02125;130;23;9;46;32;9;9;2
02126;339;110;29;95;52;22;16;15
02127;147;40;8;61;24;7;4;4
02128;1127;194;72;314;220;130;106;91
02129;15;2;0;1;2;3;3;4
02130;154;40;6;50;18;19;9;13
02131;1453;290;83;441;271;187;117;65
02132;131;19;7;35;26;18;17;9
02133;301;71;24;107;49;24;14;11
02134;646;178;49;210;95;59;34;21
02135;861;309;75;249;118;66;25;19
02136;98;27;8;31;11;10;7;5
02137;100;22;6;28;15;19;5;4
02138;145;23;3;48;33;16;11;10
02139;332;63;17;106;59;34;35;19
02140;313;66;10;113;64;31;17;12
02141;1362;465;124;363;217;79;56;58
02142;180;32;11;47;37;25;13;14
02143;135;34;14;37;23;17;7;4
02144;99;13;2;24;17;16;20;8
02145;410;72;22;134;76;51;40;14
02146;77;18;8;14;16;7;8;7
02148;192;65;7;60;28;15;11;5
02149;43;8;3;11;10;7;2;3
02150;47;11;7;19;4;5;0;1
02151;89;11;3;35;15;6;12;7
02152;66;21;1;19;14;5;2;6
02153;586;87;25;161;99;95;86;34
02154;264;58;22;69;40;27;27;20
02155;138;28;5;41;28;20;8;9
02156;179;42;12;44;30;24;9;17
02157;637;124;48;213;118;64;42;28
02158;188;36;12;63;23;20;24;10
02159;227;46;14;89;34;25;8;10
02160;383;136;28;104;68;30;9;7
02162;190;49;4;70;35;20;7;5
02163;1886;574;104;568;325;157;95;63
02164;248;61;12;89;42;17;20;7
02165;1212;259;62;412;217;132;81;50
02166;277;50;16;81;72;30;20;8
02167;635;140;34;218;118;69;38;18
02168;11241;3792;724;2745;1733;851;721;674
02169;63;13;6;20;12;7;4;0
02170;101;22;4;27;25;12;5;6
02171;66;14;3;22;11;10;5;0
02172;184;54;6;49;35;22;11;6
02173;8547;2513;456;2369;1607;684;559;358
02174;596;119;37;174;136;64;42;24
02175;123;26;4;53;16;13;6;5
02176;142;27;8;48;32;16;6;4
02177;105;18;3;27;25;19;8;5
02178;79;15;5;19;14;6;10;8
02179;279;51;22;96;50;27;17;17
02180;537;120;33;159;107;58;38;21
02181;70;39;1;19;8;1;2;1
02182;95;20;11;26;28;8;2;1
02183;138;22;7;42;26;15;17;9
02184;272;94;8;73;39;35;12;10
02185;274;55;15;93;56;33;15;8
02186;1086;237;64;308;178;122;89;88
02187;882;177;57;265;164;86;87;46
02188;120;37;5;25;27;14;3;8
02189;266;82;16;87;58;16;4;4
02190;409;79;14;129;89;53;35;11
02191;380;85;22;111;67;40;27;28
02192;270;56;17;87;48;33;20;9
02193;50;18;3;19;6;3;1;0
02194;152;50;10;47;20;9;6;9
02195;655;115;31;219;124;85;53;28
02196;245;43;15;64;44;32;28;18
02197;375;76;24;109;86;43;29;8
02198;171;47;3;59;28;18;10;6
02199;429;117;23;139;77;38;27;8
02200;80;16;7;27;13;8;6;4
02201;352;74;11;100;87;34;27;20
02203;928;334;49;254;148;66;49;27
02204;54;16;3;10;13;8;3;2
02205;147;27;8;39;27;20;16;10
02206;54;14;4;16;7;2;6;4
02207;150;29;10;39;21;27;13;10
02208;197;33;7;63;38;30;20;7
02209;497;111;25;168;101;38;28;25
02210;266;61;10;99;46;32;16;1
02211;238;44;10;64;57;31;21;11
02212;543;132;33;185;104;46;27;16
02213;253;38;13;88;65;21;19;9
02214;42;6;1;13;9;9;2;2
02215;617;170;43;154;124;63;37;27
02216;230;44;18;69;45;18;19;18
02217;768;221;48;183;140;84;53;39
02218;464;114;28;149;80;56;22;17
02219;128;33;13;44;17;12;5;5
02220;320;60;13;86;61;42;26;32
02221;109;25;6;36;25;8;6;2
02222;28;6;4;10;3;2;1;3
02223;228;57;12;73;44;27;9;6
02224;253;70;16;70;37;29;15;16
02225;59;8;6;16;11;8;7;2
02226;1413;338;76;425;251;183;101;39
02227;96;23;2;31;20;12;6;1
02228;252;49;17;86;50;21;19;11
02229;48;10;3;14;5;7;6;2
02230;138;20;3;39;28;22;11;14
02231;637;117;41;181;147;74;49;28
02232;311;189;6;51;29;19;8;9
02233;111;16;11;34;22;18;9;1
02234;65;11;4;22;11;6;11;1
02235;83;20;8;26;15;8;3;3
02236;239;65;16;76;46;14;17;6
02237;1142;414;91;295;180;90;43;28
02238;1330;325;69;383;259;139;84;71
02239;837;209;63;250;151;83;53;27
02240;147;32;15;48;21;21;9;2
02241;72;10;8;24;11;11;3;6
02242;474;99;36;134;79;49;52;26
02243;2244;605;110;709;408;203;137;72
02244;42;5;4;15;10;5;2;1
02245;1191;268;54;370;201;139;103;57
02246;455;115;28;152;77;55;20;9
02248;110;35;11;32;17;11;5;0
02249;74;18;4;24;8;7;8;6
02250;54;8;4;15;14;4;5;5
02251;21;8;3;3;2;4;2;0
02252;55;16;5;16;9;3;6;0
02253;262;56;9;71;51;32;25;19
02254;90;13;1;27;24;15;4;6
02255;110;27;7;35;24;13;3;1
02256;94;31;5;21;12;16;6;2
02257;328;72;9;92;59;48;28;19
02258;284;57;30;87;67;21;12;9
02259;302;60;33;79;66;36;20;8
02260;442;94;24;150;102;39;21;12
02261;288;40;21;100;63;33;19;13
02262;156;31;9;54;24;21;14;4
02263;83;27;1;29;8;6;7;4
02264;556;184;40;169;88;43;18;14
02265;73;30;4;20;4;10;3;1
02266;37;11;3;7;11;5;1;0
02267;208;38;13;64;45;27;7;14
02268;462;96;25;142;95;62;28;14
02269;108;21;6;29;17;18;10;6
02270;116;35;7;26;25;12;3;7
02271;95;18;4;28;16;10;10;9
02272;54;5;2;17;7;12;7;3
02273;148;42;7;42;29;14;3;11
02274;146;30;15;37;27;19;9;10
02275;236;102;14;63;31;18;5;3
02276;98;18;8;27;14;12;12;7
02277;239;58;14;81;41;21;16;9
02278;28;1;3;3;11;3;7;1
02279;427;79;31;125;77;56;31;29
02280;298;55;24;97;58;31;18;16
02281;187;39;11;64;34;19;12;8
02282;316;57;23;114;59;31;22;10
02283;211;69;13;57;41;19;8;5
02284;73;18;4;30;7;6;4;3
02286;635;195;50;197;104;55;18;16
02287;822;130;42;274;155;102;70;48
02288;257;63;16;78;42;32;12;16
02289;313;60;19;103;58;39;21;13
02290;2075;532;128;605;380;183;157;90
02291;296;56;27;94;59;33;17;9
02292;1025;297;45;326;174;81;65;36
02293;399;88;14;141;76;34;31;14
02294;159;33;6;43;32;25;12;9
02295;651;181;77;186;105;59;27;15
02296;921;263;48;257;160;96;45;52
02297;87;16;7;36;13;4;10;1
02298;1154;430;102;343;168;71;32;9
02299;395;102;20;127;74;34;21;18
02302;243;51;14;79;44;32;7;17
02303;517;52;16;93;101;70;76;109
02304;2078;713;122;644;307;144;84;64
02305;2246;634;113;782;380;164;94;78
02306;386;138;14;120;49;34;20;11
02307;1551;402;74;446;292;136;113;88
02308;379;98;28;121;73;27;25;8
02309;472;86;41;128;107;50;38;22
02310;202;47;9;79;26;26;6;9
02311;84;11;1;20;19;13;12;9
02312;774;188;51;208;136;103;48;40
02313;333;98;23;116;55;21;13;7
02315;1199;299;92;363;202;114;88;41
02316;104;22;15;28;16;13;5;6
02317;166;34;16;38;27;25;18;8
02318;1049;267;59;352;189;80;69;33
02319;362;123;18;90;68;34;22;7
02320;188;27;13;59;32;37;15;4
02321;627;165;57;156;113;66;41;30
02322;291;56;16;96;45;36;33;8
02323;93;20;5;24;12;20;7;6
02324;204;55;5;58;37;28;13;8
02326;366;83;23;107;60;45;33;16
02327;111;25;16;25;16;17;6;5
02328;400;60;29;125;72;58;32;24
02329;303;59;16;68;58;42;43;17
02330;421;79;26;96;76;60;53;32
02331;91;33;6;22;15;8;4;2
02332;193;52;11;67;24;17;10;11
02333;121;31;5;30;27;13;11;3
02334;2197;760;155;664;333;168;78;40
02335;136;29;6;40;24;15;12;10
02336;697;142;39;206;142;88;60;21
02337;142;27;21;39;31;10;7;8
02338;183;49;11;46;33;25;11;8
02339;492;113;37;167;95;34;32;13
02340;3974;1134;247;1310;623;343;211;106
02341;204;52;20;76;28;19;9;1
02342;106;22;5;29;29;15;4;1
02343;59;14;3;20;8;12;1;0
