CodeCommune;NSCOL15P;DIPLMIN;BEPC;CAPBEP;BAC;SUP2;SUP34;SUP5
16290;203;51;13;43;39;23;20;13
16291;5785;1104;308;1758;1109;645;506;356
16292;2785;971;184;786;388;186;119;151
16293;384;85;17;126;77;33;25;21
16295;1006;228;51;326;177;118;76;30
16297;267;57;21;74;45;24;25;22
16298;284;65;12;89;47;40;19;13
16300;1046;278;39;328;173;99;82;47
16301;187;52;12;59;39;15;3;6
16302;171;37;11;49;48;12;7;5
16303;312;76;19;94;62;37;14;10
16304;790;94;45;187;155;103;109;98
16306;259;70;15;74;41;23;19;17
16307;248;48;11;68;51;27;22;21
16308;859;285;40;262;155;49;44;23
16310;185;58;13;66;22;9;12;4
16312;618;124;38;236;100;53;38;29
16315;90;22;5;33;10;5;11;3
16316;302;77;14;99;48;30;14;20
16317;352;79;16;109;74;28;28;17
16318;307;78;11;77;48;23;52;19
16320;703;141;41;253;138;66;34;29
16321;40;14;2;17;3;1;3;1
16323;384;71;29;111;97;35;28;12
16325;107;25;5;32;20;3;11;11
16326;106;26;7;34;22;6;8;3
16329;594;182;28;171;94;48;47;23
16330;661;103;37;234;135;80;50;22
16331;74;13;2;19;18;12;3;6
16334;106;23;12;32;17;11;6;5
16335;104;13;9;41;23;5;8;5
16336;283;58;6;106;54;20;27;12
16337;723;148;48;275;155;52;25;20
16338;238;58;20;79;34;23;11;13
16339;615;168;44;169;109;48;50;26
16340;814;190;56;260;139;67;63;40
16341;2562;679;112;777;397;315;188;94
16342;244;73;11;71;43;22;15;7
16343;234;35;16;68;48;35;20;14
16345;172;42;12;47;37;11;8;14
16346;199;51;16;73;30;13;7;9
16347;426;91;33;150;74;30;25;23
16348;1006;146;41;283;197;133;99;108
16349;427;98;35;128;72;46;26;21
16350;668;207;35;193;132;33;42;24
16352;162;35;6;40;27;29;10;15
16353;636;111;23;221;137;73;44;28
16354;102;20;4;37;19;14;3;3
16356;32;5;2;9;4;2;5;6
16357;112;29;11;37;20;8;5;2
16358;5737;1019;306;1635;1032;691;547;507
16359;806;208;39;246;155;80;41;37
16360;316;56;27;125;48;31;17;11
16361;250;60;16;78;43;27;19;7
16362;254;56;17;74;42;26;19;20
16363;406;90;30;132;81;38;23;12
16364;55;12;2;21;10;6;3;0
16365;83;16;3;26;23;4;3;8
16366;1643;416;75;474;304;165;96;112
16368;665;91;43;178;134;96;61;62
16369;780;149;30;251;169;89;55;37
16370;904;179;40;304;159;107;72;42
16372;117;28;9;37;17;7;11;9
16373;161;66;6;39;25;9;13;4
16374;7241;1970;454;1899;1251;611;573;483
16375;289;55;18;95;49;33;23;16
16377;89;24;6;24;20;7;3;6
16378;447;70;30;154;102;39;33;17
16379;1166;296;56;439;186;90;65;33
16380;317;76;26;103;58;33;16;4
16381;123;18;11;45;23;13;8;5
16382;575;108;19;177;107;73;58;32
16383;558;84;24;194;109;77;33;37
16384;466;150;22;149;77;29;23;17
16385;882;125;57;291;174;106;73;56
16387;346;50;11;120;86;39;23;17
16388;702;112;34;218;107;109;91;31
16389;76;22;6;17;19;4;4;3
16390;199;54;14;66;30;6;10;20
16392;160;42;14;52;26;9;8;9
16393;1623;274;68;531;316;213;128;93
16394;67;20;1;26;11;3;3;4
16395;240;56;14;80;36;24;18;12
16396;97;20;3;30;18;12;11;4
16397;310;90;24;112;56;13;10;6
16398;86;21;2;22;21;8;4;7
16399;267;48;15;72;50;44;17;19
16400;503;113;30;170;92;41;34;24
16401;115;23;4;36;25;18;6;3
16402;226;46;15;70;46;23;16;10
16403;118;39;8;31;24;5;6;6
16404;93;22;5;34;16;7;8;2
16405;127;34;10;42;21;11;3;6
16406;618;112;28;199;128;84;43;23
16408;555;187;20;159;73;54;33;30
16409;811;246;63;241;168;49;23;21
16412;269;33;9;102;58;36;22;9
16413;115;33;4;30;25;11;10;2
16414;266;70;13;100;39;14;18;12
16415;810;111;33;242;165;113;95;51
16416;398;74;19;149;66;44;27;18
16418;1245;166;49;356;258;175;141;100
16419;269;62;23;85;45;28;16;9
16420;193;46;6;61;32;21;17;10
16421;324;92;14;104;70;21;11;11
16422;594;85;29;159;139;81;59;43
16423;205;67;18;67;26;13;8;7
16424;429;130;33;135;72;28;21;9
16425;431;106;25;149;57;47;27;19
17002;99;36;4;28;17;3;9;2
17003;3415;719;162;1100;655;369;258;152
17004;183;23;11;46;32;26;23;21
17005;162;42;9;67;22;16;5;1
17006;193;48;15;63;29;23;12;3
17007;235;35;12;77;57;24;22;7
17008;1697;254;92;581;319;212;159;80
17009;869;72;40;244;202;143;105;63
17010;3289;516;205;899;559;404;340;365
17011;300;51;22;100;56;33;22;15
17012;124;36;6;29;25;16;8;2
17013;289;73;15;97;54;24;18;9
17015;575;106;34;182;114;55;47;37
17016;623;194;23;200;105;47;39;16
17017;562;110;26;212;115;40;43;15
17018;607;88;23;232;120;70;52;23
17019;1099;231;63;288;252;110;87;69
17020;264;48;18;79;62;27;16;14
17021;3165;783;234;1077;555;247;175;96
17022;776;175;43;249;136;75;71;27
17023;294;65;18;82;77;23;17;12
17024;1106;311;75;364;176;76;60;43
17025;559;130;37;171;85;61;49;26
17026;312;88;24;103;56;19;17;5
17027;401;102;24;139;65;34;29;9
17028;7444;1245;371;1712;1255;892;918;1051
17029;157;34;15;54;31;15;8;1
17030;440;69;19;145;106;68;19;14
17031;167;22;10;55;35;20;9;17
17032;596;79;38;200;122;73;47;38
17033;372;116;23;139;62;18;8;6
17034;400;105;23;128;76;35;21;12
17035;98;38;5;26;19;6;3;1
17036;556;71;31;173;137;80;28;35
17037;501;150;43;164;70;32;22;19
17038;562;156;50;190;96;34;24;12
17039;163;22;10;74;27;17;8;4
17041;1196;122;46;368;282;184;117;77
17042;337;77;9;130;60;34;23;4
17043;603;127;34;195;104;65;32;46
17044;881;129;50;307;202;105;57;31
17045;790;179;43;248;155;76;57;32
17046;295;53;13;125;57;25;15;8
17047;192;54;12;73;28;13;7;4
17048;264;71;13;82;48;30;13;6
17049;65;16;2;17;12;8;6;5
17050;382;92;24;133;83;29;16;4
17051;1897;257;89;478;342;239;189;303
17052;576;123;34;205;106;57;28;23
17053;1021;251;63;386;168;80;36;37
17054;168;53;11;46;34;12;10;2
17055;304;128;7;57;30;10;66;6
17056;457;96;24;176;82;38;24;16
17057;640;140;31;201;111;66;56;33
17058;2900;841;189;917;478;238;144;92
17059;1043;121;72;326;174;167;110;74
17060;187;54;13;68;25;13;9;6
17061;120;32;16;35;12;16;6;2
17062;186;56;17;50;33;10;15;5
17063;355;63;18;120;69;53;19;14
17064;2579;522;183;788;476;262;189;158
17065;1392;187;57;397;257;202;165;127
17066;185;32;11;50;42;27;12;13
17067;144;39;9;44;33;6;8;6
17068;207;77;13;64;32;9;8;2
17069;179;32;8;53;36;23;15;12
17070;744;170;46;232;146;81;41;28
17071;403;110;26;136;71;27;25;9
17072;1032;271;71;357;155;83;58;37
17073;1033;180;65;368;174;110;89;47
17074;815;235;56;287;131;57;28;22
17075;1117;281;52;393;179;123;63;26
17076;244;41;15;81;57;29;12;9
17077;979;270;69;343;153;80;46;19
17078;388;112;23;128;68;33;19;5
17079;1282;258;96;447;261;94;75;50
17080;733;147;42;262;144;66;43;28
17081;287;84;20;107;42;17;11;6
17082;393;74;26;112;89;47;26;17
17083;462;88;30;136;86;57;41;23
17084;510;107;30;187;97;56;26;7
17085;298;53;9;123;53;39;15;7
17086;2869;500;188;894;549;351;243;145
17087;151;34;7;48;39;17;5;0
17089;812;199;37;206;153;92;70;54
17091;1522;294;82;500;278;193;116;61
17092;142;47;8;43;23;10;7;3
17093;3616;740;270;1063;632;423;285;202
17094;5167;752;274;1297;918;689;575;662
17095;173;41;11;67;25;12;12;5
17096;64;17;1;17;14;4;7;4
17097;662;135;33;210;141;70;48;26
17098;481;129;25;171;68;42;23;24
17099;549;148;51;193;80;34;28;16
17100;864;205;41;281;141;101;45;50
17101;271;58;13;86;61;18;21;14
17102;1005;165;57;308;199;121;107;49
17104;855;220;68;300;130;54;43;40
17105;272;112;22;78;43;9;5;4
17106;220;36;9;70;50;26;16;13
17107;1127;163;51;363;236;158;93;63
17108;321;61;25;97;58;34;31;15
17109;1071;104;50;284;200;169;142;123
17110;795;197;61;272;143;61;40;21
17111;659;148;39;239;112;59;43;18
17112;550;70;16;149;125;91;61;37
17113;551;142;47;215;84;26;21;16
17114;163;30;10;49;36;13;8;17
17115;235;44;12;70;46;26;25;11
17116;194;55;14;54;43;12;9;7
17117;107;33;4;38;16;7;8;2
17118;273;52;13;101;70;21;8;7
17119;952;198;37;321;209;96;65;25
17120;1505;299;74;482;275;170;123;81
17121;961;152;63;232;179;114;110;110
17122;180;49;13;69;24;17;2;7
17124;313;85;13;105;55;35;10;9
17125;385;101;25;113;72;35;24;15
17126;234;42;12;89;40;17;26;9
17127;1434;199;84;465;280;179;138;89
17128;553;95;45;157;117;66;43;33
17129;326;84;19;96;74;29;15;9
17130;372;111;22;128;57;30;9;14
17131;1803;554;110;553;307;132;87;60
17132;469;88;16;142;112;70;25;16
17133;698;183;36;216;128;69;45;22
17134;364;43;25;95;60;38;63;40
17135;197;63;11;67;33;8;13;2
17136;1015;124;51;283;198;154;101;103
17137;176;39;9;65;25;19;11;8
17138;250;46;11;73;56;35;13;16
17139;288;59;12;86;72;39;12;8
17140;2660;545;213;818;502;257;191;134
17141;371;61;17;119;93;44;26;10
17142;4645;732;245;1367;872;588;456;385
17143;560;80;32;185;109;79;42;32
17145;365;90;15;104;81;40;20;16
17146;2819;485;159;890;563;362;242;119
17147;1026;151;71;347;203;135;82;37
17148;353;40;16;134;73;48;33;9
17149;49;9;3;28;7;2;1;0
17150;406;89;17;149;70;37;16;28
17151;717;114;43;273;140;63;47;37
17152;732;149;41;241;154;81;39;27
17153;1647;286;89;534;287;204;151;97
17154;529;83;19;157;119;78;50;22
17155;2236;506;141;736;465;192;123;73
17156;101;19;9;33;18;10;5;6
17157;131;33;8;47;19;8;7;8
17158;958;144;38;347;217;116;57;39
17159;296;74;20;83;56;34;15;14
17160;381;116;22;148;59;20;9;8
17161;2517;353;158;659;510;294;235;308
17162;180;54;12;46;40;10;13;4
17163;387;65;34;141;82;27;15;22
17164;1900;345;127;549;319;244;208;108
17165;306;86;8;107;58;22;19;5
17166;951;162;51;354;181;107;68;27
17167;603;175;49;209;92;41;24;13
17168;3474;533;228;845;660;398;412;397
17171;592;104;21;188;111;81;65;23
17172;2393;628;140;779;393;209;145;100
17173;193;53;12;61;34;18;9;6
17174;671;114;31;241;127;74;57;27
17175;489;104;33;159;93;56;20;24
17176;93;20;8;26;22;5;8;5
17177;92;29;6;34;13;7;2;1
17178;56;6;1;15;14;6;6;8
17179;1363;268;84;432;240;141;130;67
17180;81;23;3;25;10;7;8;4
17181;224;42;10;58;59;20;19;16
17182;394;75;16;117;81;57;26;21
17183;742;141;34;267;168;80;32;20
17184;426;81;18;141;81;50;36;20
17185;1774;469;104;621;319;139;77;44
17186;685;94;23;239;154;98;42;34
17187;393;93;24;132;72;39;22;11
17188;364;93;17;115;75;33;17;14
17190;2306;306;127;496;408;308;318;343
17191;307;49;13;110;66;41;14;14
17192;675;125;40;197;147;98;45;24
17193;2051;330;99;595;375;265;214;173
17194;2584;386;114;768;477;331;257;251
17195;238;74;10;81;45;15;11;3
17196;421;103;24;128;83;43;22;20
17197;2917;628;193;773;486;278;286;273
17198;215;32;4;70;42;36;23;8
17199;113;27;7;38;29;3;4;4
17200;5857;739;286;1172;1070;729;902;960
17201;345;36;12;116;74;51;35;21
17202;443;103;24;172;71;33;20;21
17203;571;71;18;154;131;88;48;62
17204;231;54;13;73;44;22;12;13
17205;286;32;16;97;50;46;26;19
17206;239;53;9;92;45;19;12;9
17207;626;74;28;136;134;66;80;109
17208;770;100;35;233;156;122;75;50
17209;209;49;15;57;43;21;14;11
17210;399;132;23;127;59;31;19;8
17211;656;230;41;195;95;47;33;16
17212;138;37;4;45;21;10;13;8
17213;120;24;5;50;18;17;4;2
17214;379;53;17;120;86;51;29;24
17215;36;10;2;12;9;3;2;0
17216;765;185;48;270;129;58;45;31
17217;217;52;14;77;29;23;12;11
17218;3598;920;208;1133;613;338;219;168
17219;5156;1325;379;1584;879;451;317;222
17220;322;52;7;127;72;29;21;13
17221;698;170;38;231;101;74;53;31
17222;2492;310;138;636;481;373;305;249
17223;152;30;8;59;34;9;10;3
17224;1843;623;107;521;295;159;77;61
17225;1878;342;164;614;327;185;141;104
17226;746;154;28;252;141;89;51;32
17227;185;32;11;66;40;15;14;7
17228;2538;580;195;820;445;267;131;101
17229;184;38;11;61;36;12;20;7
17230;2750;603;223;887;461;239;198;139
17231;83;29;5;21;10;11;5;2
17232;1212;246;67;443;214;131;76;35
17233;269;50;14;81;57;36;19;12
17234;279;83;10;84;52;29;12;8
17235;545;108;43;184;97;57;32;24
17236;1232;348;64;365;231;108;71;45
17237;458;81;23;169;97;51;24;13
17239;345;102;26;119;55;20;12;10
17240;2642;817;196;769;464;197;113;85
17241;1268;401;83;414;183;87;52;47
17242;659;101;34;229;132;79;47;37
17243;1018;340;86;283;177;54;41;37
17244;547;105;29;187;109;67;35;16
17245;666;93;27;172;143;112;74;46
17246;393;76;31;139;80;33;23;11
17247;700;145;42;208;143;64;56;44
17248;807;170;57;257;134;79;60;51
17249;134;39;8;38;29;8;5;8
17250;373;83;19;146;65;32;14;13
17252;239;45;10;62;40;36;29;16
17253;981;255;35;342;182;95;41;30
17254;156;37;11;61;22;9;10;7
17255;600;104;24;206;140;66;35;25
17256;249;35;10;84;55;38;18;8
17257;555;197;37;184;57;36;14;29
17258;225;57;13;68;35;25;17;10
17259;124;30;9;40;24;13;5;3
17260;346;39;29;116;74;42;24;22
17261;273;64;13;80;59;25;18;14
17262;966;170;50;290;204;121;70;61
17263;466;85;41;170;82;47;26;15
17264;4706;646;269;1162;844;611;562;613
17265;911;187;42;362;156;92;49;23
17266;531;145;25;187;95;41;21;16
17267;862;90;39;252;191;129;100;61
17268;164;40;6;60;29;17;5;8
17269;546;148;35;215;80;43;16;9
17270;475;92;31;164;93;49;33;13
17271;263;70;17;103;41;13;12;7
17273;775;158;35;271;140;94;39;39
17274;6765;941;352;1741;1312;942;759;719
17275;643;117;38;211;128;78;42;29
17276;64;19;4;18;15;6;2;1
17277;839;178;40;317;133;93;48;30
17278;592;114;27;206;115;80;33;17
17279;499;111;26;178;108;43;18;13
17280;587;96;31;175;117;87;50;31
17281;118;27;10;36;19;13;11;1
17282;158;29;12;51;31;14;9;11
17283;3414;833;241;1083;561;295;203;198
17284;1406;318;77;431;266;149;97;68
17285;889;145;49;262;204;92;79;58
17286;504;110;32;128;86;50;53;47
17287;220;63;22;69;39;13;11;2
17288;234;68;12;92;41;13;6;2
17289;346;84;11;86;71;35;39;21
17290;231;47;16;96;34;23;7;7
17291;5312;960;331;1409;1051;665;520;377
17292;361;68;17;125;73;36;28;14
17293;524;89;26;186;107;59;29;27
17294;152;28;12;52;30;9;11;9
17295;608;132;27;194;125;60;45;25
17296;811;137;40;245;166;92;77;53
17297;1951;223;104;479;375;237;239;293
17298;780;170;39;264;138;91;50;30
17299;18424;4308;1099;5341;3175;1755;1448;1298
17300;56902;9567;3299;12532;9710;6180;7053;8561
17301;62;15;2;20;13;5;3;5
17302;479;104;20;156;95;52;34;18
17303;779;190;48;242;152;70;35;43
17304;378;84;25;138;66;33;25;6
17305;348;71;16;120;77;39;17;9
17306;16823;3845;1428;4241;2938;1789;1310;1273
17307;1112;244;66;383;191;101;81;48
17308;2102;327;100;643;455;271;183;124
17309;1555;448;123;507;261;106;68;41
17310;880;185;58;314;182;64;61;16
17311;1220;237;68;379;224;143;102;66
17312;719;307;37;205;82;42;26;20
17313;335;69;16;92;79;40;25;15
17314;708;166;39;234;108;89;43;30
17315;1010;141;37;340;232;135;83;41
17316;300;61;20;115;48;30;17;9
17317;450;100;37;159;74;41;19;20
17318;590;133;28;160;105;60;53;50
17319;91;26;7;27;16;7;5;4
17320;308;60;12;106;57;37;19;16
17321;254;47;12;83;47;26;21;19
17322;511;99;20;147;100;81;29;35
17323;1135;229;80;356;221;95;75;80
17324;95;34;3;35;11;7;3;2
17325;433;117;25;140;85;32;17;17
17326;210;34;14;75;50;16;19;2
17327;241;37;17;98;38;28;13;11
17328;775;173;46;292;122;63;48;30
17329;305;65;10;89;60;44;19;18
17330;1039;272;32;339;209;81;66;40
17331;998;359;52;265;141;85;59;36
17332;311;75;14;101;69;21;12;18
17333;4649;935;354;1315;779;482;396;388
17334;171;30;12;53;31;19;18;9
17335;229;58;19;76;34;18;13;11
17336;2222;357;134;657;411;279;233;152
17337;3394;742;213;1044;605;339;252;197
17338;1400;258;63;480;242;164;105;88
17339;1063;278;70;328;163;99;87;38
17340;1163;265;61;364;193;134;86;60
17341;151;20;18;36;38;16;18;7
17342;325;77;17;108;51;33;23;16
17343;110;22;6;40;21;14;6;2
17344;1040;211;54;326;224;128;55;42
17345;247;48;8;93;59;15;12;12
17346;1106;174;65;385;213;153;72;44
17347;5478;1495;359;1543;806;446;444;385
17348;523;128;26;139;118;50;40;22
17349;2163;433;95;662;454;286;143;89
17350;738;193;50;275;104;60;38;19
17351;1626;471;91;511;285;146;78;43
17353;1742;288;98;510;320;209;188;129
17354;489;74;25;163;102;68;41;16
17355;396;94;20;113;97;43;17;12
17356;244;55;14;72;48;19;22;14
17357;431;100;21;147;67;46;25;25
17358;251;76;14;84;48;15;6;9
17359;935;154;55;311;181;129;65;40
17360;2783;355;148;558;524;380;356;463
17361;103;22;3;36;19;17;4;3
17362;246;54;19;76;44;27;20;7
17363;459;149;35;145;46;33;29;22
17364;325;77;18;105;66;35;14;11
17365;390;119;29;138;51;26;18;9
17366;371;67;23;123;96;36;15;10
17367;118;32;9;29;20;16;9;3
17369;1993;587;115;434;398;144;165;150
17372;61;6;3;27;18;3;4;1
17373;1686;245;83;478;341;235;179;125
17374;189;44;6;68;34;13;12;11
17375;982;184;51;348;203;91;66;39
17376;1439;143;64;406;349;239;145;92
17377;98;35;4;33;14;5;5;2
17378;328;83;23;125;40;27;17;13
17379;170;41;11;52;34;18;10;6
17380;3510;645;324;972;627;351;296;295
17381;175;35;12;64;40;16;5;3
17382;406;86;18;149;70;40;26;17
17383;269;68;15;88;51;17;17;12
17384;224;99;8;63;27;13;7;6
17385;5661;1286;396;1727;1086;493;376;297
17386;270;79;10;104;42;19;9;8
17387;1435;250;90;435;296;152;129;84
17388;217;74;10;68;35;19;10;2
17389;445;91;29;156;81;47;21;20
17390;95;22;9;28;16;12;5;3
17391;1863;317;90;479;292;243;205;236
17393;1407;318;73;493;243;129;86;66
17394;707;178;39;242;101;67;32;49
17395;411;57;15;115;79;65;38;43
17396;1312;236;64;415;245;150;106;95
17397;2045;562;106;520;340;198;177;141
17398;131;29;4;45;21;12;14;5
17400;485;87;35;169;80;52;35;28
17401;87;32;2;16;14;8;10;4
17402;132;25;10;46;27;7;11;7
17403;597;163;29;194;89;63;38;21
17404;512;84;25;195;98;60;32;19
17405;168;55;5;50;28;11;12;9
17406;332;80;11;113;74;33;15;6
17407;3622;439;168;1001;678;553;403;380
17408;647;103;35;224;132;80;53;22
17409;2812;569;173;895;482;312;214;167
17410;497;170;19;132;79;41;33;23
17411;914;245;62;279;129;71;72;56
17412;470;76;13;151;98;71;35;25
17413;990;131;37;273;173;171;110;94
17414;4161;554;206;1128;742;590;492;449
17415;20492;4406;1395;5166;3427;2135;1941;2023
17416;51;13;2;16;12;5;2;2
17417;127;27;7;39;22;17;5;9
17418;468;69;29;154;100;59;32;26
17420;1803;211;112;492;312;303;200;173
17421;6054;1582;440;1952;1005;487;343;245
17422;70;17;10;21;12;3;6;2
17423;58;9;3;26;11;7;1;1
17424;287;51;21;103;58;16;26;12
17425;1947;308;116;686;389;222;124;102
17426;208;42;12;82;32;21;8;12
17427;176;28;18;57;35;20;13;5
17428;396;99;21;134;70;42;20;10
17429;3014;324;103;505;1200;479;283;121
17430;319;101;20;114;49;18;12;5
17431;560;90;19;200;105;90;30;26
17432;290;72;20;106;38;34;12;7
17433;177;49;6;48;34;13;18;8
17434;5378;1428;305;1802;794;502;328;220
17435;133;30;4;35;31;16;12;6
17436;584;119;47;192;99;55;47;25
17437;83;7;6;18;23;15;12;2
17438;243;64;14;90;30;26;15;5
17439;597;169;29;207;98;57;22;15
17440;317;71;15;101;55;26;31;18
17441;867;157;53;288;161;103;67;37
17442;305;75;18;117;52;22;13;8
17443;1352;164;47;379;291;193;143;135
17444;1268;221;56;422;238;163;105;63
17445;271;74;17;90;41;30;16;4
17446;367;129;23;121;50;32;7;5
17447;1476;250;58;491;300;190;117;71
17448;980;291;51;324;144;79;51;40
17449;6441;1257;346;2060;1172;727;509;370
17450;193;36;10;74;31;23;11;7
17451;445;128;34;128;81;34;24;16
17452;3911;936;254;1126;685;359;304;247
17453;1093;223;60;330;212;133;73;62
17454;284;66;18;90;54;30;17;9
17455;529;138;29;193;85;41;18;24
17457;910;189;48;303;150;102;86;31
17458;144;35;13;43;20;16;11;5
17459;437;96;24;129;86;55;38;9
17460;647;131;32;203;110;84;50;37
17461;3601;710;289;992;642;374;291;303
17462;584;96;46;186;115;67;54;21
17463;973;126;52;296;180;142;106;73
17464;135;55;2;49;10;9;5;3
17465;479;100;18;186;86;48;21;20
17466;1665;219;71;531;328;251;162;103
17467;174;37;17;63;31;11;11;5
17468;128;17;12;42;24;20;11;3
17469;454;90;26;156;100;39;24;19
17470;191;60;13;58;39;15;5;2
17471;186;49;14;52;33;13;13;13
17472;1563;180;86;441;347;279;141;90
17473;100;18;7;33;19;9;8;5
17474;580;147;33;194;92;61;31;23
17476;206;39;17;62;56;16;10;6
17477;92;30;2;28;16;7;8;2
17478;52;18;4;12;11;1;1;5
17479;242;78;7;84;43;19;7;5
17480;528;62;28;170;105;66;56;41
17481;134;32;3;51;29;9;3;6
17482;478;86;27;160;101;52;29;23
17483;1177;186;54;373;211;159;100;94
17484;1519;332;69;501;281;170;100;66
17485;941;190;59;261;169;97;89;76
17486;627;147;39;199;94;61;47;38
18001;283;49;22;86;55;28;23;20
18002;151;31;11;59;27;13;5;6
18003;1520;451;75;488;254;133;72;46
18004;830;102;27;252;170;131;76;72
18005;761;101;37;218;143;140;61;61
18006;182;22;12;59;27;41;11;10
18007;58;8;3;10;5;4;7;20
18008;355;44;18;116;72;53;27;23
18009;227;55;7;78;42;22;12;12
18010;157;28;11;48;33;18;12;7
18011;1715;525;114;597;241;122;61;55
18012;342;82;35;106;63;35;15;4
18013;239;57;20;71;42;27;15;7
18014;126;32;1;35;31;11;11;7
18015;4388;1279;276;1405;658;350;246;174
18016;293;40;12;92;62;43;26;18
18017;232;56;10;89;43;19;11;5
18018;2132;430;113;534;599;255;113;88
18019;351;83;16;111;73;39;17;12
18020;669;124;39;258;113;77;36;21
18021;219;64;15;68;23;20;18;10
18022;275;82;17;90;39;23;18;7
18023;1194;232;69;358;243;172;76;44
18024;88;25;6;25;17;8;2;4
18025;488;162;28;189;58;34;12;5
18026;730;152;37;238;139;88;43;33
18027;472;96;32;150;93;60;27;14
18028;875;120;45;276;153;129;91;60
18029;243;75;16;75;32;20;17;9
18030;818;227;47;282;136;73;38;16
18031;434;136;21;112;96;34;21;14
18032;1126;288;58;375;184;114;63;44
18033;47825;9715;2568;12000;8143;5454;4723;5221
18034;237;54;20;77;51;15;13;8
18035;689;95;30;185;173;115;62;30
18036;414;83;18;144;64;58;25;21
18037;812;172;53;298;125;75;43;45
18038;436;107;23;145;83;39;22;17
18039;239;33;15;55;43;43;31;19
18040;262;48;8;101;47;33;10;14
18041;146;29;10;44;31;17;8;5
18042;273;78;25;88;38;20;20;4
18043;164;53;13;52;22;17;5;3
18044;288;65;14;93;61;29;15;12
18045;324;92;16;144;39;25;7;1
18046;129;17;7;53;23;14;10;4
18047;492;132;42;159;75;36;27;21
18048;294;61;20;103;58;26;15;11
18049;399;60;23;141;72;49;28;25
18050;2824;437;140;964;507;387;220;169
18051;116;29;7;33;22;9;12;5
18052;804;229;49;291;117;50;39;29
18053;227;50;17;73;46;22;14;6
18054;198;68;5;56;31;25;7;7
18055;753;194;34;300;114;66;27;18
18056;196;42;12;64;36;19;12;11
18057;1448;443;85;453;244;107;67;48
18058;1113;325;66;342;191;94;64;30
18059;781;329;63;215;92;40;28;16
18060;43;13;0;15;6;6;2;2
18061;72;14;3;23;19;3;4;6
18062;205;43;6;63;50;17;18;8
18063;123;28;15;40;18;16;6;1
18064;173;34;9;66;33;19;10;1
18065;678;187;36;226;113;59;38;19
18066;712;105;48;255;127;102;45;29
18067;556;147;38;190;78;46;26;31
18068;31;6;4;11;6;2;1;2
18069;340;71;27;110;65;29;23;15
18070;162;34;9;57;28;21;6;7
18071;25;6;0;6;3;5;3;1
18072;182;56;13;44;34;20;10;5
18073;176;38;11;69;24;16;16;3
18074;167;50;9;57;24;11;11;6
18075;775;114;40;290;164;82;52;32
18076;356;104;22;133;59;18;10;10
18077;279;64;17;94;52;33;11;8
18078;45;17;2;14;7;0;3;1
18079;359;71;26;112;77;30;22;20
18080;103;25;4;33;16;13;6;7
18081;275;40;16;82;49;37;27;24
18082;788;131;52;276;150;93;54;33
18083;625;197;44;194;98;44;29;19
18084;170;46;12;59;29;14;7;3
18085;166;29;6;58;32;19;11;11
18086;463;142;28;155;66;39;20;14
18087;2869;836;170;910;475;271;128;79
18088;167;36;6;62;37;8;8;11
18089;345;93;28;97;69;25;19;14
18090;308;61;19;97;65;38;15;14
18091;188;37;11;64;31;20;19;6
18092;756;91;34;199;203;110;68;50
18093;103;18;6;30;25;9;9;4
18094;265;56;14;96;42;32;11;15
18095;130;33;9;50;18;10;8;3
18096;1595;384;61;574;285;161;78;50
18097;1583;287;60;514;269;205;132;116
18098;100;20;9;22;20;16;5;8
18099;173;49;15;46;37;10;8;8
18100;531;125;28;215;96;44;17;6
18101;228;51;20;57;47;31;11;11
18102;256;78;15;86;42;16;10;10
18103;1086;306;70;365;175;80;61;27
18104;108;33;3;35;17;12;5;3
18105;345;61;13;108;75;51;26;10
18106;203;57;6;74;37;20;7;1
18107;94;30;2;23;18;12;7;2
18108;2506;692;150;783;448;258;107;67
18109;1378;407;107;395;236;88;95;52
18110;785;178;35;243;162;72;60;34
18111;150;33;10;41;23;19;15;7
18112;244;74;7;85;47;9;11;9
18113;135;26;9;51;19;16;6;7
18114;171;46;19;47;24;19;7;10
18115;611;144;38;191;109;68;33;29
18116;234;61;18;71;50;16;9;9
18117;417;101;30;143;72;30;17;24
18118;1064;253;57;384;200;99;38;33
18119;162;47;3;64;21;14;7;5
18120;468;124;35;167;58;53;22;9
18121;76;11;3;31;16;5;7;4
18122;161;18;10;54;29;28;11;12
18124;240;39;14;89;53;21;11;13
18125;868;224;65;307;135;71;39;26
18126;1025;189;51;354;186;111;92;42
18127;1142;382;64;340;179;73;53;51
18128;126;36;3;31;17;23;8;8
18129;149;10;2;43;34;30;13;16
18130;237;54;9;76;51;14;17;16
18132;116;16;9;39;19;14;15;5
18133;1162;309;43;406;195;118;47;45
18134;511;121;26;175;78;49;34;27
18135;198;56;13;45;39;18;17;10
18136;242;64;7;78;34;34;18;7
18137;420;98;16;151;75;51;15;14
18138;1510;207;79;476;277;241;130;100
18139;511;131;25;193;75;43;27;17
18140;1065;263;55;379;157;116;68;29
18141;5197;1282;265;1657;909;533;367;183
18142;527;107;29;193;87;50;44;18
18143;261;45;21;91;49;24;19;11
18144;373;84;24;124;69;32;27;13
18145;1276;284;73;365;223;154;95;81
18146;262;56;13;91;46;25;19;12
18147;160;41;6;62;29;10;10;2
18148;2002;399;98;696;343;229;142;96
18149;442;114;26;131;69;53;22;26
18150;544;77;26;195;112;72;34;28
18151;272;51;13;100;52;36;13;7
