CodeCommune;NomCommune;Pop2017;Pop2022
01001;L'Abergement-Clémenciat;776;859
01002;L'Abergement-de-Varey;248;273
01004;Ambérieu-en-Bugey;14035;15554
01005;Ambérieux-en-Dombes;1689;1917
01006;Ambléon;111;114
01007;Ambronay;2726;2828
01008;Ambutrix;752;764
01009;Andert-et-Condon;330;335
01010;Anglefort;1115;1150
01011;Apremont;376;399
01012;Aranc;326;329
01013;Arandas;144;140
01014;Arbent;3367;3482
01016;Arbigny;463;459
01015;Arboys en Bugey;644;688
01017;Argis;442;420
01019;Armix;28;25
01021;Ars-sur-Formans;1408;1513
01022;Artemare;1237;1141
01453;Arvière-en-Valromey;713;715
01023;Asnières-sur-Saône;66;77
01024;Attignat;3211;3372
01025;Bâgé-Dommartin;4092;4057
01026;Bâgé-le-Châtel;923;987
01027;Balan;2684;2878
01028;Baneins;602;618
01170;Béard-Géovreissiat;1051;1048
01029;Beaupont;689;717
01030;Beauregard;866;826
01032;Béligneux;3333;3484
01034;Belley;9103;9270
01035;Belleydoux;314;306
01031;Bellignat;3624;3581
01037;Bénonces;298;311
01038;Bény;756;769
01040;Béréziat;496;481
01041;Bettant;748;762
01042;Bey;279;290
01043;Beynost;4613;4936
01044;Billiat;622;669
01045;Birieux;283;280
01046;Biziat;876;897
01047;Blyes;1007;1351
01245;Bohas-Meyriat-Rignat;913;951
01049;La Boisse;3229;3401
01050;Boissey;336;390
01051;Bolozon;89;99
01052;Bouligneux;328;323
01053;Bourg-en-Bresse;41527;42065
01054;Bourg-Saint-Christophe;1366;1540
01056;Boyeux-Saint-Jérôme;346;362
01057;Boz;512;509
01058;Brégnier-Cordon;839;812
01060;Brénod;509;547
01061;Brens;1166;1117
01130;Bresse Vallons;2282;2393
01062;Bressolles;911;1003
01063;Brion;521;591
01064;Briord;1016;1102
01065;Buellas;1782;1884
01066;La Burbanche;77;97
01067;Ceignes;254;263
01068;Cerdon;783;755
01069;Certines;1517;1518
01071;Cessy;4856;5570
01072;Ceyzériat;3157;3306
01073;Ceyzérieu;1007;1028
01074;Chalamont;2451;2544
01075;Chaleins;1342;1436
01076;Chaley;130;127
01077;Challes-la-Montagne;194;185
01078;Challex;1481;1628
01079;Champagne-en-Valromey;820;826
01080;Champdor-Corcelles;651;655
01081;Champfromier;729;709
01082;Chanay;625;595
01083;Chaneins;910;1041
01084;Chanoz-Châtenay;844;943
01085;La Chapelle-du-Châtelard;388;391
01087;Charix;285;280
01088;Charnoz-sur-Ain;913;925
01089;Château-Gaillard;2138;2408
01090;Châtenay;341;358
01092;Châtillon-la-Palud;1584;1675
01093;Châtillon-sur-Chalaronne;4859;5154
01094;Chavannes-sur-Reyssouze;753;746
01096;Chaveyriat;1008;1057
01098;Chazey-Bons;1112;1165
01099;Chazey-sur-Ain;1514;1613
01100;Cheignieu-la-Balme;134;130
01101;Chevillard;151;149
01102;Chevroux;952;981
01103;Chevry;1812;2301
01104;Chézery-Forens;467;436
01105;Civrieux;1680;1986
01106;Cize;173;175
01107;Cleyzieu;136;144
01108;Coligny;1181;1294
01109;Collonges;2219;2260
01110;Colomieu;140;164
01111;Conand;124;136
01112;Condamine;411;477
01113;Condeissiat;822;815
01114;Confort;648;676
01115;Confrançon;1336;1357
01116;Contrevoz;499;489
01117;Conzieu;148;148
01118;Corbonod;1264;1315
01121;Corlier;114;116
01123;Cormoranche-sur-Saône;1138;1165
01124;Cormoz;664;704
01125;Corveissiat;621;587
01127;Courmangoux;507;513
01128;Courtes;313;293
01129;Crans;266;316
01133;Cressin-Rochefort;392;384
01134;Crottet;1734;1844
01135;Crozet;2138;2354
01136;Cruzilles-lès-Mépillat;868;951
01138;Culoz-Béon;3035;3416
01139;Curciat-Dongalon;440;462
01140;Curtafond;770;805
01141;Cuzieu;448;423
01142;Dagneux;4717;4741
01143;Divonne-les-Bains;9644;10300
01146;Dompierre-sur-Chalaronne;435;453
01145;Dompierre-sur-Veyle;1166;1225
01147;Domsure;486;540
01148;Dortan;1846;2013
01149;Douvres;1041;1108
01150;Drom;216;215
01151;Druillat;1159;1144
01152;Échallon;757;774
01153;Échenevex;2132;2227
01155;Évosges;145;143
01156;Faramans;806;905
01157;Fareins;2204;2524
01158;Farges;1038;1065
01159;Feillens;3291;3388
01160;Ferney-Voltaire;9766;11530
01162;Flaxieu;68;64
01163;Foissiat;2085;2024
01165;Francheleins;1611;1593
01166;Frans;2351;2547
01167;Garnerans;647;685
01169;Genouilleux;612;675
01171;Géovreisset;874;843
01173;Gex;13118;13455
01174;Giron;183;174
01175;Gorrevod;835;782
01177;Grand-Corent;177;186
01179;Grièges;1876;1909
01180;Grilly;833;873
01181;Groissiat;1229;1216
01338;Groslée-Saint-Benoit;1193;1232
01183;Guéreins;1452;1503
01187;Haut Valromey;669;603
01184;Hautecourt-Romanèche;777;754
01188;Illiat;627;696
01189;Injoux-Génissiat;1136;1123
01190;Innimond;89;92
01191;Izenave;156;159
01192;Izernore;2247;2262
01193;Izieu;235;223
01194;Jassans-Riottier;6339;6315
01195;Jasseron;1755;1900
01196;Jayat;1182;1276
01197;Journans;355;384
01198;Joyeux;271;262
01199;Jujurieux;2156;2209
01200;Labalme;210;207
01202;Lagnieu;7143;7321
01203;Laiz;1212;1292
01206;Lantenay;277;265
01207;Lapeyrouse;316;337
01208;Lavours;124;138
01209;Léaz;739;887
01210;Lélex;227;236
01211;Lent;1405;1459
01212;Lescheroux;735;720
01213;Leyment;1303;1417
01214;Leyssard;152;163
01216;Lhuis;889;891
01219;Lompnas;168;162
01224;Loyettes;3146;3468
01225;Lurcy;384;404
01227;Magnieu;644;651
01228;Maillat;635;693
01229;Malafretaz;1216;1235
01230;Mantenay-Montlin;313;320
01231;Manziat;1963;1985
01232;Marboz;2244;2262
01233;Marchamp;131;135
01234;Marignieu;172;164
01235;Marlieux;1112;1186
01236;Marsonnas;991;1034
01237;Martignat;1654;1667
01238;Massieux;2590;2733
01239;Massignieu-de-Rives;614;653
01240;Matafelon-Granges;641;630
01241;Meillonnas;1335;1383
01242;Mérignat;130;133
01243;Messimy-sur-Saône;1224;1312
01244;Meximieux;7743;8198
01246;Mézériat;2172;2179
01247;Mijoux;341;297
01248;Mionnay;2100;2309
01249;Miribel;9963;10450
01250;Misérieux;1941;2010
01252;Mogneneins;778;824
01254;Montagnat;1992;2164
01255;Montagnieu;622;684
01257;Montanges;344;348
01258;Montceaux;1195;1202
01259;Montcet;691;715
01260;Le Montellier;297;329
01261;Monthieux;646;673
01262;Montluel;6964;6879
01263;Montmerle-sur-Saône;3793;3798
01264;Montracol;1040;1008
01265;Montréal-la-Cluse;3435;3584
01266;Montrevel-en-Bresse;2489;2661
01268;Murs-et-Gélignieux;252;239
01269;Nantua;3446;3431
01272;Neuville-les-Dames;1510;1540
01273;Neuville-sur-Ain;1756;1798
01274;Les Neyrolles;639;623
01275;Neyron;2527;2479
01276;Niévroz;1619;1648
01095;Nivigne et Suran;814;822
01277;Nivollet-Montgriffon;119;119
01267;Nurieux-Volognat;1028;973
01279;Oncieu;89;72
01280;Ordonnaz;141;146
01281;Ornex;4410;4903
01282;Outriaz;260;258
01283;Oyonnax;22427;22378
01284;Ozan;686;721
01285;Parcieux;1206;1317
01286;Parves et Nattages;942;943
01288;Péron;2620;2900
01289;Péronnas;6385;6437
01290;Pérouges;1201;1382
01291;Perrex;838;861
01293;Peyriat;157;150
01294;Peyrieu;873;918
01295;Peyzieux-sur-Saône;661;656
01296;Pirajoux;408;400
01297;Pizay;820;922
01298;Plagne;132;166
01299;Le Plantay;564;569
01185;Plateau d'Hauteville;4853;4790
01204;Le Poizat-Lalleyriat;720;740
01301;Polliat;2511;2694
01302;Pollieu;159;167
01303;Poncin;1703;1766
01304;Pont-d'Ain;2964;2862
01305;Pont-de-Vaux;2258;2184
01306;Pont-de-Veyle;1625;1600
01307;Port;849;843
01308;Pougny;812;792
01309;Pouillat;88;79
01310;Prémeyzel;248;245
01311;Prémillieu;45;47
01313;Prévessin-Moëns;8233;9081
01314;Priay;1729;1803
01317;Ramasse;324;332
01318;Rancé;727;760
01319;Relevant;463;467
01320;Replonges;3717;3929
01321;Revonnas;905;905
01322;Reyrieux;4797;5228
01323;Reyssouze;980;1003
01325;Rignieux-le-Franc;971;1131
01328;Romans;590;628
01329;Rossillon;151;164
01330;Ruffieu;186;174
01331;Saint-Alban;178;195
01334;Saint-André-d'Huiriat;626;671
01332;Saint-André-de-Bâgé;751;819
01333;Saint-André-de-Corcy;3354;3369
01335;Saint-André-le-Bouchoux;390;427
01336;Saint-André-sur-Vieux-Jonc;1147;1216
01337;Saint-Bénigne;1265;1351
01339;Saint-Bernard;1433;1544
01343;Saint-Cyr-sur-Menthon;1776;1867
01345;Saint-Denis-en-Bugey;2309;2258
01344;Saint-Denis-lès-Bourg;5747;6078
01346;Saint-Didier-d'Aussiat;871;845
01347;Saint-Didier-de-Formans;1960;2176
01348;Saint-Didier-sur-Chalaronne;2875;2969
01349;Saint-Éloi;456;524
01350;Saint-Étienne-du-Bois;2448;2569
01351;Saint-Étienne-sur-Chalaronne;1555;1625
01352;Saint-Étienne-sur-Reyssouze;571;576
01354;Saint-Genis-Pouilly;12544;14584
01355;Saint-Genis-sur-Menthon;472;488
01356;Saint-Georges-sur-Renon;214;214
01357;Saint-Germain-de-Joux;501;505
01358;Saint-Germain-les-Paroisses;434;423
01359;Saint-Germain-sur-Renon;236;262
01360;Saint-Jean-de-Gonville;1787;2042
01361;Saint-Jean-de-Niost;1477;1862
01362;Saint-Jean-de-Thurigneux;771;850
01363;Saint-Jean-le-Vieux;1723;1799
01364;Saint-Jean-sur-Reyssouze;744;764
01365;Saint-Jean-sur-Veyle;1149;1154
01367;Saint-Julien-sur-Reyssouze;749;687
01368;Saint-Julien-sur-Veyle;817;853
01369;Saint-Just;926;953
01370;Saint-Laurent-sur-Saône;1722;1735
01371;Saint-Marcel;1279;1300
01372;Saint-Martin-de-Bavel;438;431
01373;Saint-Martin-du-Frêne;1049;1027
01374;Saint-Martin-du-Mont;1826;1953
01375;Saint-Martin-le-Châtel;787;784
01376;Saint-Maurice-de-Beynost;3967;4243
01378;Saint-Maurice-de-Gourdans;2572;2826
01379;Saint-Maurice-de-Rémens;756;758
01380;Saint-Nizier-le-Bouchoux;680;589
01381;Saint-Nizier-le-Désert;916;922
01383;Saint-Paul-de-Varax;1529;1637
01384;Saint-Rambert-en-Bugey;2269;2179
01385;Saint-Rémy;994;922
01386;Saint-Sorlin-en-Bugey;1157;1140
01387;Saint-Sulpice;257;259
01388;Saint-Trivier-de-Courtes;1093;1122
01389;Saint-Trivier-sur-Moignans;1799;1910
01390;Saint-Vulbas;1286;1229
01342;Sainte-Croix;570;548
01353;Sainte-Euphémie;1667;1741
01366;Sainte-Julie;1017;1092
01382;Sainte-Olive;283;357
01391;Salavre;272;295
01392;Samognat;653;645
01393;Sandrans;530;578
01396;Sault-Brénaz;953;1007
01397;Sauverny;1009;1003
01398;Savigneux;1351;1459
01399;Ségny;2062;2676
01400;Seillonnaz;137;136
01401;Sergy;2084;2279
01402;Sermoyer;668;659
01403;Serrières-de-Briord;1264;1329
01404;Serrières-sur-Ain;134;135
01405;Servas;1247;1287
01406;Servignat;175;180
01407;Seyssel;999;997
01408;Simandre-sur-Suran;671;664
01410;Sonthonnax-la-Montagne;312;287
01411;Souclin;273;263
01412;Sulignat;586;605
01215;Surjoux-Lhopital;131;140
01415;Talissieu;450;514
01416;Tenay;1035;1024
01418;Thil;1088;1208
01419;Thoiry;6038;6356
01420;Thoissey;1741;1644
01421;Torcieu;726;744
01422;Tossiat;1362;1389
01423;Toussieux;1091;1228
01424;Tramoyes;1681;1845
01425;La Tranclière;286;288
01427;Trévoux;6845;6931
01426;Val-Revermont;2601;2494
01428;Valeins;130;131
01036;Valromey-sur-Séran;1311;1350
01033;Valserhône;16423;16162
01429;Vandeins;687;725
01430;Varambon;584;664
01431;Vaux-en-Bugey;1224;1218
01432;Verjon;295;343
01433;Vernoux;330;296
01434;Versailleux;438;500
01435;Versonnex;2176;2222
01436;Vesancy;484;513
01437;Vescours;241;215
01439;Vésines;99;97
01441;Vieu-d'Izenave;707;727
01443;Villars-les-Dombes;4795;5059
01444;Villebois;1173;1200
01445;Villemotier;656;607
01446;Villeneuve;1501;1603
01447;Villereversure;1291;1391
01448;Villes;376;390
01449;Villette-sur-Ain;755;763
01450;Villieu-Loyes-Mollon;3653;3831
01451;Viriat;6418;6955
01452;Virieu-le-Grand;1081;1110
01454;Virignin;1097;1122
01456;Vongnes;70;71
01457;Vonnas;2961;3233
02001;Abbécourt;498;513
02002;Achery;598;586
02003;Acy;1012;1013
02004;Agnicourt-et-Séchelles;177;188
02005;Aguilcourt;384;405
02006;Aisonville-et-Bernoville;255;257
02007;Aizelles;125;119
02008;Aizy-Jouy;291;308
02009;Alaincourt;543;522
02010;Allemant;177;166
02011;Ambleny;1155;1203
02012;Ambrief;70;81
02013;Amifontaine;404;386
02014;Amigny-Rouy;744;710
02015;Ancienville;75;78
02016;Andelain;228;211
02017;Anguilcourt-le-Sart;315;281
02018;Anizy-le-Grand;2533;2510
02019;Annois;364;352
02020;Any-Martin-Rieux;456;455
02021;Archon;87;77
02022;Arcy-Sainte-Restitue;403;398
02023;Armentières-sur-Ourcq;103;98
02024;Arrancy;53;45
02025;Artemps;371;363
02027;Assis-sur-Serre;222;203
02028;Athies-sous-Laon;2604;2600
02029;Attilly;363;345
02030;Aubencheul-aux-Bois;269;243
02031;Aubenton;657;659
02032;Aubigny-aux-Kaisnes;253;239
02033;Aubigny-en-Laonnois;105;101
02034;Audignicourt;118;110
02035;Audigny;279;282
02036;Augy;82;68
02037;Aulnois-sous-Laon;1422;1366
02038;Les Autels;57;63
02039;Autremencourt;169;175
02040;Autreppes;178;176
02041;Autreville;814;791
02042;Azy-sur-Marne;389;370
02043;Bagneux;69;62
02044;Bancigny;26;25
02046;Barenton-Bugny;555;556
02047;Barenton-Cel;114;108
02048;Barenton-sur-Serre;134;128
02049;Barisis-aux-Bois;740;746
02050;Barzy-en-Thiérache;330;317
02051;Barzy-sur-Marne;384;399
02052;Bassoles-Aulers;139;130
02054;Bazoches-et-Saint-Thibaut;460;517
02055;Beaumé;92;84
02056;Beaumont-en-Beine;177;172
02057;Beaurevoir;1424;1324
02058;Beaurieux;844;813
02059;Beautor;2699;2625
02060;Beauvois-en-Vermandois;268;257
02061;Becquigny;250;263
02062;Belleau;136;133
02063;Bellenglise;381;379
02064;Belleu;3810;3624
02065;Bellicourt;602;561
02066;Benay;204;188
02067;Bergues-sur-Sambre;213;206
02068;Berlancourt;103;81
02069;Berlise;111;104
02070;Bernot;452;434
02071;Berny-Rivière;651;633
02072;Berrieux;188;177
02073;Berry-au-Bac;653;720
02074;Bertaucourt-Epourdon;604;586
02075;Berthenicourt;199;198
02076;Bertricourt;162;154
02078;Besmé;160;166
02079;Besmont;152;137
02080;Besny-et-Loizy;350;314
02081;Béthancourt-en-Vaux;440;425
02082;Beugneux;111;117
02083;Beuvardes;749;741
02084;Bézu-le-Guéry;260;250
02085;Bézu-Saint-Germain;1043;991
02086;Bichancourt;1048;989
02087;Bieuxy;30;34
02088;Bièvres;88;80
02089;Billy-sur-Aisne;1154;1141
02090;Billy-sur-Ourcq;213;195
02091;Blanzy-lès-Fismes;106;91
02093;Blérancourt;1290;1212
02094;Blesmes;447;473
02095;Bohain-en-Vermandois;5664;5724
02096;Bois-lès-Pargny;201;188
02097;Boncourt;259;270
02098;Bonneil;375;376
02099;Bonnesvalyn;236;207
02100;Bony;137;139
02101;Bosmont-sur-Serre;193;171
02102;Bouconville-Vauclair;187;184
02103;Boué;1324;1316
02104;Bouffignereux;102;95
02105;Bouresches;202;187
02106;Bourg-et-Comin;822;809
02107;Bourguignon-sous-Coucy;103;104
02108;Bourguignon-sous-Montbavin;158;146
02109;La Bouteille;486;468
02110;Braine;2213;2243
02111;Brancourt-en-Laonnois;708;710
02112;Brancourt-le-Grand;565;558
02114;Brasles;1529;1711
02117;Bray-Saint-Christophe;67;65
02118;Braye;121;130
02115;Braye-en-Laonnois;203;189
02116;Braye-en-Thiérache;146;133
02119;Brécy;340;317
02120;Brenelle;195;194
02121;Breny;244;219
02122;Brie;53;54
02123;Brissay-Choigny;303;297
02124;Brissy-Hamégicourt;653;653
02125;Brumetz;213;179
02126;Brunehamel;456;458
02128;Bruyères-et-Montbérault;1532;1419
02127;Bruyères-sur-Fère;189;195
02129;Bruys;19;19
02130;Bucilly;193;202
02131;Bucy-le-Long;1880;1915
02132;Bucy-lès-Cerny;203;188
02133;Bucy-lès-Pierrepont;411;406
02134;Buire;869;822
02135;Buironfosse;1168;1125
02136;Burelles;128;123
02137;Bussiares;152;131
02138;Buzancy;190;183
02139;Caillouël-Crépigny;438;459
02140;Camelin;454;436
02141;La Capelle;1788;1757
02142;Castres;244;247
02143;Le Catelet;192;185
02144;Caulaincourt;145;144
02145;Caumont;546;546
02146;Celles-lès-Condé;87;94
02148;Celles-sur-Aisne;258;252
02149;Cerizy;67;59
02150;Cerny-en-Laonnois;64;63
02151;Cerny-lès-Bucy;115;113
02152;Cerseuil;89;88
02153;Cessières-Suzy;763;796
02154;Chacrise;361;367
02155;Chaillevois;174;197
02156;Chalandry;253;242
02157;Chambry;848;831
02158;Chamouille;284;270
02159;Champs;280;311
02160;Chaourse;539;497
02162;La Chapelle-sur-Chézy;278;299
02163;Charly-sur-Marne;2617;2584
02164;Le Charmel;316;324
02165;Charmes;1652;1596
02166;Chartèves;352;358
02167;Chassemy;881;898
02168;Château-Thierry;15107;15068
02169;Châtillon-lès-Sons;83;83
02170;Châtillon-sur-Oise;127;125
02171;Chaudardes;87;91
02172;Chaudun;249;244
02173;Chauny;11878;11456
02174;Chavignon;818;852
02175;Chavigny;150;159
02176;Chavonne;205;210
02177;Chérêt;142;146
02178;Chermizy-Ailles;106;121
02179;Chéry-Chartreuve;392;379
02180;Chéry-lès-Pouilly;710;737
02181;Chéry-lès-Rozoy;80;97
02182;Chevennes;125;128
02183;Chevregny;187;191
02184;Chevresis-Monceau;355;335
02185;Chézy-en-Orxois;404;377
02186;Chézy-sur-Marne;1353;1308
02187;Chierry;1109;1169
02188;Chigny;149;141
02189;Chivres-en-Laonnois;362;354
02190;Chivres-Val;530;532
02191;Chivy-lès-Étouvelles;510;488
02192;Chouy;370;371
02193;Cierges;66;64
02194;Cilly;193;175
02195;Ciry-Salsogne;930;892
02196;Clacy-et-Thierret;314;294
02197;Clairfontaine;552;522
02198;Clamecy;228;238
02199;Clastres;635;590
02200;Clermont-les-Fermes;120;99
02203;Coincy;1310;1281
02204;Coingt;68;63
02205;Colligis-Crandelain;248;212
02206;Colonfay;78;72
02207;Commenchon;214;219
02208;Concevreux;278;260
02209;Condé-en-Brie;685;658
02210;Condé-sur-Aisne;360;358
02211;Condé-sur-Suippe;285;343
02212;Condren;707;682
02213;Connigis;332;318
02214;Contescourt;61;61
02215;Corbeny;801;849
02216;Corcy;306;318
02219;Coucy-la-Ville;219;195
02217;Coucy-le-Château-Auffrique;1014;989
02218;Coucy-lès-Eppes;624;647
02220;Coulonges-Cohan;436;443
02221;Coupru;149;159
02222;Courbes;31;39
02223;Courboin;300;301
02224;Courcelles-sur-Vesle;350;348
02225;Courchamps;88;82
02226;Courmelles;1826;1831
02227;Courmont;133;123
02228;Courtemont-Varennes;333;353
02229;Courtrizy-et-Fussigny;66;76
02230;Couvrelles;188;177
02231;Couvron-et-Aumencourt;938;931
02232;Coyolles;344;366
02233;Cramaille;143;133
02234;Craonne;82;85
02235;Craonnelle;117;118
02236;Crécy-au-Mont;346;323
02237;Crécy-sur-Serre;1498;1487
02238;Crépy;1837;1807
02239;Crézancy;1230;1193
02240;Croix-Fonsomme;257;187
02241;La Croix-sur-Ourcq;105;89
02242;Crouttes-sur-Marne;647;607
02243;Crouy;2905;3041
02244;Crupilly;64;64
02245;Cuffies;1789;1760
02246;Cugny;606;605
02248;Cuirieux;157;154
02249;Cuiry-Housse;102;102
02250;Cuiry-lès-Chaudardes;76;80
02251;Cuiry-lès-Iviers;28;26
02252;Cuissy-et-Geny;71;71
02253;Cuisy-en-Almont;355;358
02254;Cutry;128;126
02255;Cys-la-Commune;143;159
02201;Cœuvres-et-Valsery;438;466
02256;Dagny-Lambercy;125;125
02257;Dallon;436;431
02258;Dammard;379;375
02259;Dampleux;398;378
02260;Danizy;650;624
02261;Dercy;391;394
02262;Deuillet;216;202
02263;Dhuizel;114;113
02458;Dhuys et Morin-en-Brie;818;825
02264;Dizy-le-Gros;747;722
02265;Dohis;99;82
02266;Dolignon;49;35
02267;Dommiers;289;306
02268;Domptin;654;638
02269;Dorengt;154;150
02270;Douchy;162;159
02271;Dravegny;132;132
02272;Droizy;75;75
02273;Dury;222;194
02274;Ébouleau;200;173
02275;Effry;324;313
02276;Englancourt;122;120
02277;Épagny;340;339
02278;Éparcy;30;34
02279;Épaux-Bézu;556;540
02280;Épieds;392;411
02281;L'Épine-aux-Bois;261;245
02282;Eppes;417;438
02283;Erlon;284;284
02284;Erloy;97;100
02286;Esquéhéries;858;849
02287;Essigny-le-Grand;1022;1063
02288;Essigny-le-Petit;344;351
02289;Essises;417;412
02290;Essômes-sur-Marne;2776;2698
02291;Estrées;412;408
02292;Étampes-sur-Marne;1253;1331
02293;Étaves-et-Bocquiaux;557;546
02294;Étouvelles;213;207
02295;Étréaupont;859;845
02296;Étreillers;1208;1176
02297;Étrépilly;118;125
02298;Étreux;1459;1455
02299;Évergnicourt;570;526
02302;Faverolles;317;351
02303;Fayet;654;711
02304;La Fère;2859;2860
02305;Fère-en-Tardenois;3053;2881
02306;La Ferté-Chevresis;542;521
02307;La Ferté-Milon;2085;2040
02308;Fesmy-le-Sart;486;516
02309;Festieux;680;707
02310;Fieulaine;256;249
02311;Filain;129;121
02312;La Flamengrie;1118;1098
02313;Flavigny-le-Grand-et-Beaurain;468;438
02315;Flavy-le-Martel;1687;1698
02316;Fleury;136;126
02317;Fluquières;220;198
02318;Folembray;1386;1362
02319;Fonsomme;469;517
02320;Fontaine-lès-Clercs;250;230
02321;Fontaine-lès-Vervins;913;866
02322;Fontaine-Notre-Dame;389;379
02323;Fontaine-Uterte;127;135
02324;Fontenelle;277;289
02326;Fontenoy;489;470
02327;Foreste;165;164
02328;Fossoy;524;524
02329;Fourdrain;419;414
02330;Francilly-Selency;474;512
02331;Franqueville;113;107
02332;Fresnes-en-Tardenois;268;278
02333;Fresnes-sous-Coucy;161;160
02334;Fresnoy-le-Grand;2945;2915
02335;Fressancourt;192;171
02336;Frières-Faillouël;998;976
02337;Froidestrées;176;194
02338;Froidmont-Cohartille;261;246
02339;Gandelu;687;691
02340;Gauchy;5276;5197
02341;Gercy;277;258
02342;Gergny;135;131
02343;Germaine;81;84
02345;Gibercourt;42;37
02346;Gizy;672;634
02347;Gland;450;429
02349;Goudelancourt-lès-Berrieux;57;62
02350;Goudelancourt-lès-Pierrepont;135;141
02351;Goussancourt;116;117
02352;Gouy;560;570
02665;Grand-Rozoy;304;299
02783;Grand-Verly;138;134
02353;Grandlup-et-Fay;301;271
02354;Grandrieux;83;80
02355;Gricourt;980;1000
02356;Grisolles;252;230
02357;Gronard;73;61
02358;Grougis;358;310
02359;Grugies;1355;1248
02361;Guise;4824;4510
02362;Guivry;243;239
02363;Guny;423;363
02364;Guyencourt;253;246
02366;Hannapes;318;327
02367;Happencourt;133;176
02368;Haramont;580;558
02369;Harcigny;242;243
02370;Hargicourt;598;551
02371;Harly;1610;1563
02372;Hartennes-et-Taux;371;341
02373;Hary;208;196
02375;Hautevesnes;167;162
02376;Hauteville;166;184
02377;Haution;144;130
02378;La Hérie;143;121
02379;Le Hérie-la-Viéville;230;194
02380;Hinacourt;25;28
02381;Hirson;8813;8565
02382;Holnon;1387;1350
02383;Homblières;1464;1425
02384;Houry;53;58
02385;Housset;149;169
02386;Iron;239;219
02387;Itancourt;1031;999
02388;Iviers;232;219
02389;Jaulgonne;645;669
02390;Jeancourt;271;253
02391;Jeantes;205;224
02392;Joncourt;299;326
02393;Jouaignes;144;139
02395;Jumencourt;146;126
02396;Jumigny;64;62
02397;Jussy;1260;1186
02398;Juvigny;277;286
02399;Juvincourt-et-Damary;599;608
02400;Laffaux;149;154
02401;Laigny;196;184
02402;Lanchy;37;38
02403;Landifay-et-Bertaignemont;269;248
02404;Landouzy-la-Cour;187;168
02405;Landouzy-la-Ville;541;514
02406;Landricourt;137;129
02407;Laniscourt;182;213
02408;Laon;24876;24066
02409;Lappion;268;281
02410;Largny-sur-Automne;244;240
02411;Latilly;208;199
02412;Launoy;99;98
02413;Laval-en-Laonnois;250;248
02414;Lavaqueresse;202;202
02415;Laversine;159;156
02374;Lehaucourt;877;832
02416;Lemé;430;412
02417;Lempire;100;129
02418;Lerzy;213;224
02419;Leschelle;270;269
02420;Lesdins;832;808
02421;Lesges;102;84
02422;Lesquielles-Saint-Germain;810;776
02423;Leuilly-sous-Coucy;420;445
02424;Leury;106;102
02425;Leuze;173;187
02426;Levergies;545;541
02427;Lhuys;141;139
02428;Licy-Clignon;74;70
02429;Lierval;118;120
02430;Liesse-Notre-Dame;1298;1265
02431;Liez;391;383
02432;Limé;187;191
02433;Lislet;225;218
02435;Logny-lès-Aubenton;74;83
02438;Longpont;262;237
02440;Lor;142;139
02441;Louâtre;199;189
02442;Loupeigne;91;87
02443;Lucy-le-Bocage;195;212
02444;Lugny;114;118
02445;Luzoir;285;267
02446;Ly-Fontaine;121;118
02447;Maast-et-Violaine;147;133
02448;Mâchecourt;122;109
02449;Macogny;73;61
02450;Macquigny;376;356
02451;Magny-la-Fosse;125;122
02452;Maissemy;239;233
02453;Maizy;411;398
02454;La Malmaison;410;403
02455;Malzy;203;181
02456;Manicamp;307;306
02457;Marchais;435;391
02459;Marcy;173;152
02460;Marcy-sous-Marle;192;204
02461;Marest-Dampcourt;369;342
02462;Mareuil-en-Dôle;240;223
02463;Marfontaine;86;82
02464;Margival;370;369
02465;Marigny-en-Orxois;485;527
02467;Marizy-Saint-Mard;50;49
02466;Marizy-Sainte-Geneviève;130;127
02468;Marle;2268;2224
02469;Marly-Gomont;475;484
02470;Martigny;434;421
02471;Martigny-Courpierre;124;135
02472;Mauregny-en-Haye;420;403
02473;Mayot;211;213
02474;Mennessis;408;407
02476;Mennevret;651;654
02477;Mercin-et-Vaux;962;945
02478;Merlieux-et-Fouquerolles;259;255
02480;Mesbrecourt-Richecourt;305;318
02481;Mesnil-Saint-Laurent;476;450
02482;Meurival;52;58
02483;Mézières-sur-Oise;516;508
02484;Mézy-Moulins;517;551
02485;Missy-aux-Bois;97;98
02486;Missy-lès-Pierrepont;108;106
02487;Missy-sur-Aisne;640;628
02488;Molain;152;160
02489;Molinchart;329;355
02490;Monampteuil;131;123
02491;Monceau-le-Neuf-et-Faucouzy;319;321
02493;Monceau-le-Waast;220;216
02492;Monceau-lès-Leups;473;434
02494;Monceau-sur-Oise;128;130
02495;Mondrepuis;1040;1033
02496;Monnes;104;94
02497;Mons-en-Laonnois;1152;1148
02503;Mont-d'Origny;847;832
02520;Mont-Notre-Dame;736;742
02522;Mont-Saint-Jean;75;81
02523;Mont-Saint-Martin;74;70
02524;Mont-Saint-Père;700;689
02498;Montaigu;761;766
02499;Montbavin;44;40
02500;Montbrehain;810;813
02501;Montchâlons;84;74
02502;Montcornet;1338;1224
02504;Montescourt-Lizerolles;1648;1619
02505;Montfaucon;203;208
02506;Montgobert;193;202
02507;Montgru-Saint-Hilaire;32;30
02508;Monthenault;152;145
02509;Monthiers;161;155
02510;Monthurel;151;137
02511;Montigny-en-Arrouaise;291;317
02512;Montigny-l'Allier;274;271
02513;Montigny-le-Franc;142;138
02514;Montigny-Lengrain;702;684
