CodeCommune;NomCommune;Pop2017;Pop2022
27601;Saint-Samson-de-la-Roque;436;437
27602;Saint-Sébastien-de-Morsent;5697;5508
27603;Saint-Siméon;317;323
27604;Saint-Sulpice-de-Grimbouville;167;156
27605;Saint-Sylvestre-de-Cormeilles;253;226
27606;Saint-Symphorien;488;470
27609;Saint-Victor-d'Épine;321;337
27608;Saint-Victor-de-Chrétienville;456;439
27610;Saint-Victor-sur-Avre;58;56
27611;Saint-Vigor;330;312
27612;Saint-Vincent-des-Bois;334;338
27613;Saint-Vincent-du-Boulay;381;370
27524;Sainte-Colombe-la-Commanderie;848;854
27525;Sainte-Colombe-près-Vernon;309;310
27540;Sainte-Geneviève-lès-Gasny;663;648
27578;Sainte-Marie-d'Attez;599;579
27567;Sainte-Marie-de-Vatimesnil;269;268
27568;Sainte-Marthe;508;491
27576;Sainte-Opportune-du-Bosc;648;636
27577;Sainte-Opportune-la-Mare;440;429
27614;Sancourt;155;171
27615;Sassey;192;198
27617;Saussay-la-Campagne;531;532
27616;La Saussaye;1872;1914
27618;Sébécourt;477;462
27620;Selles;469;476
27621;Serez;154;171
27622;Serquigny;1987;1772
27623;Surtauville;486;489
27624;Surville;904;854
27625;Suzay;351;344
27693;Sylvains-Lès-Moulins;1295;1280
27412;Terres de Bord;1484;1577
27627;Le Theil-Nolent;250;272
27089;Thénouville;1017;1016
27629;Thiberville;1800;1765
27630;Thibouville;312;326
27631;Thierville;371;368
27632;Le Thil;539;594
27633;Les Thilliers-en-Vexin;494;493
27635;Le Thuit;141;143
27638;Le Thuit de l'Oison;3619;3801
27640;Tilleul-Dame-Agnès;195;197
27641;Le Tilleul-Lambert;251;265
27643;Tillières-sur-Avre;1081;1037
27644;Tilly;547;575
27645;Tocqueville;155;143
27646;Le Torpt;443;460
27649;Touffreville;351;340
27650;Tournedos-Bois-Hubert;476;450
27652;Tourneville;319;318
27654;Tourville-la-Campagne;1081;1114
27655;Tourville-sur-Pont-Audemer;721;722
27656;Toutainville;1344;1280
27516;Treis-Sants-en-Ouche;1420;1334
27658;Le Tremblay-Omonville;342;383
27659;La Trinité;116;128
27660;La Trinité-de-Réville;239;244
27661;La Trinité-de-Thouberville;432;416
27662;Triqueville;332;349
27676;Les Trois Lacs;1784;1748
27663;Le Troncq;173;170
27664;Le Tronquay;511;525
27665;Trouville-la-Haule;767;754
27666;La Vacherie;568;557
27022;Le Val d'Hazey;5556;5156
27294;Val d'Orger;982;990
27668;Le Val-David;723;672
27701;Val-de-Reuil;13063;12939
27447;Le Val-Doré;921;883
27667;Valailles;384;409
27669;Valletot;424;411
27670;Vandrimare;959;966
27671;Vannecrocq;153;163
27672;Vascœuil;355;322
27673;Vatteville;182;177
27528;Le Vaudreuil;3722;3622
27674;Vaux-sur-Eure;270;271
27677;Venon;395;389
27678;Les Ventes;1041;1047
27679;Verneuil d'Avre et d'Iton;8170;7262
27680;Verneusses;201;180
27681;Vernon;23872;24841
27682;Vesly;694;621
27213;Vexin-sur-Epte;6065;6026
27683;Vézillon;251;234
27684;Le Vieil-Évreux;812;840
27685;La Vieille-Lyre;651;653
27686;Vieux-Port;46;50
27689;Villegats;350;353
27690;Villers-en-Vexin;318;313
27691;Villers-sur-le-Roule;853;841
27692;Villettes;170;169
27694;Villez-sous-Bailleul;312;318
27695;Villez-sur-le-Neubourg;284;233
27696;Villiers-en-Désœuvre;937;859
27697;Vironvay;332;331
27698;Vitot;559;559
27699;Voiscreville;124;117
27700;Vraiville;691;725
28001;Abondant;2372;2446
28003;Allainville;136;153
28004;Allonnes;313;319
28005;Alluyes;760;758
28006;Amilly;1842;1823
28007;Anet;2733;2708
28236;Arcisses;2204;2209
28008;Ardelles;200;210
28009;Ardelu;73;72
28010;Argenvilliers;332;318
28013;Aunay-sous-Auneau;1483;1511
28014;Aunay-sous-Crécy;637;659
28015;Auneau-Bleury-Saint-Symphorien;5916;6354
28016;Les Autels-Villevillon;156;110
28018;Authon-du-Perche;1511;1482
28019;Baigneaux;225;216
28023;Bailleau-Armenonville;1386;1322
28022;Bailleau-l'Évêque;1162;1190
28021;Bailleau-le-Pin;1563;1645
28024;Barjouville;1712;1755
28025;Barmainville;117;94
28026;Baudreville;259;239
28027;La Bazoche-Gouet;1224;1230
28028;Bazoches-en-Dunois;258;262
28029;Bazoches-les-Hautes;309;328
28030;Beauche;274;284
28031;Beaumont-les-Autels;394;430
28032;Beauvilliers;335;342
28033;Belhomert-Guéhouville;800;811
28035;Berchères-les-Pierres;1000;1000
28034;Berchères-Saint-Germain;845;898
28036;Berchères-sur-Vesgre;849;855
28037;Bérou-la-Mulotière;337;345
28038;Béthonvilliers;118;132
28039;Béville-le-Comte;1657;1693
28040;Billancelles;324;314
28041;Blandainville;273;282
28045;Boissy-en-Drouais;210;229
28046;Boissy-lès-Perche;498;495
28047;Boisville-la-Saint-Père;712;721
28049;Boncé;245;223
28050;Boncourt;266;283
28051;Bonneval;5055;4890
28052;Bouglainval;767;737
28053;Le Boullay-les-Deux-Églises;261;250
28054;Le Boullay-Mivoye;486;529
28055;Le Boullay-Thierry;553;585
28048;La Bourdinière-Saint-Loup;725;751
28056;Boutigny-Prouais;1745;1708
28057;Bouville;588;553
28058;Bréchamps;344;365
28059;Brezolles;1816;1796
28060;Briconville;249;268
28061;Brou;3403;3245
28062;Broué;888;859
28064;Bû;1963;2093
28065;Bullainville;108;111
28067;Cernay;89;83
28068;Challet;433;432
28070;Champhol;3656;3674
28071;Champrond-en-Gâtine;661;733
28072;Champrond-en-Perchet;405;389
28073;Champseru;333;347
28074;La Chapelle-d'Aunainville;274;243
28075;La Chapelle-du-Noyer;1032;1014
28076;La Chapelle-Forainvilliers;201;214
28077;La Chapelle-Fortin;189;169
28078;Chapelle-Guillaume;185;182
28079;Chapelle-Royale;307;321
28080;Charbonnières;253;259
28081;Charonville;315;298
28082;Charpont;608;638
28084;Chartainvilliers;727;665
28085;Chartres;38578;37990
28086;Chassant;329;304
28087;Châtaincourt;239;227
28088;Châteaudun;13195;12898
28089;Châteauneuf-en-Thymerais;2619;2632
28090;Les Châtelets;99;111
28091;Les Châtelliers-Notre-Dame;137;149
28092;Châtenay;238;236
28094;Chaudon;1685;1689
28095;Chauffours;276;290
28096;La Chaussée-d'Ivry;1156;1307
28098;Cherisy;1866;1857
28099;Chuisnes;1127;1123
28100;Cintray;422;470
28102;Clévilliers;707;753
28103;Cloyes-les-Trois-Rivières;5662;5601
28104;Coltainville;884;904
28105;Combres;562;553
28012;Vald'Yerre;3803;3608
28106;Conie-Molitard;406;389
28107;Corancez;378;361
28108;Cormainville;237;222
28109;Les Corvées-les-Yys;316;327
28110;Le Coudray;4161;4063
28111;Coudray-au-Perche;341;364
28113;Coulombs;1353;1371
28114;Courbehaye;137;137
28116;Courville-sur-Eure;2867;2802
28117;Crécy-Couvé;264;263
28118;Croisilles;437;423
28119;La Croix-du-Perche;163;148
28120;Crucey-Villages;468;467
28121;Dambron;102;99
28122;Dammarie;1512;1500
28123;Dampierre-sous-Brou;461;445
28124;Dampierre-sur-Avre;742;763
28126;Dancy;203;204
28127;Dangeau;1274;1260
28128;Dangers;432;433
28129;Denonville;759;773
28130;Digny;979;1002
28132;Donnemain-Saint-Mamès;684;661
28134;Dreux;31044;31205
28135;Droue-sur-Drouette;1241;1204
28136;Écluzelles;166;159
28137;Écrosnes;855;860
28406;Éole-en-Beauce;1242;1240
28139;Épeautrolles;186;169
28140;Épernon;5551;5509
28141;Ermenonville-la-Grande;319;315
28142;Ermenonville-la-Petite;191;189
28143;Escorpain;248;234
28144;Les Étilleux;221;194
28146;Faverolles;865;818
28147;Favières;595;625
28148;Le Favril;363;365
28149;La Ferté-Vidame;700;558
28151;Fessanvilliers-Mattanvilliers;176;172
28153;Flacey;209;212
28154;Fontaine-la-Guyon;1664;1675
28155;Fontaine-les-Ribouts;208;187
28156;Fontaine-Simon;924;887
28157;Fontenay-sur-Conie;128;149
28158;Fontenay-sur-Eure;1016;1180
28159;La Framboisière;340;337
28160;Francourville;833;930
28161;Frazé;505;488
28164;Fresnay-l'Évêque;741;741
28162;Fresnay-le-Comte;326;286
28163;Fresnay-le-Gilmert;202;223
28166;Friaize;244;261
28167;Fruncé;405;378
28168;Gallardon;3669;3537
28169;Garancières-en-Beauce;219;222
28170;Garancières-en-Drouais;274;283
28171;Garnay;876;1000
28172;Gas;792;730
28173;Gasville-Oisème;1448;1474
28175;La Gaudaine;175;179
28176;Le Gault-Saint-Denis;674;674
28177;Gellainville;670;763
28178;Germainville;290;345
28180;Gilles;522;503
28182;Gohory;323;319
28183;Gommerville;685;667
28184;Gouillons;338;337
28185;Goussainville;1292;1340
28187;Guainville;655;684
28188;Le Gué-de-Longroi;945;889
28189;Guilleville;178;163
28190;Guillonville;446;463
28191;Hanches;2701;2710
28192;Happonvilliers;307;309
28193;Havelu;142;131
28194;Houville-la-Branche;424;414
28195;Houx;758;750
28196;Illiers-Combray;3324;3228
28197;Intréville;145;121
28198;Jallans;809;787
28199;Janville-en-Beauce;2567;2482
28200;Jaudrais;406;409
28201;Jouy;1939;1989
28202;Lamblore;333;323
28203;Landelles;640;631
28206;Laons;687;655
28207;Léthuin;229;240
28208;Levainville;389;377
28209;Lèves;5801;5701
28210;Levesville-la-Chenard;218;235
28211;Logron;585;587
28212;Loigny-la-Bataille;206;215
28213;Lormaye;661;683
28214;La Loupe;3342;3230
28215;Louville-la-Chenard;252;247
28216;Louvilliers-en-Drouais;201;221
28217;Louvilliers-lès-Perche;184;198
28218;Lucé;15404;15658
28219;Luigny;342;423
28220;Luisant;6665;6818
28221;Lumeau;149;137
28222;Luplanté;386;387
28223;Luray;1552;1570
28225;Magny;653;652
28226;Maillebois;922;926
28227;Maintenon;4292;4532
28229;Mainvilliers;11182;10950
28230;Maisons;374;403
28231;La Mancelière;187;152
28232;Manou;597;606
28233;Marboué;1147;1124
28234;Marchéville;479;506
28235;Marchezais;342;408
28237;Marolles-les-Buis;212;207
28239;Marville-Moutiers-Brûlé;976;1027
28240;Meaucé;543;499
28242;Méréglise;100;106
28243;Mérouville;218;215
28245;Meslay-le-Grenet;345;376
28246;Meslay-le-Vidame;522;516
28247;Le Mesnil-Simon;580;569
28248;Le Mesnil-Thomas;335;337
28249;Mévoisins;624;622
28251;Mézières-en-Drouais;1073;1057
28252;Miermaigne;195;171
28253;Mignières;1057;1157
28254;Mittainvilliers-Vérigny;794;800
28255;Moinville-la-Jeulin;170;160
28256;Moléans;461;442
28257;Mondonville-Saint-Jean;87;93
28259;Montboissier;322;348
28260;Montharville;98;103
28261;Montigny-le-Chartif;615;590
28263;Montigny-sur-Avre;258;272
28264;Montireau;140;136
28265;Montlandon;241;254
28267;Montreuil;508;530
28268;Morainville;22;17
28269;Morancez;1836;1927
28270;Moriers;224;223
28271;Morvilliers;152;127
28272;Mottereau;166;152
28273;Moulhard;142;139
28274;Moutiers;249;243
28275;Néron;656;699
28276;Neuvy-en-Beauce;212;218
28277;Neuvy-en-Dunois;310;305
28278;Nogent-le-Phaye;1472;1463
28279;Nogent-le-Roi;4084;4023
28280;Nogent-le-Rotrou;9715;9305
28281;Nogent-sur-Eure;497;502
28282;Nonvilliers-Grandhoux;427;431
28283;Nottonville;304;283
28284;Oinville-Saint-Liphard;276;277
28285;Oinville-sous-Auneau;345;326
28286;Ollé;612;626
28287;Orgères-en-Beauce;1061;998
28289;Ormoy;235;224
28290;Orrouer;301;282
28291;Ouarville;524;534
28292;Ouerre;733;785
28293;Oulins;1205;1221
28294;Oysonville;525;526
28296;Péronville;268;260
28298;Pierres;2783;2792
28299;Les Pinthières;178;164
28300;Poinville;142;173
28301;Poisvilliers;443;460
28302;Pontgouin;1096;1117
28303;Poupry;112;99
28304;Prasville;431;449
28305;Pré-Saint-Évroult;298;286
28306;Pré-Saint-Martin;199;176
28308;Prudemanche;256;264
28309;Prunay-le-Gillon;1075;1155
28310;La Puisaye;278;247
28312;Puiseux;136;133
28313;Réclainville;190;203
28314;Les Ressuintes;122;153
28315;Revercourt;23;25
28316;Rohaire;127;131
28317;Roinville;561;582
28319;Rouvray-Saint-Denis;434;345
28321;Rouvres;823;818
28322;Rueil-la-Gadelière;507;469
28323;Saint-Ange-et-Torçay;287;284
28324;Saint-Arnoult-des-Bois;888;895
28325;Saint-Aubin-des-Bois;1016;1127
28326;Saint-Avit-les-Guespières;362;347
28327;Saint-Bomer;196;194
28329;Saint-Christophe;159;148
28333;Saint-Denis-des-Puits;139;150
28334;Saint-Denis-Lanneray;2243;2095
28335;Saint-Éliph;875;833
28336;Saint-Éman;108;94
28337;Saint-Georges-sur-Eure;2803;2728
28339;Saint-Germain-le-Gaillard;345;372
28341;Saint-Jean-de-Rebervilliers;241;243
28342;Saint-Jean-Pierre-Fixte;259;269
28343;Saint-Laurent-la-Gâtine;441;463
28344;Saint-Léger-des-Aubées;266;257
28346;Saint-Lubin-de-Cravant;58;55
28347;Saint-Lubin-de-la-Haye;956;950
28348;Saint-Lubin-des-Joncherets;3995;4129
28349;Saint-Lucien;254;278
28350;Saint-Luperce;896;994
28351;Saint-Maixme-Hauterive;418;410
28352;Saint-Martin-de-Nigelles;1560;1581
28353;Saint-Maur-sur-le-Loir;413;405
28354;Saint-Maurice-Saint-Germain;415;484
28355;Saint-Ouen-Marchefroy;295;293
28357;Saint-Piat;1050;1121
28358;Saint-Prest;2031;2119
28359;Saint-Rémy-sur-Avre;4010;4065
28360;Saint-Sauveur-Marville;925;927
28362;Saint-Victor-de-Buthon;511;509
28332;Sainte-Gemme-Moronval;1093;1158
28331;Saintigny;1020;934
28363;Sainville;1012;1037
28364;Sancheville;806;748
28365;Sandarville;408;419
28366;Santeuil;320;324
28367;Santilly;339;306
28368;La Saucelle;194;201
28369;Saulnières;709;772
28370;Saumeray;491;467
28371;Saussay;1092;1090
28372;Senantes;582;537
28373;Senonches;3087;3013
28374;Serazereux;546;538
28375;Serville;366;362
28377;Sorel-Moussel;1804;1782
28378;Souancé-au-Perche;532;496
28379;Soulaires;454;474
28380;Sours;1951;1964
28382;Terminiers;903;881
28383;Theuville;708;728
28385;Le Thieulin;452;427
28386;Thimert-Gâtelles;1256;1240
28387;Thiron-Gardais;995;972
28388;Thivars;1059;1099
28389;Thiville;342;337
28390;Tillay-le-Péneux;324;313
28391;Toury;2573;2620
28392;Trancrainville;161;169
28393;Tremblay-les-Villages;2271;2208
28394;Tréon;1403;1448
28395;Trizay-Coutretot-Saint-Serge;444;438
28396;Trizay-lès-Bonneval;316;318
28397;Umpeau;396;403
28398;Unverre;1193;1212
28400;Varize;196;189
28401;Vaupillon;456;461
28403;Ver-lès-Chartres;783;776
28404;Vernouillet;12506;12491
28405;Vert-en-Drouais;1091;1119
28407;Vichères;304;288
28408;Vierville;132;110
28409;Vieuvicq;476;445
28422;Les Villages Vovéens;3945;3977
28410;Villampuy;306;298
28411;Villars;175;180
28414;Villebon;76;56
28330;Villemaury;1392;1300
28415;Villemeux-sur-Eure;1641;1808
28417;Villiers-le-Morhier;1339;1359
28418;Villiers-Saint-Orien;163;162
28419;Vitray-en-Beauce;357;353
28421;Voise;282;251
28423;Yermenonville;597;624
28424;Yèvres;1647;1673
28425;Ymeray;612;574
28426;Ymonville;498;481
29001;Argol;991;1043
29002;Arzano;1387;1440
29003;Audierne;3692;3708
29004;Bannalec;5659;5707
29005;Baye;1149;1363
29006;Bénodet;3568;3878
29007;Berrien;919;920
29008;Beuzec-Cap-Sizun;1001;1018
29010;Bodilis;1609;1700
29011;Bohars;3458;3671
29012;Bolazec;205;172
29013;Botmeur;215;227
29014;Botsorhel;428;428
29015;Bourg-Blanc;3568;3544
29016;Brasparts;1024;1055
29017;Brélès;875;867
29018;Brennilis;444;447
29019;Brest;140064;140993
29020;Briec;5630;5815
29022;Camaret-sur-Mer;2543;2448
29023;Carantec;3161;3261
29024;Carhaix-Plouguer;7174;7326
29025;Cast;1556;1557
29026;Châteaulin;5214;5106
29027;Châteauneuf-du-Faou;3673;3646
29028;Cléden-Cap-Sizun;944;912
29029;Cléden-Poher;1158;1135
29030;Cléder;3779;3582
29031;Clohars-Carnoët;4333;4701
29032;Clohars-Fouesnant;2055;2152
29033;Le Cloître-Pleyben;531;508
29034;Le Cloître-Saint-Thégonnec;660;644
29035;Coat-Méal;1100;1135
29036;Collorec;611;592
29037;Combrit;4092;4271
29038;Commana;1036;994
29039;Concarneau;19050;20632
29145;Confort-Meilars;879;860
29040;Le Conquet;2713;2814
29041;Coray;1896;1869
29042;Crozon;7477;7410
29043;Daoulas;1786;1835
29044;Dinéault;2168;1858
29045;Dirinon;2261;2195
29046;Douarnenez;13902;14188
29047;Le Drennec;1837;1911
29048;Edern;2224;2199
29049;Elliant;3271;3379
29051;Ergué-Gabéric;8208;8576
29053;Le Faou;1727;1882
29054;La Feuillée;641;684
29055;Le Folgoët;3187;3290
29056;La Forest-Landerneau;1881;1999
29057;La Forêt-Fouesnant;3366;3485
29058;Fouesnant;9458;10204
29059;Garlan;1052;1063
29060;Gouesnach;2769;2765
29061;Gouesnou;6116;6412
29062;Gouézec;1100;1115
29063;Goulien;433;440
29064;Goulven;446;439
29065;Gourlizon;896;950
29066;Guengat;1782;1836
29067;Guerlesquin;1329;1259
29068;Guiclan;2490;2564
29070;Guiler-sur-Goyen;529;521
29069;Guilers;7981;8221
29071;Guilligomarc'h;778;804
29072;Guilvinec;2658;2677
29073;Guimaëc;947;966
29074;Guimiliau;1009;1000
29075;Guipavas;14482;15401
29077;Guissény;2009;1974
29078;Hanvec;2025;2035
29079;Henvic;1351;1195
29080;Hôpital-Camfrout;2247;2220
29081;Huelgoat;1449;1420
29082;Île-de-Batz;457;457
29083;Île-de-Sein;249;280
29084;Île-Molène;141;166
29085;Île-Tudy;741;745
29086;Irvillac;1429;1427
29087;Le Juch;713;753
29089;Kergloff;880;878
29090;Kerlaz;799;798
29091;Kerlouan;2119;2028
29093;Kernilis;1453;1418
29094;Kernouës;685;660
29095;Kersaint-Plabennec;1447;1537
29097;Lampaul-Guimiliau;2058;2004
29098;Lampaul-Plouarzel;2111;2176
29099;Lampaul-Ploudalmézeau;838;815
29100;Lanarvily;421;406
29101;Landéda;3578;3695
29102;Landeleau;937;982
29103;Landerneau;15781;16327
29104;Landévennec;337;335
29105;Landivisiau;9132;9197
29106;Landrévarzec;1841;1874
29107;Landudal;877;910
29108;Landudec;1436;1477
29109;Landunvez;1475;1548
29110;Langolen;876;839
29111;Lanhouarneau;1308;1294
29112;Lanildut;956;987
29113;Lanmeur;2251;2367
29114;Lannéanou;378;341
29115;Lannédern;293;321
29116;Lanneuffret;151;150
29117;Lannilis;5592;5712
29119;Lanrivoaré;1464;1539
29120;Lanvéoc;2095;1951
29122;Laz;661;684
29123;Lennon;788;801
29124;Lesneven;7311;7471
29125;Leuhan;819;836
29126;Loc-Brévalaire;202;210
29128;Loc-Eguiner;402;378
29130;Locmaria-Plouzané;5076;5160
29131;Locmélar;471;476
29132;Locquénolé;787;792
29133;Locquirec;1456;1543
29134;Locronan;795;806
29135;Loctudy;4073;4043
29136;Locunolé;1154;1166
29137;Logonna-Daoulas;2124;2127
29139;Lopérec;859;832
29140;Loperhet;3760;3952
29141;Loqueffret;359;338
29142;Lothey;459;444
29143;Mahalon;957;1010
29144;La Martyre;751;756
29146;Melgven;3356;3388
29147;Mellac;3112;3371
29148;Mespaul;966;935
29076;Milizac-Guipronvel;4478;4733
29150;Moëlan-sur-Mer;6781;6763
29151;Morlaix;14559;15220
29152;Motreff;703;679
29153;Névez;2661;2721
29155;Ouessant;835;854
29156;Pencran;1970;2229
29158;Penmarch;5247;5320
29159;Peumerit;803;903
29160;Plabennec;8436;8633
29161;Pleuven;2987;3298
29162;Pleyben;3627;3649
29163;Pleyber-Christ;3139;3175
29165;Plobannalec-Lesconil;3474;3694
29166;Ploéven;518;534
29167;Plogastel-Saint-Germain;1953;2016
29168;Plogoff;1229;1166
29169;Plogonnec;3156;3223
29170;Plomelin;4171;4216
29171;Plomeur;3774;3877
29172;Plomodiern;2136;2254
29173;Plonéis;2425;2405
29174;Plonéour-Lanvern;6064;6403
29175;Plonévez-du-Faou;2105;2174
29176;Plonévez-Porzay;1758;1783
29177;Plouarzel;3715;3987
29178;Ploudalmézeau;6297;6440
29179;Ploudaniel;3709;3738
29180;Ploudiry;952;879
29181;Plouédern;2813;3062
29182;Plouégat-Guérand;1067;1058
29183;Plouégat-Moysan;716;720
29184;Plouénan;2510;2588
29185;Plouescat;3446;3549
29186;Plouezoc'h;1596;1640
29187;Plougar;785;790
29188;Plougasnou;2776;3035
29189;Plougastel-Daoulas;13337;13431
29190;Plougonvelin;4174;4520
29191;Plougonven;3496;3398
29192;Plougoulm;1759;1761
29193;Plougourvest;1404;1486
29195;Plouguerneau;6607;6719
29196;Plouguin;2151;2236
29197;Plouhinec;3975;3923
29198;Plouider;1866;1801
29199;Plouigneau;5083;5039
29201;Ploumoguer;2063;2097
29021;Plounéour-Brignogan-plages;1922;1955
29202;Plounéour-Ménez;1246;1298
29204;Plounéventer;2088;2212
29206;Plounévez-Lochrist;2291;2285
29205;Plounévézel;1227;1153
29208;Plourin;1241;1263
29207;Plourin-lès-Morlaix;4457;4529
29209;Plouvien;3766;3930
29210;Plouvorn;2870;2932
29211;Plouyé;674;669
29212;Plouzané;12822;13437
29213;Plouzévédé;1766;1856
29214;Plovan;682;682
29215;Plozévet;2967;2963
29216;Pluguffan;4109;4229
29217;Pont-Aven;2801;2796
29218;Pont-Croix;1580;1635
29302;Pont-de-Buis-lès-Quimerch;3792;3571
29220;Pont-l'Abbé;8250;8403
29221;Porspoder;1810;1761
29222;Port-Launay;391;396
29224;Pouldergat;1211;1213
29225;Pouldreuzic;2156;2128
29226;Poullan-sur-Mer;1516;1460
29227;Poullaouen;1500;1466
29228;Primelin;702;641
29229;Quéménéven;1117;1116
29230;Querrien;1739;1654
29232;Quimper;62985;64530
29233;Quimperlé;12057;12444
29234;Rédené;2908;2999
29235;Le Relecq-Kerhuon;11462;11837
29236;Riec-sur-Bélon;4185;4374
29237;La Roche-Maurice;1807;1865
29238;Roscanvel;839;825
29239;Roscoff;3404;3318
29240;Rosnoën;955;993
29241;Rosporden;7671;7580
29243;Saint-Coulitz;437;471
29244;Saint-Derrien;811;846
29245;Saint-Divy;1537;1602
29246;Saint-Eloy;214;221
29247;Saint-Évarzec;3529;3491
29248;Saint-Frégant;823;870
29249;Saint-Goazec;706;730
29250;Saint-Hernin;759;735
29251;Saint-Jean-du-Doigt;641;683
29252;Saint-Jean-Trolimon;962;973
29254;Saint-Martin-des-Champs;4593;4792
29255;Saint-Méen;917;941
29256;Saint-Nic;773;756
29257;Saint-Pabu;2074;2078
29259;Saint-Pol-de-Léon;6596;6841
29260;Saint-Renan;8110;8454
29261;Saint-Rivoal;194;220
29262;Saint-Sauveur;790;827
29263;Saint-Ségal;1081;1183
29264;Saint-Servais;782;789
29266;Saint-Thégonnec Loc-Eguiner;3010;3118
29267;Saint-Thois;716;709
29268;Saint-Thonan;1821;1943
29269;Saint-Thurien;1032;1005
29270;Saint-Urbain;1633;1669
29271;Saint-Vougay;904;879
29272;Saint-Yvi;3155;3418
29265;Sainte-Sève;1016;1060
29273;Santec;2409;2435
29274;Scaër;5380;5197
29275;Scrignac;757;781
29276;Sibiril;1208;1154
29277;Sizun;2265;2334
29278;Spézet;1808;1743
29279;Taulé;2938;2883
29280;Telgruc-sur-Mer;2085;2145
29281;Tourch;1026;1004
29282;Trébabu;352;365
29284;Treffiagat;2399;2438
29285;Tréflaouénan;510;523
29286;Tréflévénez;243;247
29287;Tréflez;958;984
29288;Trégarantec;601;628
29289;Trégarvan;119;127
29290;Tréglonou;670;689
29291;Trégourez;972;952
29292;Tréguennec;318;312
29293;Trégunc;7041;7094
29294;Le Tréhou;633;636
29295;Trémaouézan;575;492
29296;Tréméoc;1346;1506
29297;Tréméven;2324;2378
29298;Tréogat;581;579
29299;Tréouergat;341;325
29300;Le Trévoux;1606;1611
29301;Trézilidé;382;403
30001;Aigaliers;507;534
30002;Aigremont;791;777
30003;Aigues-Mortes;8325;8707
30004;Aigues-Vives;3337;3340
30005;Aiguèze;214;212
30006;Aimargues;5647;5806
30007;Alès;40219;45025
30008;Allègre-les-Fumades;902;1013
30009;Alzon;177;184
30010;Anduze;3436;3322
30011;Les Angles;8349;8694
30012;Aramon;4238;4082
30013;Argilliers;483;441
30014;Arpaillargues-et-Aureillac;1009;1048
30015;Arphy;171;138
30016;Arre;287;258
30017;Arrigas;211;214
30018;Aspères;512;553
30019;Aubais;2762;2938
30020;Aubord;2375;2296
30021;Aubussargues;323;326
30022;Aujac;178;157
30023;Aujargues;846;769
30024;Aulas;477;445
30025;Aumessas;228;252
30026;Avèze;1080;1059
30027;Bagard;2574;2595
30028;Bagnols-sur-Cèze;18258;18124
30029;Barjac;1596;1606
30030;Baron;356;338
30031;La Bastide-d'Engras;196;204
30032;Beaucaire;15963;15695
30033;Beauvoisin;4780;5823
30034;Bellegarde;7129;7929
30035;Belvézet;245;235
30036;Bernis;3420;3341
30037;Bessèges;2844;2624
30038;Bez-et-Esparon;336;330
30039;Bezouce;2299;2341
30040;Blandas;135;133
30041;Blauzac;1196;1228
30042;Boisset-et-Gaujac;2545;2621
30043;Boissières;565;595
30044;Bonnevaux;88;77
30045;Bordezac;393;392
30046;Boucoiran-et-Nozières;947;995
30047;Bouillargues;6328;6119
30048;Bouquet;176;197
30049;Bourdic;380;364
30050;Bragassargues;175;168
30051;Branoux-les-Taillades;1340;1297
30052;Bréau-Mars;616;679
30053;Brignon;771;713
30055;Brouzet-lès-Alès;649;681
30054;Brouzet-lès-Quissac;291;299
30056;La Bruguière;328;331
30057;Cabrières;1623;1781
30058;La Cadière-et-Cambo;210;229
30059;Le Cailar;2412;2566
30060;Caissargues;4027;4077
30061;La Calmette;2200;2572
30062;Calvisson;5745;6295
30064;Campestre-et-Luc;99;153
30065;Canaules-et-Argentières;434;477
30066;Cannes-et-Clairan;540;610
30067;La Capelle-et-Masmolène;439;421
30068;Cardet;871;922
30069;Carnas;479;540
30070;Carsan;685;790
30071;Cassagnoles;403;448
30072;Castelnau-Valence;454;482
30073;Castillon-du-Gard;1684;1681
30074;Causse-Bégon;20;25
30075;Caveirac;4181;4328
30076;Cavillargues;843;847
30077;Cendras;1841;1612
30079;Chambon;266;262
30080;Chamborigaud;852;886
30081;Chusclan;967;975
30082;Clarensac;4263;4257
30083;Codognan;2423;2518
30084;Codolet;660;597
30085;Collias;1090;1080
30086;Collorgues;608;670
30087;Colognac;221;202
30088;Combas;628;762
30089;Comps;1784;1703
30090;Concoules;258;271
30091;Congénies;1668;1628
30092;Connaux;1674;1702
30093;Conqueyrac;97;115
30094;Corbès;154;156
30095;Corconne;542;620
30096;Cornillon;934;908
30097;Courry;279;283
30098;Crespian;423;493
30099;Cros;249;256
30100;Cruviers-Lascours;702;703
30101;Deaux;648;644
30102;Dions;584;531
30103;Domazan;930;966
30104;Domessargues;753;750
30105;Dourbies;145;157
30106;Durfort-et-Saint-Martin-de-Sossenac;685;757
30107;Estézargues;579;605
30108;L'Estréchure;161;152
30109;Euzet;439;491
30110;Flaux;375;338
30111;Foissac;423;449
30112;Fons;1506;1734
30113;Fons-sur-Lussan;237;228
30114;Fontanès;690;688
30115;Fontarèches;263;255
30116;Fournès;1085;1058
30117;Fourques;2891;2701
30119;Fressac;162;161
30120;Gagnières;1121;1095
30121;Gailhan;246;296
30122;Gajan;668;747
30123;Gallargues-le-Montueux;3708;3615
30124;Le Garn;213;255
30125;Garons;4895;5244
30126;Garrigues-Sainte-Eulalie;731;762
30127;Gaujac;1096;1069
30128;Générac;4118;4039
30129;Générargues;699;711
30130;Génolhac;841;820
